compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
VPAnM11,Uracil,med.neg,66-22-8,C00106,Pyrimidine metabolism
VPAnM12,1-Pyrroline-2-carboxylic Acid,med.neg,02139-03-9,C03564,Arginine and proline metabolism
VPAnM13,Valine,med.neg,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
VPAnM14,Threonine,med.neg,72-19-5,C00188,"Glycine, serine and threonine metabolism"
VPAnM15,3-Mercaptopyruvic Acid,med.neg,2464-23-5,C00957,Cysteine and methionine metabolism
VPAnM18,Thymine,med.neg,65-71-4,C00178,Pyrimidine metabolism
VPAnM19,4-Oxoproline,med.neg,4347-18-6,C01877,Arginine and proline metabolism
VPAnM20,Ketoleucine,med.neg,816-66-0,C00233,"Valine, leucine and isoleucine degradation"
VPAnM21,Isoleucine,med.neg,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
VPAnM22,Leucine,med.neg,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Citrate cycle (TCA cycle)
VPAnM26,Glutamine,med.neg,56-85-9,C00064,Arginine biosynthesis
VPAnM27,Methionine,med.neg,63-68-3,C00073,Cysteine and methionine metabolism
VPAnM28,D-Ribose,med.neg,50-69-1,C00121,Pentose phosphate pathway
VPAnM29,Xanthine,med.neg,69-89-6,C00385,Purine metabolism
VPAnM30,Histidine,med.neg,71-00-1,C00135,Histidine metabolism
VPAnM31,Allantoin,med.neg,97-59-6,C02348,Purine metabolism
VPAnM32,Phenylalanine,med.neg,63-91-2,C00079,Phenylalanine metabolism
VPAnM33,Uric Acid,med.neg,69-93-2,C00366,Purine metabolism
VPAnM34,myo-Inositol,med.neg,87-89-8,C00137,Galactose metabolism
VPAnM35,D-Glucose,med.neg,50-99-7,C00031,Glycolysis / Gluconeogenesis
VPAnM38,D-Galactitol,med.neg,608-66-2,C01697,Galactose metabolism
VPAnM39,Phenylacetylglycine,med.neg,500-98-1,C05598,Phenylalanine metabolism
VPAnM40,Glucuronic Acid,med.neg,06556-12-3,C00191,Pentose and glucuronate interconversions
VPAnM41,Cysteine-S-sulfonic Acid,med.neg,1637-71-4,C05824,Cysteine and methionine metabolism
VPAnM42,Tryptophan,med.neg,73-22-3,C00078,"Glycine, serine and threonine metabolism"
VPAnM43,Pantothenic Acid,med.neg,137-08-6,C00864,beta-Alanine metabolism
VPAnM44,Cytidine,med.neg,65-46-3,C00475,Pyrimidine metabolism
VPAnM45,Uridine,med.neg,58-96-8,C00299,Pyrimidine metabolism
VPAnM46,Inosine,med.neg,58-63-9,C00294,Purine metabolism
VPAnM47,Oleic Acid,med.neg,112-80-1,C00712,Fatty acid biosynthesis
VPAnM48,Guanosine,med.neg,118-00-3,C00387,Purine metabolism
VPAnM49,Arachidonic Acid,med.neg,506-32-1,C00219,Arachidonic acid metabolism
VPAnM50,Dihomo-gamma-linolenic Acid,med.neg,1783-84-2,C03242,Linoleic acid metabolism
VPAnM51,Docosahexaenoic Acid (22:6 n-3),med.neg,6217-54-5,C06429,Biosynthesis of unsaturated fatty acids
VPAnM53,Arachidonyl dopamine,med.neg,199875-69-9,C12271,Neuroactive ligand-receptor interaction
VPAnM54,Folic Acid,med.neg,59-30-3,C00504,One carbon pool by folate
VPApM1,Alanine,med.pos,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
VPApM2,Sarcosine,med.pos,107-97-1,C00213,"Glycine, serine and threonine metabolism"
VPApM3,Choline,med.pos,62-49-7,C00114,"Glycine, serine and threonine metabolism"
VPApM4,Serine,med.pos,56-45-1,C00065,"Glycine, serine and threonine metabolism"
VPApM5,Cytosine,med.pos,71-30-7,C00380,Pyrimidine metabolism
VPApM6,Uracil,med.pos,66-22-8,C00106,Pyrimidine metabolism
VPApM7,Creatinine,med.pos,60-27-5,C00791,Arginine and proline metabolism
VPApM8,Proline,med.pos,147-85-3,C00148,Arginine and proline metabolism
VPApM9,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Citrate cycle (TCA cycle)
VPApM11,Threonine,med.pos,72-19-5,C00188,"Glycine, serine and threonine metabolism"
VPApM12,Nicotinamide,med.pos,98-92-0,C00153,Nicotinate and nicotinamide metabolism
VPApM14,Thymine,med.pos,65-71-4,C00178,Pyrimidine metabolism
VPApM15,4-Oxoproline,med.pos,4347-18-6,C01877,Arginine and proline metabolism
VPApM16,Creatine,med.pos,57-00-1,C00300,"Glycine, serine and threonine metabolism"
VPApM17,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
VPApM18,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
VPApM19,Hypoxanthine,med.pos,68-94-0,C00262,Purine metabolism
VPApM20,Deoxycarnitine,med.pos,407-64-7,C01181,Lysine degradation
VPApM21,Glutamine,med.pos,56-85-9,C00064,Arginine biosynthesis
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Arginine biosynthesis
VPApM24,Methionine,med.pos,63-68-3,C00073,Cysteine and methionine metabolism
VPApM25,Guanine,med.pos,73-40-5,C00242,Purine metabolism
VPApM27,Xanthine,med.pos,69-89-6,C00385,Purine metabolism
VPApM28,4-Hydroxyphenylacetic Acid,med.pos,156-38-7,C00642,Tyrosine metabolism
VPApM29,Histidine,med.pos,71-00-1,C00135,Histidine metabolism
VPApM30,Allantoin,med.pos,97-59-6,C02348,Purine metabolism
VPApM32,Phenylalanine,med.pos,63-91-2,C00079,Phenylalanine metabolism
VPApM33,Uric Acid,med.pos,69-93-2,C00366,Purine metabolism
VPApM34,Pyridoxine,med.pos,65-23-6,C00314,Vitamin B6 metabolism
VPApM35,Arginine,med.pos,74-79-3,C00062,Arginine biosynthesis
VPApM36,D-Glucose,med.pos,50-99-7,C00031,Glycolysis / Gluconeogenesis
VPApM38,D-Galactitol,med.pos,608-66-2,C01697,Galactose metabolism
VPApM39,Cysteine-S-sulfonic Acid,med.pos,1637-71-4,C05824,Cysteine and methionine metabolism
VPApM41,Tryptophan,med.pos,73-22-3,C00078,"Glycine, serine and threonine metabolism"
VPApM43,Pantothenic Acid,med.pos,137-08-6,C00864,beta-Alanine metabolism
VPApM45,Cytidine,med.pos,65-46-3,C00475,Pyrimidine metabolism
VPApM46,Uridine,med.pos,58-96-8,C00299,Pyrimidine metabolism
VPApM47,Biotin,med.pos,58-85-5,C00120,Biotin metabolism
VPApM48,Glycerol-3-phosphocholine,med.pos,28319-77-9,C00670,Glycerophospholipid metabolism
VPApM49,Thiamine,med.pos,59-43-8,C00378,Thiamine metabolism
VPApM50,Inosine,med.pos,58-63-9,C00294,Purine metabolism
VPApM51,Guanosine,med.pos,118-00-3,C00387,Purine metabolism
VPApM52,Riboflavin,med.pos,83-88-5,C00255,Riboflavin metabolism
VPApM53,Folic Acid,med.pos,59-30-3,C00504,One carbon pool by folate
VPApM54,LysoPC(16:0),med.pos,00-00-015,C04230,Glycerophospholipid metabolism
VPApM55,LysoPC(18:1),med.pos,00-00-018,C04230,Glycerophospholipid metabolism
VPApM56,LysoPC(18:0),med.pos,00-00-019,C04230,Glycerophospholipid metabolism
VPAnC1,Methylglyoxal,cell.neg,78-98-8,C00546,Pyruvate metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Purine metabolism
VPAnC3,Sulfite,cell.neg,7782-99-2,C00094,Taurine and hypotaurine metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
VPAnC6,Alanine,cell.neg,56-41-7,C00041,Cysteine and methionine metabolism
VPAnC7,Sarcosine,cell.neg,107-97-1,C00213,Arginine and proline metabolism
VPAnC8,Beta-Alanine,cell.neg,107-95-9,C00099,beta-Alanine metabolism
VPAnC10,Lactic Acid,cell.neg,79-33-4,C00186,Fructose and mannose metabolism
VPAnC14,GABA,cell.neg,56-12-2,C00334,Arginine and proline metabolism
VPAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,"Glycine, serine and threonine metabolism"
VPAnC20,Uracil,cell.neg,66-22-8,C00106,beta-Alanine metabolism
VPAnC24,"5,6-Dihydrouracil",cell.neg,504-07-4,C00429,beta-Alanine metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Oxidative phosphorylation
VPAnC29,Valine,cell.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
VPAnC32,Taurine,cell.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
VPAnC34,Ketoleucine,cell.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
VPAnC37,Creatine,cell.neg,57-00-1,C00300,Arginine and proline metabolism
VPAnC38,Isoleucine,cell.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
VPAnC39,Leucine,cell.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
VPAnC45,Malic Acid,cell.neg,97-67-6,C00149,Pyruvate metabolism
VPAnC47,Homocysteine,cell.neg,6027-13-0,C00155,Sulfur metabolism
VPAnC53,O-Phosphoethanolamine,cell.neg,1071-23-4,C00346,Sphingolipid metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Pentose and glucuronate interconversions
VPAnC56,Glutamine,cell.neg,56-85-9,C00064,Purine metabolism
VPAnC57,Lysine,cell.neg,56-87-1,C00047,Lysine degradation
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
VPAnC66,Ribitol,cell.neg,488-81-3,C00474,Riboflavin metabolism
VPAnC67,3-Sulfinoalanine,cell.neg,1115-65-7,C00606,Taurine and hypotaurine metabolism
VPAnC69,Histidine,cell.neg,71-00-1,C00135,beta-Alanine metabolism
VPAnC73,2-Aminoadipic Acid,cell.neg,542-32-5,C00956,Lysine degradation
VPAnC76,Fucose,cell.neg,2438-80-4,C01019,Amino sugar and nucleotide sugar metabolism
VPAnC80,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Citrate cycle (TCA cycle)
VPAnC83,Cysteic Acid,cell.neg,498-40-8,C00506,Taurine and hypotaurine metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Pentose phosphate pathway
VPAnC87,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.neg,17989-41-2,C00093,Glycerophospholipid metabolism
VPAnC91,cis-Aconitic Acid,cell.neg,499-12-7,C00417,Glyoxylate and dicarboxylate metabolism
VPAnC95,N-Carbamoyl-L-aspartic Acid,cell.neg,13184-27-5,C00438,"Alanine, aspartate and glutamate metabolism"
VPAnC97,myo-Inositol,cell.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
VPAnC98,D-Glucose,cell.neg,50-99-7,C00031,Pentose phosphate pathway
VPAnC100,4-Hydroxyphenyllactic Acid,cell.neg,6482-98-0,C03672,Tyrosine metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Pentose phosphate pathway
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,"Alanine, aspartate and glutamate metabolism"
VPAnC109,Glucuronic Acid,cell.neg,06556-12-3,C00191,Ascorbate and aldarate metabolism
VPAnC113,Tryptophan,cell.neg,73-22-3,C00078,Tryptophan metabolism
VPAnC114,Homocitric Acid,cell.neg,3562-74-1,C01251,Pyruvate metabolism
VPAnC119,Glycerylphosphorylethanolamine,cell.neg,1190-00-7,C01233,Ether lipid metabolism
VPAnC121,O-Succinylhomoserine,cell.neg,1492-23-5,C01118,Sulfur metabolism
VPAnC124,Cystathionine,cell.neg,56-88-2,C02291,Cysteine and methionine metabolism
VPAnC127,Ribose 5-Phosphate,cell.neg,4300-28-1,C00117,Purine metabolism
VPAnC134,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid elongation
VPAnC136,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Pentose phosphate pathway
VPAnC141,Linoleic Acid,cell.neg,60-33-3,C01595,Biosynthesis of unsaturated fatty acids
VPAnC145,Stearic Acid,cell.neg,57-11-4,C01530,Biosynthesis of unsaturated fatty acids
VPAnC149,L-Arginosuccinic Acid,cell.neg,2387-71-5,C03406,"Alanine, aspartate and glutamate metabolism"
VPAnC153,Arachidonic Acid,cell.neg,506-32-1,C00219,Linoleic acid metabolism
VPAnC154,Dihomo-gamma-linolenic Acid,cell.neg,1783-84-2,C03242,Biosynthesis of unsaturated fatty acids
VPAnC155,Glutathione,cell.neg,70-18-8,C00051,Glutathione metabolism
VPAnC167,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Pentose phosphate pathway
VPAnC184,Tetrahydrofolic Acid,cell.neg,135-16-0,C00101,One carbon pool by folate
VPAnC194,GTP,cell.neg,86-01-1,C00044,Riboflavin metabolism
VPAnC197,UDP-Galactose,cell.neg,2956-16-3,C00052,Amino sugar and nucleotide sugar metabolism
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Galactose metabolism
VPAnC199,UDP-Glucuronic acid,cell.neg,2616-64-0,C00167,Ascorbate and aldarate metabolism
VPAnC200,ADP-Glucose,cell.neg,102129-65-7,C00498,Amino sugar and nucleotide sugar metabolism
VPAnC201,GDP-Glucose,cell.neg,5750-57-2,C00394,Amino sugar and nucleotide sugar metabolism
VPAnC205,NAD,cell.neg,53-84-9,C00003,Thiamine metabolism
VPAnC207,PE(32:0),cell.neg,5681-36-7,C00350,Glycerophospholipid metabolism
VPAnC208,NADP,cell.neg,53-59-8,C00006,Glutathione metabolism
VPAnC209,PC(36:4),cell.neg,00-00-021,C00157,Arachidonic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Citrate cycle (TCA cycle)
VPApC1,Glycine,cell.pos,56-40-6,C00037,Purine metabolism
VPApC5,Alanine,cell.pos,56-41-7,C00041,Cysteine and methionine metabolism
VPApC6,Sarcosine,cell.pos,107-97-1,C00213,Arginine and proline metabolism
VPApC7,Beta-Alanine,cell.pos,107-95-9,C00099,beta-Alanine metabolism
VPApC10,Choline,cell.pos,62-49-7,C00114,Glycerophospholipid metabolism
VPApC14,Uracil,cell.pos,66-22-8,C00106,beta-Alanine metabolism
VPApC16,"5,6-Dihydrouracil",cell.pos,504-07-4,C00429,beta-Alanine metabolism
VPApC18,Guanidinoacetic Acid,cell.pos,352-97-6,C00581,Arginine and proline metabolism
VPApC19,Valine,cell.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Oxidative phosphorylation
VPApC22,Methylmalonic Acid,cell.pos,516-05-2,C02170,"Valine, leucine and isoleucine degradation"
VPApC25,Taurine,cell.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
VPApC30,Ketoleucine,cell.pos,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
VPApC32,Creatine,cell.pos,57-00-1,C00300,Arginine and proline metabolism
VPApC33,Isoleucine,cell.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
VPApC34,Leucine,cell.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
VPApC41,O-Phosphoethanolamine,cell.pos,1071-23-4,C00346,Sphingolipid metabolism
VPApC44,Glutamine,cell.pos,56-85-9,C00064,Purine metabolism
VPApC45,Lysine,cell.pos,56-87-1,C00047,Lysine degradation
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
VPApC52,3-Sulfinoalanine,cell.pos,1115-65-7,C00606,Taurine and hypotaurine metabolism
VPApC53,Histidine,cell.pos,71-00-1,C00135,beta-Alanine metabolism
VPApC58,4-Hydroxycinnamic Acid,cell.pos,501-98-4,C00811,Tyrosine metabolism
VPApC60,Fucose,cell.pos,2438-80-4,C01019,Amino sugar and nucleotide sugar metabolism
VPApC64,Cysteic Acid,cell.pos,498-40-8,C00506,Taurine and hypotaurine metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Pentose phosphate pathway
VPApC68,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.pos,17989-41-2,C00093,Glycerophospholipid metabolism
VPApC70,N-Carbamoyl-L-aspartic Acid,cell.pos,13184-27-5,C00438,"Alanine, aspartate and glutamate metabolism"
VPApC77,O-Phosphoserine,cell.pos,407-41-0,C01005,Cysteine and methionine metabolism
VPApC82,Tryptophan,cell.pos,73-22-3,C00078,Tryptophan metabolism
VPApC85,Glycerylphosphorylethanolamine,cell.pos,1190-00-7,C01233,Ether lipid metabolism
VPApC87,O-Succinylhomoserine,cell.pos,1492-23-5,C01118,Sulfur metabolism
VPApC90,Cystathionine,cell.pos,56-88-2,C02291,Cysteine and methionine metabolism
VPApC91,Carnosine,cell.pos,305-84-0,C00386,beta-Alanine metabolism
VPApC98,Pyridoxal 5-Phosphate,cell.pos,54-47-7,C00018,Vitamin B6 metabolism
VPApC100,Glycerol-3-phosphocholine,cell.pos,28319-77-9,C00670,Ether lipid metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Pentose phosphate pathway
VPApC104,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Pentose phosphate pathway
VPApC109,Linoleic Acid,cell.pos,60-33-3,C01595,Biosynthesis of unsaturated fatty acids
VPApC113,L-Arginosuccinic Acid,cell.pos,2387-71-5,C03406,"Alanine, aspartate and glutamate metabolism"
VPApC117,Glutathione,cell.pos,70-18-8,C00051,Glutathione metabolism
VPApC130,SAM,cell.pos,29908-03-0,C00019,Cysteine and methionine metabolism
VPApC131,Palmitoylcarnitine,cell.pos,2364-67-2,C02990,Fatty acid metabolism
VPApC151,GTP,cell.pos,86-01-1,C00044,Riboflavin metabolism
VPApC156,UDP-Galactose,cell.pos,2956-16-3,C00052,Amino sugar and nucleotide sugar metabolism
VPApC157,UDP-Glucose,cell.pos,133-89-1,C00029,Galactose metabolism
VPApC158,UDP-Glucuronic acid,cell.pos,2616-64-0,C00167,Ascorbate and aldarate metabolism
VPApC159,ADP-Glucose,cell.pos,102129-65-7,C00498,Amino sugar and nucleotide sugar metabolism
VPApC160,GDP-Glucose,cell.pos,5750-57-2,C00394,Amino sugar and nucleotide sugar metabolism
VPApC164,NAD,cell.pos,53-84-9,C00003,Thiamine metabolism
VPApC168,NADP,cell.pos,53-59-8,C00006,Glutathione metabolism
VPApC169,PC(34:2),cell.pos,8002-43-5,C00157,Arachidonic acid metabolism
VPApC171,PC(35:2),cell.pos,00-00-020,C00157,Arachidonic acid metabolism
VPApC172,PC(36:4),cell.pos,00-00-021,C00157,Arachidonic acid metabolism
VPApC174,PC(36:2),cell.pos,00-00-022,C00157,Arachidonic acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Citrate cycle (TCA cycle)
VPAnM1,Urea,med.neg,57-13-6,C00086,Purine metabolism
VPAnM2,Methylglyoxal,med.neg,78-98-8,C00546,Pyruvate metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,Purine metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
VPAnM7,Alanine,med.neg,56-41-7,C00041,Cysteine and methionine metabolism
VPAnM8,Lactic Acid,med.neg,79-33-4,C00186,Fructose and mannose metabolism
VPAnM9,Acetoacetic Acid,med.neg,541-50-4,C00164,"Valine, leucine and isoleucine degradation"
VPAnM11,Uracil,med.neg,66-22-8,C00106,beta-Alanine metabolism
VPAnM13,Valine,med.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
VPAnM17,Taurine,med.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
VPAnM20,Ketoleucine,med.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
VPAnM21,Isoleucine,med.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
VPAnM22,Leucine,med.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Pentose and glucuronate interconversions
VPAnM26,Glutamine,med.neg,56-85-9,C00064,Purine metabolism
VPAnM30,Histidine,med.neg,71-00-1,C00135,beta-Alanine metabolism
VPAnM34,myo-Inositol,med.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
VPAnM35,D-Glucose,med.neg,50-99-7,C00031,Pentose phosphate pathway
VPAnM37,4-Hydroxyphenyllactic Acid,med.neg,6482-98-0,C03672,Tyrosine metabolism
VPAnM40,Glucuronic Acid,med.neg,06556-12-3,C00191,Ascorbate and aldarate metabolism
VPAnM42,Tryptophan,med.neg,73-22-3,C00078,Tryptophan metabolism
VPAnM49,Arachidonic Acid,med.neg,506-32-1,C00219,Linoleic acid metabolism
VPAnM50,Dihomo-gamma-linolenic Acid,med.neg,1783-84-2,C03242,Biosynthesis of unsaturated fatty acids
VPApM1,Alanine,med.pos,56-41-7,C00041,Cysteine and methionine metabolism
VPApM2,Sarcosine,med.pos,107-97-1,C00213,Arginine and proline metabolism
VPApM3,Choline,med.pos,62-49-7,C00114,Glycerophospholipid metabolism
VPApM6,Uracil,med.pos,66-22-8,C00106,beta-Alanine metabolism
VPApM9,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Oxidative phosphorylation
VPApM13,Taurine,med.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
VPApM16,Creatine,med.pos,57-00-1,C00300,Arginine and proline metabolism
VPApM17,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
VPApM18,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
VPApM21,Glutamine,med.pos,56-85-9,C00064,Purine metabolism
VPApM22,Lysine,med.pos,56-87-1,C00047,Lysine degradation
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
VPApM28,4-Hydroxyphenylacetic Acid,med.pos,156-38-7,C00642,Phenylalanine metabolism
VPApM29,Histidine,med.pos,71-00-1,C00135,beta-Alanine metabolism
VPApM36,D-Glucose,med.pos,50-99-7,C00031,Pentose phosphate pathway
VPApM41,Tryptophan,med.pos,73-22-3,C00078,Tryptophan metabolism
VPApM48,Glycerol-3-phosphocholine,med.pos,28319-77-9,C00670,Ether lipid metabolism
VPAnC1,Methylglyoxal,cell.neg,78-98-8,C00546,Propanoate metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
VPAnC3,Sulfite,cell.neg,7782-99-2,C00094,Sulfur metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Pentose phosphate pathway
VPAnC6,Alanine,cell.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
VPAnC8,Beta-Alanine,cell.neg,107-95-9,C00099,Propanoate metabolism
VPAnC9,Oxalic Acid,cell.neg,144-62-7,C00209,Glyoxylate and dicarboxylate metabolism
VPAnC10,Lactic Acid,cell.neg,79-33-4,C00186,Pyruvate metabolism
VPAnC14,GABA,cell.neg,56-12-2,C00334,beta-Alanine metabolism
VPAnC17,Serine,cell.neg,56-45-1,C00065,Cysteine and methionine metabolism
VPAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,Glycerolipid metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Arginine biosynthesis
VPAnC30,Threonine,cell.neg,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
VPAnC32,Taurine,cell.neg,107-35-7,C00245,Sulfur metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,"Glycine, serine and threonine metabolism"
VPAnC45,Malic Acid,cell.neg,97-67-6,C00149,Glyoxylate and dicarboxylate metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Ascorbate and aldarate metabolism
VPAnC56,Glutamine,cell.neg,56-85-9,C00064,Pyrimidine metabolism
VPAnC57,Lysine,cell.neg,56-87-1,C00047,Biotin metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Arginine and proline metabolism
VPAnC61,Mevalonic Acid,cell.neg,17817-88-8,C00418,Biosynthesis of terpenoids and steroids
VPAnC86,G3P,cell.neg,591-57-1,C00118,Fructose and mannose metabolism
VPAnC98,D-Glucose,cell.neg,50-99-7,C00031,Galactose metabolism
VPAnC104,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,"Glycine, serine and threonine metabolism"
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,Glyoxylate and dicarboxylate metabolism
VPAnC109,Glucuronic Acid,cell.neg,06556-12-3,C00191,Amino sugar and nucleotide sugar metabolism
VPAnC134,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid degradation
VPAnC136,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Galactose metabolism
VPAnC142,Oleic Acid,cell.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
VPAnC153,Arachidonic Acid,cell.neg,506-32-1,C00219,Biosynthesis of unsaturated fatty acids
VPAnC167,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Fructose and mannose metabolism
VPAnC181,ADP,cell.neg,58-64-0,C00008,Purine metabolism
VPAnC190,UTP,cell.neg,63-39-8,C00075,Neuroactive ligand-receptor interaction
VPAnC193,ATP,cell.neg,56-65-5,C00002,Purine metabolism
VPAnC198,UDP-Glucose,cell.neg,133-89-1,C00029,Ascorbate and aldarate metabolism
VPAnC199,UDP-Glucuronic acid,cell.neg,2616-64-0,C00167,Amino sugar and nucleotide sugar metabolism
VPAnC204,GSSG,cell.neg,27025-41-8,C00127,Thyroid hormone synthesis
VPAnC205,NAD,cell.neg,53-84-9,C00003,Nicotinate and nicotinamide metabolism
VPAnC208,NADP,cell.neg,53-59-8,C00006,Nicotinate and nicotinamide metabolism
VPAnC209,PC(36:4),cell.neg,00-00-021,C00157,Linoleic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid biosynthesis
VPApC1,Glycine,cell.pos,56-40-6,C00037,"Glycine, serine and threonine metabolism"
VPApC5,Alanine,cell.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
VPApC7,Beta-Alanine,cell.pos,107-95-9,C00099,Propanoate metabolism
VPApC11,Serine,cell.pos,56-45-1,C00065,Cysteine and methionine metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,"Alanine, aspartate and glutamate metabolism"
VPApC22,Methylmalonic Acid,cell.pos,516-05-2,C02170,Propanoate metabolism
VPApC23,Threonine,cell.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
VPApC25,Taurine,cell.pos,107-35-7,C00245,Sulfur metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,"Glycine, serine and threonine metabolism"
VPApC44,Glutamine,cell.pos,56-85-9,C00064,Pyrimidine metabolism
VPApC45,Lysine,cell.pos,56-87-1,C00047,Biotin metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine and proline metabolism
VPApC58,4-Hydroxycinnamic Acid,cell.pos,501-98-4,C00811,Phenylalanine metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Fructose and mannose metabolism
VPApC69,Arginine,cell.pos,74-79-3,C00062,Arginine and proline metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Fructose and mannose metabolism
VPApC104,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Galactose metabolism
VPApC130,SAM,cell.pos,29908-03-0,C00019,Arginine and proline metabolism
