ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C03758,C8H11NO2,153.1784,153.079,Tyrosine metabolism;Isoquinoline alkaloid biosynthesis;Betalain biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;cAMP signaling pathway;Neuroactive ligand-receptor interaction;Gap junction;Synaptic vesicle cycle;Dopaminergic synapse;Prolactin signaling pathway;Bile secretion;Parkinson disease;Cocaine addiction;Amphetamine addiction;Morphine addiction;Alcoholism,"Dopamine;4-(2-Aminoethyl)-1,2-benzenediol;4-(2-Aminoethyl)benzene-1,2-diol;3,4-Dihydroxyphenethylamine;2-(3,4-Dihydroxyphenyl)ethylamine",R02080 R02383 R02535 R04084 R04300 R04301 R04305 R05749;R05750 R08444 R08445 R08447 R08513 R08832 R08835 R11684,R02080 R02383 R02535 R04084 R04300 R04301 R04305 R05749;R05750 R08444 R08445 R08447 R08513 R08832 R08835 R11684,Compounds with biological roles [BR:br08001]; Peptides;  Amines;   Biogenic amines;    C03758  Dopamine; Hormones and transmitters;  Other hormones;   Dopamine;    C03758  Dopamine;  Neurotransmitters;   Biogenic amines;    C03758  Dopamine;Phytochemical compounds [BR:br08003]; Alkaloids;  Alkaloids derived from tyrosine;   Tyramine derivatives;    C03758  Dopamine;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C01 CARDIAC THERAPY;   C01C CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES;    C01CA Adrenergic and dopaminergic agents;     C01CA04 Dopamine;      D07870  Dopamine (INN);Target-based classification of drugs [BR:br08310]; G Protein-coupled receptors;  Rhodopsin family;   Dopamine;    DRD;     D07870  Dopamine (INN);Prodrugs [br08324.html]; D07870,CAS: 51-61-6;PubChem: 6517;ChEBI: 18243;ChEMBL: CHEMBL59;KNApSAcK: C00001408;PDB-CCD: LDP;3DMET: B00634;NIKKAJI: J4.120C
C05582,C9H10O4,182.1733,182.0579,Tyrosine metabolism;Metabolic pathways;Dopaminergic synapse,Homovanillate;Homovanillic acid;3-Methoxy-4-hydroxyphenylacetate,R03304 R04888 R04889,R03304 R04888 R04889,,CAS: 306-08-1;PubChem: 7908;ChEBI: 545959;ChEMBL: CHEMBL1562;KNApSAcK: C00029504;PDB-CCD: YTX;3DMET: B00798;NIKKAJI: J61.262F
C00197,C3H7O7P,186.0572,185.9929,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Glycine, serine and threonine metabolism;Glycerolipid metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Central carbon metabolism in cancer",3-Phospho-D-glycerate;D-Glycerate 3-phosphate;3-Phospho-(R)-glycerate;3-Phosphoglycerate,R00024 R01058 R01511 R01512 R01513 R01514 R01515 R01516;R01517 R01518 R01660 R02188 R03140 R05768 R07159 R08887;R09100 R09663 R10860,R00024 R01058 R01511 R01512 R01513 R01514 R01515 R01516;R01517 R01518 R01660 R02188 R03140 R05768 R07159 R08887;R09100 R09663 R10860,,PubChem: 3497;ChEBI: 17794;ChEMBL: CHEMBL1160563;KNApSAcK: C00019551;PDB-CCD: 3PG;3DMET: B01185;NIKKAJI: J40.061K
C01132,C8H15NO6,221.2078,221.0899,Galactose metabolism;Phosphotransferase system (PTS),N-Acetyl-D-galactosamine;N-Acetyl-D-chondrosamine;2-Acetamido-2-deoxy-D-galactose,R03492 R04183 R04184 R04586 R05963 R05966 R06001 R06004;R08366 R08967,R03492 R04183 R04184 R04586 R05963 R05966 R06001 R06004;R08366 R08967,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Amino sugars;    C01132  N-Acetyl-D-galactosamine,CAS: 14215-68-0 1811-31-0;PubChem: 4363;ChEBI: 28037;ChEMBL: CHEMBL39064 CHEMBL469447;PDB-CCD: A2G NGA;3DMET: B04773;NIKKAJI: J199.634G J382.936G
C06424,C14H28O2,228.3709,228.2089,Fatty acid biosynthesis;Metabolic pathways,Tetradecanoic acid;Tetradecanoate;Myristic acid,R08159,R08159,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C06424  Myristic acid (14:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C06424  Tetradecanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C06424  Myristic acid;Pharmaceutical additives in Japan [BR:br08316]; Base;  C06424  [104368] Myristic acid,CAS: 544-63-8;PubChem: 8659;ChEBI: 28875 30807;ChEMBL: CHEMBL111077;LIPIDMAPS: LMFA01010014;LipidBank: DFA0014;KNApSAcK: C00001228;PDB-CCD: MYR;3DMET: B02019;NIKKAJI: J4.411C
C06425,C20H40O2,312.5304,312.3028,Biosynthesis of unsaturated fatty acids,Icosanoic acid;Eicosanoic acid;Arachidic acid,R08175,R08175,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C06425  Arachidic acid (20:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C06425  Icosanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C06425  Arachidic acid,CAS: 506-30-9;PubChem: 8660;ChEBI: 28822;ChEMBL: CHEMBL1173381;LIPIDMAPS: LMFA01010020;LipidBank: DFA0020;KNApSAcK: C00001209;PDB-CCD: DCR;3DMET: B02020;NIKKAJI: J2.607G
C08262,C5H10O2,102.1317,102.0681,Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of secondary metabolites;Protein digestion and absorption,3-Methylbutanoic acid;Isovaleric acid;Isovalerate,R08411 R08412,R08411 R08412,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0102 Branched fatty acids;    C08262  3-Methylbutanoic acid,CAS: 503-74-2;PubChem: 10461;ChEBI: 28484;ChEMBL: CHEMBL568737;LIPIDMAPS: LMFA01020181;LipidBank: DFA0226;KNApSAcK: C00001189 C00033067;PDB-CCD: IVA;3DMET: B02153;NIKKAJI: J2.605K
C03088,C5H6N2O3,142.1127,142.0378,,5-Hydroxymethyluracil,R01412 R08610,R01412 R08610,,CAS: 4433-40-3;PubChem: 5986;ChEBI: 16964;ChEMBL: CHEMBL1233360;PDB-CCD: HMU;3DMET: B00540;NIKKAJI: J58.058I
C02953,C9H13N5O3,239.2312,239.1018,Folate biosynthesis;Metabolic pathways,"7,8-Dihydrobiopterin;L-erythro-7,8-Dihydrobiopterin",R02975 R11765 R11767,R02975 R11765 R11767,,CAS: 6779-87-9;PubChem: 5871;ChEBI: 64277;PDB-CCD: HBI;NIKKAJI: J959.455H
C00345,C6H13O10P,276.1352,276.0246,Pentose phosphate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism,6-Phospho-D-gluconate,R01528 R01737 R02032 R02034 R02035 R02036 R10221,R01528 R01737 R02032 R02034 R02035 R02036 R10221,,PubChem: 3638;ChEBI: 48928;ChEMBL: CHEMBL1230513;KNApSAcK: C00007481;PDB-CCD: 6PG;3DMET: B01221;NIKKAJI: J1.343.743B
C00431,C5H11NO2,117.1463,117.079,Lysine degradation;Arginine and proline metabolism,5-Aminopentanoate;5-Aminopentanoic acid;5-Aminovaleric acid,R02273 R02274 R02276 R02825 R12215,R02273 R02274 R02276 R02825 R12215,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0110 Amino fatty acids;    C00431  5-Aminopentanoic acid,CAS: 660-88-8;PubChem: 3720;ChEBI: 15887;ChEMBL: CHEMBL284116;LIPIDMAPS: LMFA01100040;PDB-CCD: DAV;3DMET: B00111;NIKKAJI: J38.132B
C00263,C4H9NO3,119.1192,119.0582,"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Lysine biosynthesis;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Biosynthesis of amino acids",L-Homoserine;2-Amino-4-hydroxybutyric acid,R00175 R01771 R01773 R01775 R01776 R01777,R00175 R01771 R01773 R01775 R01776 R01777,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00263  L-Homoserine,CAS: 672-15-1;PubChem: 3561;ChEBI: 15699;ChEMBL: CHEMBL11722;KNApSAcK: C00001366;PDB-CCD: HSE;3DMET: B01202;NIKKAJI: J9.199E
C17714,C7H14O2,130.1849,130.0994,,Heptanoic acid,,,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Monocarboxylic acids;    C17714  Enanthate; Heptanoate;Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C17714  Heptanoic acid,CAS: 111-14-8;PubChem: 96024044;ChEBI: 45571;ChEMBL: CHEMBL320358;PDB-CCD: SHV;NIKKAJI: J1.985B
C00430,C5H9NO3,131.1299,131.0582,"Glycine, serine and threonine metabolism;Porphyrin and chlorophyll metabolism;Biosynthesis of plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;ABC transporters",5-Aminolevulinate;5-Amino-4-oxopentanoate;5-Amino-4-oxovaleric acid,R00036 R00830 R02271 R02272,R00036 R00830 R02271 R02272,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS;  L01 ANTINEOPLASTIC AGENTS;   L01X OTHER ANTINEOPLASTIC AGENTS;    L01XD Sensitizers used in photodynamic/radiation therapy;     L01XD04 Aminolevulinic acid;      D07567  Aminolevulinic acid,CAS: 106-60-5;PubChem: 3719;ChEBI: 17549;ChEMBL: CHEMBL601;KNApSAcK: C00007378;3DMET: B00110;NIKKAJI: J38.537I
C03440,C5H9NO3,131.1299,131.0582,Arginine and proline metabolism,cis-4-Hydroxy-D-proline,R03296 R04221 R11428,R03296 R04221 R11428,,CAS: 2584-71-6;PubChem: 6264;ChEBI: 16231;ChEMBL: CHEMBL1229563;3DMET: B01659;NIKKAJI: J192.095B
C00979,C5H9NO4,147.1293,147.0532,Cysteine and methionine metabolism;Zeatin biosynthesis;Sulfur metabolism;Biosynthesis of secondary metabolites - unclassified;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids;Sulfur relay system,O-Acetyl-L-serine;O3-Acetyl-L-serine,R00586 R00897 R03131 R03132 R03133 R03134 R03601 R04091;R04859 R10305 R10461 R10839 R10840,R00586 R00897 R03131 R03132 R03133 R03134 R03601 R04091;R04859 R10305 R10461 R10839 R10840,,CAS: 5147-00-2;PubChem: 4228;ChEBI: 17981;KNApSAcK: C00007459;PDB-CCD: OAS;3DMET: B00213;NIKKAJI: J37.500D
C01601,C9H18O2,158.238,158.1307,,Nonanoic acid;Nonanoate;Pelargonic acid,,,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C01601  Nonanoic acid,CAS: 112-05-0;PubChem: 4755;ChEBI: 29019;ChEMBL: CHEMBL108436;LIPIDMAPS: LMFA01010009;LipidBank: DFA0009;KNApSAcK: C00030829;PDB-CCD: KNA;3DMET: B01467;NIKKAJI: J1.991G
C00637,C10H9NO,159.1846,159.0684,Tryptophan metabolism;Metabolic pathways,Indole-3-acetaldehyde;2-(Indol-3-yl)acetaldehyde;Indoleacetaldehyde,R01974 R02173 R02678 R02679 R02680 R02681 R08606,R01974 R02173 R02678 R02679 R02680 R02681 R08606,,CAS: 2591-98-2;PubChem: 3910;ChEBI: 18086;KNApSAcK: C00000109;3DMET: B00152;NIKKAJI: J398.271H
C02979,C3H9O6P,172.0737,172.0137,,Glycerol 2-phosphate;beta-Glycerophosphoric acid,R01043,R01043,,CAS: 17181-54-3;PubChem: 5889;ChEBI: 17270;ChEMBL: CHEMBL1232903;KNApSAcK: C00007407;PDB-CCD: G2H;3DMET: B00522;NIKKAJI: J135.242C
C00392,C6H14O6,182.1718,182.079,Fructose and mannose metabolism;ABC transporters;Phosphotransferase system (PTS),Mannitol;D-Mannitol,R00865 R00868 R00870 R02167 R02704 R05698 R07135,R00865 R00868 R00870 R02167 R02704 R05698 R07135,"Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Sugar alcohols;    C00392  Mannitol;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A06 DRUGS FOR CONSTIPATION;   A06A DRUGS FOR CONSTIPATION;    A06AD Osmotically acting laxatives;     A06AD16 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;; B BLOOD AND BLOOD FORMING ORGANS;  B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS;   B05B I.V. SOLUTIONS;    B05BC Solutions producing osmotic diuresis;     B05BC01 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;;   B05C IRRIGATING SOLUTIONS;    B05CX Other irrigating solutions;     B05CX04 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;; R RESPIRATORY SYSTEM;  R05 COUGH AND COLD PREPARATIONS;   R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS;    R05CB Mucolytics;     R05CB16 Mannitol;      D00062  Mannitol (USP) &lt;JP/US&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 2  Agents affecting individual organs;  21  Cardiovascular agents;   219  Miscellaneous;    2190  Miscellaneous;     D00062  Mannitol (USP); D-Mannitol (JP17);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00062  [009007] D-Mannitol; Solubilizing agent;  D00062  [009007] D-Mannitol; Sweetening agent;  D00062  [009007] D-Mannitol; Base;  D00062  [009007] D-Mannitol; Flavoring substance;  D00062  [009007] D-Mannitol; Bonding agent;  D00062  [009007] D-Mannitol; Suspending agent;  D00062  [009007] D-Mannitol; Coating agent;  D00062  [009007] D-Mannitol; Sugarcoated agent;  D00062  [009007] D-Mannitol; Tonicity agent;  D00062  [009007] D-Mannitol; Diluting agent;  D00062  [009007] D-Mannitol; Disintegrant;  D00062  [009007] D-Mannitol; Solubilization agent;  D00062  [009007] D-Mannitol;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00062  D-Mannitol;  D00062  D-Mannitol injection;New drug approvals in Europe [br08329.html]; European public assessment reports (EPAR) authorised medicine;  D00062",CAS: 69-65-8;PubChem: 3682;ChEBI: 16899;ChEMBL: CHEMBL689;KNApSAcK: C00001165;PDB-CCD: MTL;3DMET: B04676;NIKKAJI: J2.369H
C00794,C6H14O6,182.1718,182.079,Fructose and mannose metabolism;Galactose metabolism;Metabolic pathways;ABC transporters;Phosphotransferase system (PTS),D-Sorbitol;D-Glucitol;L-Gulitol;Sorbitol,R00874 R00875 R01697 R01787 R02865 R02866 R02867 R02868;R02925 R02926 R05820 R07346 R11620,R00874 R00875 R01697 R01787 R02865 R02866 R02867 R02868;R02925 R02926 R05820 R07346 R11620,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Sugar alcohols;    C00794  Sorbitol;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A06 DRUGS FOR CONSTIPATION;   A06A DRUGS FOR CONSTIPATION;    A06AD Osmotically acting laxatives;     A06AD18 Sorbitol;      D00096  D-Sorbitol (JP17) &lt;JP/US&gt;;    A06AG Enemas;     A06AG07 Sorbitol;      D00096  D-Sorbitol (JP17) &lt;JP/US&gt;; B BLOOD AND BLOOD FORMING ORGANS;  B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS;   B05C IRRIGATING SOLUTIONS;    B05CX Other irrigating solutions;     B05CX02 Sorbitol;      D00096  D-Sorbitol (JP17) &lt;JP/US&gt;; V VARIOUS;  V04 DIAGNOSTIC AGENTS;   V04C OTHER DIAGNOSTIC AGENTS;    V04CC Tests for bile duct patency;     V04CC01 Sorbitol;      D00096  D-Sorbitol (JP17) &lt;JP/US&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 2  Agents affecting individual organs;  25  Urogenital and anal organ agents;   251  Urinary organ agents;    2519  Others;     D00096  D-Sorbitol (JP17); Sorbitol (NF); 7  Agents not mainly for therapeutic purpose;  79  Other agents not mainly for therapeutic purpose;   799  Miscellaneous;    7990  Miscellaneous;     D00096  D-Sorbitol (JP17); Sorbitol (NF);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   D-Sorbitol;    D00096  D-Sorbitol (JP17);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Plasticizer;  D00096  [002244] D-Sorbitol; Sweetening agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Base;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Flavoring substance;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Bonding agent;  D00096  [002244] D-Sorbitol; Suspending agent;  D00096  [002244] D-Sorbitol; Coating agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Film;  D00096  [002244] D-Sorbitol; Wetting agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Tonicity agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Emulsion;  D00096  [002244] D-Sorbitol; Tenacious agent;  D00096  [002245] D-Sorbitol solution; Diluting agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution; Dispersant;  D00096  [002244] D-Sorbitol; Preserving agent;  D00096  [002244] D-Sorbitol; Solubilization agent;  D00096  [002244] D-Sorbitol;  D00096  [002245] D-Sorbitol solution;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00096  D-Sorbitol;  D00096  D-Sorbitol solution;Drug classes of therapeutic agents [br08360.html]; Gastrointestinal agents;  D00096,CAS: 50-70-4;PubChem: 4052;ChEBI: 17924;ChEMBL: CHEMBL1682;KNApSAcK: C00001173;PDB-CCD: SOR;3DMET: B04724;NIKKAJI: J2.299C
C08261,C9H16O4,188.2209,188.1049,,"Azelaic acid;Nonanedioic acid;1,7-Heptanedicarboxylic acid",,,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0117 Dicarboxylic acids;    C08261  Nonanedioic acid;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; D DERMATOLOGICALS;  D10 ANTI-ACNE PREPARATIONS;   D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE;    D10AX Other anti-acne preparations for topical use;     D10AX03 Azelaic acid;      D03034  Azelaic acid (USAN/INN) &lt;US&gt;;USP drug classification [BR:br08302]; Dermatological Agents;  Azelaic acid;   D03034  Azelaic acid (USAN/INN),CAS: 123-99-9;PubChem: 10460;ChEBI: 48131;ChEMBL: CHEMBL1238;LIPIDMAPS: LMFA01170054;KNApSAcK: C00045634;PDB-CCD: AZ1;3DMET: B02152;NIKKAJI: J10.058G
C00103,C6H13O9P,260.1358,260.0297,Glycolysis / Gluconeogenesis;Pentose and glucuronate interconversions;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Polyketide sugar unit biosynthesis;Acarbose and validamycin biosynthesis;Glycerolipid metabolism;Biosynthesis of plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Glucagon signaling pathway,D-Glucose 1-phosphate;alpha-D-Glucose 1-phosphate;Cori ester;D-Glucose alpha-1-phosphate,R00287 R00289 R00304 R00550 R00803 R00947 R00948 R00949;R00951 R00952 R00953 R00954 R00955 R00956 R00957 R00959;R00960 R01233 R01660 R01821 R02111 R02328 R02888 R03116;R04180 R05512 R06018 R06022 R06034 R06050 R06056 R06058;R06061 R06185 R07265 R08514 R08515 R08639 R09752 R10832;R10987 R11128 R11530 R11959,R00287 R00289 R00304 R00550 R00803 R00947 R00948 R00949;R00951 R00952 R00953 R00954 R00955 R00956 R00957 R00959;R00960 R01233 R01660 R01821 R02111 R02328 R02888 R03116;R04180 R05512 R06018 R06022 R06034 R06050 R06056 R06058;R06061 R06185 R07265 R08514 R08515 R08639 R09752 R10832;R10987 R11128 R11530 R11959,,CAS: 59-56-3;PubChem: 3403;ChEBI: 29042;KNApSAcK: C00007482;PDB-CCD: G1P;3DMET: B04634;NIKKAJI: J40.065C
C12270,C11H16N2O8,304.2533,304.0907,"Alanine, aspartate and glutamate metabolism;Metabolic pathways;Neuroactive ligand-receptor interaction",N-Acetylaspartylglutamate;NAAG;Isospaglumic acid;N-Acetyl-L-aspartyl-L-glutamate,R10678 R10687 R10688 R10693,R10678 R10687 R10688 R10693,,CAS: 3106-85-2;PubChem: 14415;ChEBI: 73688;ChEMBL: CHEMBL1329032;NIKKAJI: J22.752H
C00360,C10H14N5O6P,331.2218,331.0682,Purine metabolism;Metabolic pathways,dAMP;2'-Deoxyadenosine 5'-phosphate;2'-Deoxyadenosine 5'-monophosphate;Deoxyadenylic acid;Deoxyadenosine monophosphate,R01547 R02088 R02089,R01547 R02088 R02089,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00360  dAMP,CAS: 653-63-4;PubChem: 3651;ChEBI: 17713;ChEMBL: CHEMBL1206239;PDB-CCD: D5M DA;3DMET: B01226;NIKKAJI: J205.943F
C08316,C22H42O2,338.5677,338.3185,Biosynthesis of unsaturated fatty acids,Erucic acid;(13Z)-Docosenoic acid;cis-13-Docosenoic acid,R08187,R08187,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Unsaturated fatty acids;    C08316  Erucic acid (22:1;13);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0103 Unsaturated fatty acids;    Monounsaturated fatty acids;     C08316  (Z)-Docos-13-enoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Unsaturated fatty acids;    C08316  Erucic acid,CAS: 112-86-7;PubChem: 10514;ChEBI: 28792;ChEMBL: CHEMBL1173380;LIPIDMAPS: LMFA01030089 LMFA01030090;LipidBank: DFA0128;KNApSAcK: C00001217;3DMET: B02160;NIKKAJI: J10.102H
C08323,C24H46O2,366.6208,366.3498,Biosynthesis of unsaturated fatty acids,(15Z)-Tetracosenoic acid;Nervonic acid;(Z)-15-Tetracosenoic acid,R08188,R08188,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Unsaturated fatty acids;    C08323  Nervonic acid (24:1;15);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0103 Unsaturated fatty acids;    Monounsaturated fatty acids;     C08323  (Z)-Tetracos-15-enoic acid,CAS: 506-37-6;PubChem: 10521;ChEBI: 44247;ChEMBL: CHEMBL1173379;LIPIDMAPS: LMFA01030092;LipidBank: DFA0131;KNApSAcK: C00001230;PDB-CCD: NER;3DMET: B02167;NIKKAJI: J11.357C
C00361,C10H15N5O10P2,427.2011,427.0294,Purine metabolism;Metabolic pathways,dGDP;2'-Deoxyguanosine 5'-diphosphate,R01857 R01858 R01880 R02019 R02090 R02091,R01857 R01858 R01880 R02019 R02090 R02091,Compounds with biological roles [BR:br08001]; Nucleic acids;  Nucleotides;   Deoxyribonucleotides;    C00361  dGDP,PubChem: 3652;ChEBI: 28862;ChEMBL: CHEMBL1232205;PDB-CCD: DGI;3DMET: B01227;NIKKAJI: J366.498H
C13050,C15H21N5O13P2,541.3005,541.0611,Calcium signaling pathway;Oxytocin signaling pathway;Salivary secretion;Pancreatic secretion,Cyclic ADP-ribose;cADPR,R10629 R10630,R10629 R10630,,CAS: 119340-53-3;PubChem: 583439;ChEBI: 31445;ChEMBL: CHEMBL2369151;NIKKAJI: J626.674F
C01026,C4H9NO2,103.1198,103.0633,"Glycine, serine and threonine metabolism;Metabolic pathways","N,N-Dimethylglycine;Dimethylglycine",R01564 R01565 R02821 R07243 R07244 R10060,R01564 R01565 R02821 R07243 R07244 R10060,,CAS: 1118-68-9;PubChem: 4271;ChEBI: 17724;PDB-CCD: DMG;3DMET: B00224;NIKKAJI: J135.420E
C06772,C4H11NO2,105.1356,105.079,Glycerophospholipid metabolism,Diethanolamine,R05381 R05382,R05381 R05382,Carcinogens [BR:br08008]; Group 2B: Possibly carcinogenic to humans;  Compounds;   C06772  Diethanolamine;Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D02337  [101808] Diethanolamine; Buffering agent;  D02337  [101808] Diethanolamine; Solubilization agent;  D02337  [101808] Diethanolamine,CAS: 111-42-2;PubChem: 8992;ChEBI: 28123;ChEMBL: CHEMBL119604;3DMET: B01050;NIKKAJI: J808G
C00408,C6H11NO2,129.157,129.079,"Lysine degradation;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Metabolic pathways;Biosynthesis of secondary metabolites",L-Pipecolate;Pipecolinic acid;Pipecolic acid;2-Piperidinecarboxylic acid;(S)-Piperidine-2-carboxylic acid,R00459 R02201 R02203 R02204 R02205 R02206 R08414 R08415;R09680 R10277,R00459 R02201 R02203 R02204 R02205 R02206 R08414 R08415;R09680 R10277,Phytochemical compounds [BR:br08003]; Alkaloids;  Alkaloids derived from lysine;   Piperidine alkaloids;    C00408  L-Pipecolate,CAS: 3105-95-1;PubChem: 3698;ChEBI: 30633 30913;ChEMBL: CHEMBL322883;KNApSAcK: C00000210 C00001387;PDB-CCD: YCP;3DMET: B01237;NIKKAJI: J215.717I
C02714,C6H14N2O,130.1882,130.1106,Arginine and proline metabolism;Metabolic pathways,N-Acetylputrescine,R01154 R01156 R04025,R01154 R01156 R04025,,CAS: 5699-41-2;PubChem: 5677;ChEBI: 17768;ChEMBL: CHEMBL81241;3DMET: B01596;NIKKAJI: J367.698F
