Samples,Mode,Type,Group,VPA,FA,Plate,hVPA_FAnC1,hVPA_FAnC2,hVPA_FAnC3,hVPA_FAnC4,hVPA_FAnC5,hVPA_FAnC6,hVPA_FAnC7,hVPA_FAnC8,hVPA_FAnC9,hVPA_FAnC10,hVPA_FAnC11,hVPA_FAnC12,hVPA_FAnC13,hVPA_FAnC14,hVPA_FAnC15,hVPA_FAnC16,hVPA_FAnC17,hVPA_FAnC18,hVPA_FAnC19,hVPA_FAnC20,hVPA_FAnC21,hVPA_FAnC22,hVPA_FAnC23,hVPA_FAnC24,hVPA_FAnC25,hVPA_FAnC26,hVPA_FAnC27,hVPA_FAnC28,hVPA_FAnC29,hVPA_FAnC30,hVPA_FAnC31,hVPA_FAnC32,hVPA_FAnC33,hVPA_FAnC34,hVPA_FAnC35,hVPA_FAnC36,hVPA_FAnC37,hVPA_FAnC38,hVPA_FAnC39,hVPA_FAnC40,hVPA_FAnC41,hVPA_FAnC42,hVPA_FAnC43,hVPA_FAnC44,hVPA_FAnC45,hVPA_FAnC46,hVPA_FAnC47,hVPA_FAnC48,hVPA_FAnC49,hVPA_FAnC50,hVPA_FAnC51,hVPA_FAnC52,hVPA_FAnC53,hVPA_FAnC54,hVPA_FAnC55,hVPA_FAnC56,hVPA_FAnC57,hVPA_FAnC58,hVPA_FAnC59,hVPA_FAnC60,hVPA_FAnC61,hVPA_FAnC62,hVPA_FAnC63,hVPA_FAnC64,hVPA_FAnC65,hVPA_FAnC66,hVPA_FAnC67,hVPA_FAnC68,hVPA_FAnC69,hVPA_FAnC70,hVPA_FAnC71,hVPA_FAnC72,hVPA_FAnC73,hVPA_FAnC74,hVPA_FAnC75,hVPA_FAnC76,hVPA_FAnC77,hVPA_FAnC78,hVPA_FAnC79,hVPA_FAnC80,hVPA_FAnC81,hVPA_FAnC82,hVPA_FAnC83,hVPA_FAnC84,hVPA_FAnC85,hVPA_FAnC86,hVPA_FAnC87,hVPA_FAnC88,hVPA_FAnC89,hVPA_FAnC90,hVPA_FAnC91,hVPA_FAnC92,hVPA_FAnC93,hVPA_FAnC94,hVPA_FAnC95,hVPA_FAnC96,hVPA_FAnC97,hVPA_FAnC98,hVPA_FAnC99,hVPA_FAnC100,hVPA_FAnC101,hVPA_FAnC102,hVPA_FAnC103,hVPA_FAnC104,hVPA_FAnC105,hVPA_FAnC106,hVPA_FAnC107,hVPA_FAnC108,hVPA_FAnC109,hVPA_FAnC110,hVPA_FAnC111,hVPA_FAnC112,hVPA_FAnC113,hVPA_FAnC114,hVPA_FAnC115,hVPA_FAnC116,hVPA_FAnC117,hVPA_FAnC118,hVPA_FAnC119,hVPA_FAnC120,hVPA_FAnC121,hVPA_FAnC122,hVPA_FAnC123,hVPA_FAnC124,hVPA_FAnC125,hVPA_FAnC126,hVPA_FAnC127,hVPA_FAnC128,hVPA_FAnC129,hVPA_FAnC130,hVPA_FAnC131,hVPA_FAnC132,hVPA_FAnC133,hVPA_FAnC134,hVPA_FAnC135,hVPA_FAnC136,hVPA_FAnC137,hVPA_FAnC138,hVPA_FAnC139,hVPA_FAnC140,hVPA_FAnC141,hVPA_FAnC142,hVPA_FAnC143,hVPA_FAnC144,hVPA_FAnC145,hVPA_FAnC146,hVPA_FAnC147,hVPA_FAnC148,hVPA_FAnC149,hVPA_FAnC150,hVPA_FAnC151,hVPA_FAnC152,hVPA_FAnC153,hVPA_FAnC154,hVPA_FAnC155,hVPA_FAnC156,hVPA_FAnC157,hVPA_FAnC158,hVPA_FAnC159,hVPA_FAnC160,hVPA_FAnC161,hVPA_FAnC162,hVPA_FAnC163,hVPA_FAnC164,hVPA_FAnC165,hVPA_FAnC166,hVPA_FAnC167,hVPA_FAnC168,hVPA_FAnC169,hVPA_FAnC170,hVPA_FAnC171,hVPA_FAnC172,hVPA_FAnC173,hVPA_FAnC174,hVPA_FAnC175
P3_VPA_FA4,neg,cells,sample,vpa,5X,p3,770820.7401,41689.12086,1085889.89,4284732.937,3273625.022,15231.64027,209298.6548,896763.5763,1232241.318,369751.3138,287590.691,2496.090106,10003.30763,21267.09516,116671.5466,65481.63599,797151.0483,53837.54442,651585.3575,597402.1334,887902.6542,197511.1709,10819.26371,6332250.116,129606.3615,45351.9576,82364.3874,1729547.573,1727257.74,59204.7595,43618.58735,598415.2642,3056600.996,59199.73263,41498.65875,1438563.599,90173.88087,5248211.902,107126.4251,259941.1746,4585726.069,35778.60794,153842.206,10246.31854,170163.226,80464.90538,34065.80122,311040.4056,202810.7806,29291.86809,266450.2539,101871.4633,189689.9513,4523.242949,5656.672454,5419.118676,87768.51885,1337299.609,19563.27536,12436.27643,17950.19901,32009.47003,3987.945822,13595.20685,182988.4041,31957.37992,37469.70689,59928.31117,36863.62284,28795.57237,110842.6008,18470.44656,4606.763394,21154.86027,118761.8397,185418.8436,4221.099848,774940.5801,46276.25628,850691.089,12286.60429,202471.7369,6608.352323,41810.32055,18622.35709,60743.13142,40207.91963,36258.51585,9965.840169,23460.97494,9035732.88,3363.865438,13336.57086,118162.6452,45397.5796,306436.8488,269796.8204,31648.04532,1147094.848,2164.172887,5489.183167,98700.91448,32575.08131,6038.005541,131198.5464,7825.135698,338858.2815,11493.8737,2119.292011,3216.44974,17944.30605,383239.8915,11948332.93,10376.79064,39790.1517,76936.26561,76691.57913,56822.60398,39694.00388,168934.7284,4301414.908,9755.220557,7579626.739,8385.009669,8985.657298,40452.75169,203656.3873,12395.0103,2205120.599,49361.16164,102219.453,7972.283718,28123.21973,1583461.868,4077.652871,257266.7804,27010.08379,288148.3721,9543.191913,6445.571156,118814.9325,39572.64171,11373.95688,38306.79319,8227.606985,3211.551787,18632.18814,91355.5618,3372.521824,211817.1745,808660.5975,66371.03845,6395.848649,1014.170428,7290.339134,350856.6739,2700.181372,10779.80663,2234350.731,165600.4848,149959.161,3488.152791,55467.87337,329509.5053,5875.324746,10111.49393,16882.12542,1153835.016,580942.0034,288338.8965,40248.4404,2019.934006,3206.785191,2151.049951,229.9763893
P3_VPA4,neg,cells,sample,vpa,base,p3,532331.1569,35363.44307,1034784.026,3258702.799,3006266.848,756.9378769,154891.5851,806600.6623,1112369.482,188956.4233,231189.4459,594.3106449,11854.57393,21565.86592,21340.68442,40014.9371,727692.6304,35993.83243,512028.8637,288658.7154,616916.1124,173304.889,3879.154901,4756331.046,133451.782,74382.07659,44633.6878,1421685.358,1404604.864,76735.06567,41665.95004,418589.847,2935752.661,55378.07316,19742.82545,950937.4232,152325.7652,2240878.511,100376.5453,203441.8399,4121064.094,2322.522256,111686.4504,7829.100023,363784.0868,54418.74005,6991.736999,157319.391,293166.1055,46573.11685,210545.226,372880.2481,272329.413,5001.937001,5701.561086,10133.7724,58102.79622,999545.1584,16746.63496,30377.75404,13581.37125,15816.21356,1799.964764,11387.31737,170913.8863,6168.603665,13002.52034,71421.72981,1749.564477,30568.08317,92451.05916,7775.155213,2138.112573,11420.94594,92839.16645,158810.6146,6628.119372,552017.9694,23802.9138,577138.9522,8648.041297,141480.4373,2549.766804,64449.67095,18053.24429,85014.84072,27162.77388,22100.62942,6855.247058,2587.062007,6723347.486,1139.71049,13177.45579,125550.4431,47788.74836,221317.8999,121192.8581,22940.57425,1445930.504,637.9364174,2903.729504,61619.52115,18032.72826,6196.862568,124750.4715,10853.00806,255014.9541,13419.20632,807.4011401,1357.683789,6863.028237,164763.9022,10479507.5,2775.719479,25059.23447,68416.77702,105274.1857,12110.7354,78345.23385,117217.501,2071981.311,8772.552171,5868673.527,3674.276981,8191.124286,27009.39331,165894.5762,3819.908469,1001861.685,16394.92396,86742.91621,223.6958466,5810.54813,747830.9565,2137.957212,55774.43344,19065.0253,88592.91684,7712.088947,3391.271974,5331.784716,33229.57329,570.6620665,33006.14907,5453.601487,,11019.39141,31572.87569,104.699663,117642.5609,84811.07971,7604.511084,3995.280829,557.2193688,4331.493013,218503.4148,1948.907864,7343.201155,1671088.52,117115.5056,96556.43851,,43449.5994,136088.8849,3520.12323,6371.489915,2335.118313,278015.078,412714.9994,173485.9135,18601.45769,,3271.140118,105.7733842,
P3_VPA5,neg,cells,sample,vpa,base,p3,797867.8618,46088.51339,1485262.9,5327338.739,3288549.172,16290.76006,212615.509,1104329.156,1526480.028,381317.7279,374540.3095,2428.567277,14617.91306,24034.57804,141313.4608,68389.79784,831116.3206,52055.20114,779177.457,610312.1894,1104160.638,240133.7435,7292.215925,7697204.823,115722.0981,38349.12257,81068.81687,2280011.399,2135245.626,95335.27617,54158.13323,722271.7186,3242429.513,87152.21828,31591.62098,1507620.482,87734.93313,5910618.254,146385.5456,275631.7379,5596371.11,26529.489,180927.6262,11193.19658,158465.2659,97888.37408,48404.02291,331242.1445,187517.4454,24449.2573,123754.6434,120711.9442,232834.1619,4626.366232,8755.354064,6713.166921,97245.62133,1553642.604,20253.15079,39059.88459,17485.95481,37166.84923,4612.269482,20172.5987,215769.6325,21639.05712,48940.92535,46958.81239,25473.9024,34385.79224,130644.3799,16152.22428,5305.078561,24532.23796,147913.0724,236538.7348,5207.567741,906727.8194,46470.58346,1029385.812,14420.53103,227368.468,10538.57052,76923.97939,21714.06235,77242.94883,57077.53417,41256.65581,10387.7593,30607.57538,9451628.603,2439.638101,15090.63415,101470.4845,45645.69789,361644.1705,289923.2568,31749.511,1212246.231,3094.65417,7205.316629,123572.0133,32673.28557,7502.555336,151635.2636,11677.94437,360192.1184,16828.68848,1916.187181,3920.631702,25050.83662,476947.8135,12800529.34,12110.26755,49941.31286,110109.4225,118297.2181,46825.1245,37636.3026,172369.3559,4910928.16,10081.00909,7778921.328,9997.440967,10575.10342,43895.55154,205345.3646,12894.74034,2718751.361,72644.22019,93759.9451,11135.60922,40915.59213,1808976.501,4027.262463,264053.964,22582.42548,391648.395,11605.59303,5482.089937,111495.7589,36404.49509,14170.23727,36321.03676,8096.812798,3076.106936,25849.78136,112470.4232,3698.731818,219403.194,871955.9252,66330.33886,6251.25757,120.3829603,11548.79718,384874.5597,3749.1965,11240.15224,2271552.334,158829.9963,168104.6353,2002.179925,69797.07306,387876.4408,5802.291475,11545.13678,14776.10456,1182352.258,673574.6193,326301.3987,39882.81863,1354.306344,4400.93351,1084.449029,112.9958727
P4_C5,neg,cells,sample,cntrl,base,p4,846886.5167,42945.51514,974040.5048,4567479.897,4706110.49,12956.30677,220694.4059,1024716.622,1447041.651,353549.4186,316479.2633,1543.284244,8358.243208,22294.78524,106875.099,56523.05503,818903.3007,50746.60372,676393.5715,651060.7674,998143.8128,196302.2571,7993.746295,6223834.218,138387.4247,50797.54315,81597.26427,1992868.569,1765070.073,92215.87093,45054.96459,603824.1057,3366955.367,44786.4513,23275.80674,1361933.429,122644.487,3385852.705,116327.8854,265147.9016,5328838.547,27819.22927,161170.8088,10178.94864,191367.7694,82458.24355,34805.0743,293315.2763,132069.0865,32791.16506,315080.4774,123213.2018,242816.3654,5860.42392,7877.54185,7989.440638,86215.5828,1405062.001,21838.21501,17678.13295,15348.15171,31613.54471,2035.396902,13490.76873,232205.364,40228.66061,44670.86978,53135.06004,35264.48817,39641.3469,104919.8696,14446.79054,5773.058199,20016.20616,113418.9689,176706.7418,5011.241582,778004.1292,39921.86099,830980.1545,19862.41236,195433.8439,6145.077171,52393.49947,27826.69747,95121.84246,39376.97857,27917.15527,7857.273596,22218.1484,9105231.319,3579.094291,14735.10417,110126.9283,46326.83065,321338.8723,300159.1082,29659.15953,1287022.953,1871.281254,5975.280025,107600.2215,26640.89612,7732.230125,111023.7318,8696.897015,313294.6258,26388.88162,5816.417947,3295.024185,16369.10258,236435.3758,11156523.28,10736.49507,40908.1034,64377.87152,103187.8316,54858.90348,46247.87781,148823.024,2727156.753,9814.417652,5875229.475,8278.528891,8423.579154,31894.67557,177004.6123,12603.40372,2320180.556,40409.24662,90989.64774,4583.539352,26202.66801,1016896.824,2888.834283,269139.1816,33979.16711,507882.1029,11138.68188,4492.646583,170341.6902,37653.64565,10918.71438,39887.61799,9267.355369,3351.143583,18338.78538,91124.40786,2236.31208,212461.2911,648041.9051,59087.28546,6490.086995,1985.385564,6462.081928,491670.9332,2831.31269,12057.64413,2607615.989,180019.4264,161402.8498,2722.441562,59973.86008,385668.8128,5291.142337,13187.95169,20077.64412,1264272.433,603353.3157,301620.5085,38244.45192,1757.718783,3477.717077,2690.356048,489.303358
P4_C6,neg,cells,sample,cntrl,base,p4,916224.9577,47640.39716,1279786.937,5086344.018,3923882.658,15378.54959,223492.8216,1043987.778,1459943.401,379712.4676,344825.8197,2915.577992,11814.30336,24607.5108,125288.8089,75186.44754,861451.3312,49866.59106,748707.8547,669040.4726,1032399.476,235000.6828,7749.865299,6738767.671,156477.5869,42044.82532,82620.43881,2138813.786,2005559.43,92808.1979,48615.61155,652101.479,3360501.8,92320.36176,33219.33908,1411088.968,96761.12823,5281327.848,133541.0478,266566.7139,5333117.364,25624.90552,169439.2103,10504.50395,170016.5935,87121.49896,40528.59721,289684.0863,246912.4758,27322.47044,273732.901,126609.489,179393.3397,4902.510527,7487.445661,7532.931334,99281.00483,1480797.963,23453.31018,37450.79706,18842.34327,32042.94464,4848.479403,16830.2849,214245.6901,27032.36854,38353.90553,48075.42039,26988.90197,35674.27409,113670.584,12702.80211,6161.585761,19852.36724,168434.2165,201478.04,6681.622692,873741.4541,46799.286,915049.6269,12333.94164,216374.7242,7941.541864,78273.97501,22863.65027,77893.13769,33879.01312,35603.10459,10938.5639,21023.23883,9626248.921,2473.259255,16003.05475,102578.1202,58360.93854,352857.3141,289686.8826,32330.83182,1259599.214,2355.796688,7547.828608,124453.4447,29535.71933,9637.07581,146027.934,10814.27824,311973.664,16884.03484,2097.42909,4491.103436,32600.69399,304429.9171,11308821.32,8700.502162,44503.76575,99740.00082,147903.1836,39486.1822,63756.48615,148842.5088,3286269.544,14116.23977,6723596.68,8966.543965,10281.55892,42298.5634,181800.2957,10798.58762,2551019.393,50915.75424,95972.69856,7760.35954,31375.92748,1342804.945,3504.973357,257755.8943,24531.47528,465237.5072,9435.475317,4345.166879,144328.3607,34829.60446,12519.64931,34551.3585,7547.288462,2298.697078,16628.70096,88741.60288,3285.913367,194588.7221,836486.9178,66073.85513,6412.594799,3739.816965,7523.720611,345119.8941,3232.719131,10738.18467,2120313.096,148085.038,161874.6775,1987.580566,65622.43764,318889.6933,5842.344316,10839.06683,12265.14666,1036935.903,650027.6258,305131.1523,36491.85516,1398.720936,3795.829495,483.2672481,
P4_FA6,neg,cells,sample,cntrl,5X,p4,677395.1186,45675.45864,1243828.703,4624436.662,3318170.67,14432.33897,236108.178,1037102.897,1400280.529,377031.1833,316007.494,3361.440561,12027.93772,23009.25517,125132.4552,75805.4458,796699.4891,53092.14784,688347.7691,537803.2102,947976.1256,232138.306,10972.8142,6755241.829,150207.0167,43262.19842,79322.03842,1908354.686,1814443.638,89511.68681,46848.73773,651636.2536,3115393.984,67160.13075,30273.32185,1364850.876,98334.54954,4616758.63,122532.4737,278894.5548,5294715.048,28751.21574,159365.7888,12124.00093,163208.8349,85771.54866,35623.39257,323333.4481,232905.2247,29662.46908,244373.4017,115022.4135,219329.6343,5018.443384,7829.935821,6992.30264,102443.3092,1407609.131,21469.80751,20083.46256,15488.92373,31994.5626,2719.477097,16648.9587,181991.0646,21752.43211,38470.85973,53147.59597,32076.02995,36093.27363,113782.5091,13478.95158,5688.061258,23228.45844,171629.2507,191416.6479,5719.803166,814420.7981,45654.33518,902525.166,20537.87235,219944.4428,6649.660998,57211.77342,19859.43823,88225.70488,42565.98725,37054.61263,9556.861958,25108.66716,9520461.557,3179.182068,15785.89637,115593.2481,48853.66369,345643.219,280927.2038,35168.41824,1262635.628,3168.790131,7260.159751,97435.72063,33048.12325,9083.473582,147643.471,9686.856946,313347.2168,15613.3557,3253.151645,5230.766545,31152.33647,317933.9517,12223704.59,9408.053419,44198.00717,80628.01415,129522.034,47840.7345,61862.95232,168675.4016,3798722.831,12382.51302,7538702.994,7362.761201,10667.53281,47727.74721,205581.6977,12782.41638,2281997.424,48676.17492,95690.30308,7899.029544,34118.66623,1156085.994,3692.383781,268823.644,22788.46179,547637.3574,20080.39931,6292.754393,172649.5289,39071.54194,13317.19523,34941.88106,9184.06422,3797.430827,22584.89469,95603.57069,3282.696924,232454.6986,835849.6816,68375.04287,7072.312187,4634.85366,15703.27193,371050.6774,3476.164444,11215.03202,2505550.896,186543.0551,157685.5666,3353.446355,63027.88309,335911.3802,6681.720214,10529.49492,11000.7838,1145338.612,656218.6427,306859.8015,42976.19496,1025.036949,4422.958566,978.4511335,415.8068729
P4_VPA_FA5,neg,cells,sample,vpa,5X,p4,969181.3154,50485.64867,1141478.655,4739876.856,5075090.139,10877.55428,218693.6046,1143379.007,1458494.979,212729.9199,307622.7928,2790.795938,10213.64879,34887.1835,102663.9546,62227.96662,825136.9962,50347.43237,746479.7452,761639.205,1023087.57,233030.8657,10262.8782,5856097.377,165531.7679,57535.07883,58666.90043,2214026.752,2039881.419,79028.39593,48856.1547,797179.883,3459219.85,31769.74113,26872.50432,1176022.182,203438.6937,3966207.549,110217.4572,208807.3863,6102206.35,40792.49119,205102.3237,9979.184071,212784.896,68647.59109,43914.38354,294754.5824,131428.196,37087.20965,395730.3371,124471.3699,215175.3629,5932.845614,9658.634113,8039.377963,74396.70587,1493551.352,29414.2754,13623.28941,28815.95347,24983.83118,3746.607259,12116.73985,295177.941,25385.12201,15173.20084,55502.10073,39907.08634,31636.55493,107169.0618,20178.95429,4514.74728,22116.5055,209232.712,123553.3689,15478.4448,847202.2636,34258.69005,379430.1192,21352.1256,186829.1705,8920.741979,39923.9402,21676.18244,90560.42197,31490.60893,29302.63736,8053.526854,29906.3387,9473420.324,2511.2898,16748.30705,112701.454,38816.52699,379843.8321,216454.3135,28332.35601,1184187.728,2332.890941,5096.349913,129865.0915,24980.67751,8078.054112,140484.9252,10058.59703,300149.139,26363.18733,3075.345629,3594.861407,26243.09214,405742.1035,10555751.78,3413.297802,56088.56962,91256.49871,111654.0372,75204.27349,56628.17987,135779.6833,4646836.354,13225.18346,6041553.215,8463.9169,8648.37019,38374.85616,173148.1619,18798.14195,2650834.048,46655.39847,84854.89866,8703.891614,28251.398,2362985.871,2844.655201,230401.8276,19794.18665,507133.1872,21275.89462,4261.177389,146201.8985,38127.96512,11946.0948,37131.2044,7056.396384,4710.138496,20631.10798,93207.94642,2594.302652,223456.8867,774291.5711,65884.01642,5724.186897,784.2159933,9187.135489,456318.1842,5879.472781,13747.78901,2467054.482,184120.4118,162403.7119,1929.080597,59731.30766,308217.008,7113.552408,15745.03956,15357.97515,1226873.168,713407.9068,310506.3245,33098.83009,2456.480285,4059.532724,2469.697594,133.6245708
P4_VPA_FA6,neg,cells,sample,vpa,5X,p4,700469.9678,33378.29778,1333016.122,4886759.581,1284260.989,16069.95924,213125.7698,1224984.964,1449177.757,254183.6556,343443.4793,2354.364026,10469.7304,18389.10389,124981.9217,100051.5292,760238.6805,55122.70126,691664.7694,457738.5872,1100053.325,296117.3475,10969.52834,6052105.248,98142.0846,39781.34502,70203.81452,1719850.167,1795602.345,71111.27901,47532.29839,994113.1767,2883726.361,34990.24575,30524.73336,1234570.059,101898.0234,5502841.273,110876.407,226411.082,6219744.51,53097.81964,179597.7006,9248.323941,128675.0375,71011.8144,42208.60309,302924.3595,205577.0886,27944.45843,173355.2299,108129.1589,173246.1392,3856.32065,9557.621288,5758.272054,90758.64622,1358822.372,17617.16894,8290.542396,20950.80583,20197.76979,2014.950912,12053.88872,162363.3309,21893.69696,10312.24528,48169.01762,36762.86866,36940.39089,110757.69,29976.80601,4359.263205,20241.81937,204449.434,131153.258,5771.672575,826634.0618,37320.48703,370673.1481,16304.39172,209054.9198,11092.91264,28735.85627,14575.99072,78458.33307,49844.45707,29562.42045,9406.171395,15466.33092,10378838.28,1718.121153,16922.77956,112449.5001,39702.53194,346046.7741,272550.1413,30101.0144,1262172.105,1356.082791,4072.409224,133262.144,25424.98336,6672.580484,140057.9009,10100.67043,294344.7886,8579.561289,1870.637179,4494.489907,17564.00993,338872.6813,9872218.928,1876.65042,73337.21849,79764.00784,77878.47011,74677.63664,37662.02552,144467.8888,4003381.778,8406.583876,5632279.341,8873.581114,6428.508061,34259.17737,178707.8866,20107.93399,3270578.966,47607.69672,82798.85263,5595.434123,18897.2218,1894627.825,3870.50821,260849.6033,21089.08456,351663.7989,8732.353085,5094.239855,115683.1141,38246.87275,7627.612456,37829.53341,6351.74801,3336.519275,24489.36654,98063.65246,3496.451537,233898.7786,736402.3379,64383.25908,5713.602601,2821.799983,12819.3756,539089.4072,5593.676202,13847.23037,2846364.718,227074.6337,162698.9257,1819.697344,67144.35654,360045.5788,7833.101465,11225.85142,18746.5119,1399506.11,748325.5273,316605.1749,42167.07863,2882.069435,5346.305014,1805.712464,748.5585285
solv2,neg,cells,solv,solv,solv,solv,2325.059427,2162.461155,257.3237903,700.3744748,45373.01351,,426.2843356,440.3372319,10929.07291,499.1295284,,108.5788057,,567.4174016,253.6182519,108.6011087,14136.30226,2252.697854,981.5325092,34699.76786,235.0356667,1652.271837,1407.642026,104.9117737,10621.61416,8019.506471,332.233288,1494.888026,3008.137419,21754.32449,3448.948174,3094.829125,8378.816153,756.5746347,1646.861208,6203.827768,11292.86426,10700.3189,2229.628513,827.9140812,1420.172206,3137.685808,108.4757894,225.862009,1486.807316,269.5375383,,132.0720088,660.7817293,2222.3381,122.950343,237.8687288,13501.0849,,826.0132422,162.5798208,4867.57695,163.9346464,,10459.08638,,,145.2578692,539.3686101,103.2899455,1305.36092,317.2841649,11336.53487,,233.5437945,1538.674972,,,,852.484196,1189.571771,213.1524858,,207.2976435,4930.644843,,703.1914469,,1011.349886,496.8257031,626.0125364,14560.59046,1180.170077,107.9833634,409.0210801,8264.240986,264.8235861,511.1785855,11815.19125,,967.4737138,,974.0156238,125.0691589,143.89231,,277.3283972,656.1246138,230.6816363,176.0551273,358.9273478,13974.24525,230.2938178,104.9725,106.4020987,,6405.098751,168862.0688,,,,,167.476682,,13345.64614,11493.8702,108.635907,181044.8052,,,1896.747692,5117.176493,318.9635666,,125.3111071,8508.077013,,127.9769103,1873.462222,,,599.3377029,276.1031172,2768.908634,653.0157945,,6107.632701,,559.4797807,,,,121.894408,,,,,,,,,,,,,,,,,,,,,,,,,,,
solv3,neg,cells,solv,solv,solv,solv,2484.658778,1950.401194,395.3923116,127.4058967,39828.56559,,328.9594178,758.8575629,11060.36094,130.276117,217.6348749,,,480.8843368,244.8056181,131.9346832,9965.566649,1658.865634,1140.703185,34595.04312,931.6648556,1672.791024,865.9944339,106.3070641,11033.36416,8618.910295,224.594377,1482.95314,1629.966648,26894.98144,3098.576755,3840.222605,5489.567688,609.4397994,2400.428939,6122.966511,9678.187563,11560.14434,2265.277603,513.7223041,1512.782733,3997.084258,,331.8400305,973.4131167,352.4520129,,221.8239891,214.5196282,1175.680917,,486.1565631,15047.11689,,249.3948461,330.5271498,3994.31307,347.7014631,233.8520628,10384.11701,358.1577395,120.0565139,111.8646316,338.574583,,1227.802748,503.2431875,11449.37383,,381.8606509,1139.808032,122.7603954,564.9570034,147.9811837,678.3451547,966.0592422,259.5659867,,716.7056657,5002.557017,118.558829,353.3262672,145.1702358,508.6812308,174.0614034,452.3099135,16579.75928,1371.915124,,130.4513976,3577.867871,166.6944895,568.787303,13746.95189,255.82149,973.4440004,51.32635621,1026.129659,,174.5921806,103.1703606,950.6458185,906.1092088,139.4776171,127.7421803,111.2706527,16115.91137,,,105.6248235,,6040.778726,191330.9605,,228.0572867,111.2134039,58.48065688,111.2339252,51.1018662,13308.11739,9561.8952,268.6568259,189411.1253,,,2518.031533,6090.95948,222.5810339,,151.102978,6941.790202,,,2855.665206,,,1379.824539,225.2035062,3512.427759,,,6313.257258,,488.646662,,,,120.8609811,,100.878897,,,,,,111.1825504,,,,,,,,,,,,,,,,,,,
solv4,neg,cells,solv,solv,solv,solv,4573.766423,4240.835877,10939.16702,10552.22393,52154.19865,124.5149826,720.256426,605.3668301,1551.052156,581.0487279,461.333947,142.2322105,,610.4084884,1896.642273,648.9921509,12850.0511,5636.12528,8081.773781,43084.63959,348.0540934,1681.732023,2849.229326,369.997687,16981.16605,10317.62942,862.6768056,13444.51488,22687.15041,62826.76254,5960.500651,2438.058092,39022.8149,8864.70658,4311.326035,10084.7996,13105.9226,13529.84071,3574.920132,348.5332473,2024.15637,3656.862813,,851.069695,855.1971455,1071.714184,,796.1663873,564.5976852,3674.088888,369.260721,1772.805523,23822.10566,,820.3392568,479.5595949,5607.40001,847.8829094,339.6674038,10148.01699,217.6535845,107.0724375,349.7480671,328.6750193,106.7306102,837.1486493,123.6737054,14117.66998,190.6463712,1654.931262,2614.890772,211.9171909,470.7258521,215.1399336,1027.22703,1328.537186,127.5829701,,854.9593071,2949.044146,119.658778,6024.278355,115.6226408,359.320749,370.4724435,1813.312095,16699.90417,3861.679404,214.256706,225.9582204,145441.7729,136.6019036,371.3233389,20481.37051,516.3073887,2153.752255,591.6111113,3027.536563,119.4763626,,99.54975304,665.9170025,2576.41637,223.6314045,123.6554788,234.9693426,24991.51876,,170.5129829,263.5322238,,6758.451626,386853.3909,,155.388465,1103.503956,292.0843179,209.3162778,111.4614453,16330.96357,15738.19175,,470151.5882,,,6440.398738,11625.91328,,1567.132233,,13445.62079,,330.1066924,8589.021055,,,3290.196645,12119.08852,2947.253575,596.323772,2229.576499,5490.747585,,1653.82804,,,109.8889715,801.7423735,107.5759715,9753.506992,6162.900505,105.4934114,130.4160693,,,820.7493604,101.1517188,,33891.6187,2024.810927,335.9893951,,,,,,,235.2424377,478.4735654,695.5323589,205.2024505,,101.0209292,,
