Samples,Mode,Type,Group,VPA,FA,Plate,VPA_FAnC1,VPA_FAnC2,VPA_FAnC3,VPA_FAnC4,VPA_FAnC5,VPA_FAnC6,VPA_FAnC7,VPA_FAnC8,VPA_FAnC9,VPA_FAnC10,VPA_FAnC11,VPA_FAnC12,VPA_FAnC13,VPA_FAnC14,VPA_FAnC15,VPA_FAnC16,VPA_FAnC17,VPA_FAnC18,VPA_FAnC19,VPA_FAnC20,VPA_FAnC21,VPA_FAnC22,VPA_FAnC23,VPA_FAnC24,VPA_FAnC25,VPA_FAnC26,VPA_FAnC27,VPA_FAnC28,VPA_FAnC29,VPA_FAnC30,VPA_FAnC31,VPA_FAnC32,VPA_FAnC33,VPA_FAnC34,VPA_FAnC35,VPA_FAnC36,VPA_FAnC37,VPA_FAnC38,VPA_FAnC39,VPA_FAnC40,VPA_FAnC41,VPA_FAnC42,VPA_FAnC43,VPA_FAnC44,VPA_FAnC45,VPA_FAnC46,VPA_FAnC47,VPA_FAnC48,VPA_FAnC49,VPA_FAnC50,VPA_FAnC51,VPA_FAnC52,VPA_FAnC53,VPA_FAnC54,VPA_FAnC55,VPA_FAnC56,VPA_FAnC57,VPA_FAnC58,VPA_FAnC59,VPA_FAnC60,VPA_FAnC61,VPA_FAnC62,VPA_FAnC63,VPA_FAnC64,VPA_FAnC65,VPA_FAnC66,VPA_FAnC67,VPA_FAnC68,VPA_FAnC69,VPA_FAnC70,VPA_FAnC71,VPA_FAnC72,VPA_FAnC73,VPA_FAnC74,VPA_FAnC75,VPA_FAnC76,VPA_FAnC77,VPA_FAnC78,VPA_FAnC79,VPA_FAnC80,VPA_FAnC81,VPA_FAnC82,VPA_FAnC83,VPA_FAnC84,VPA_FAnC85,VPA_FAnC86,VPA_FAnC87,VPA_FAnC88,VPA_FAnC89,VPA_FAnC90,VPA_FAnC91,VPA_FAnC92,VPA_FAnC93,VPA_FAnC94,VPA_FAnC95,VPA_FAnC96,VPA_FAnC97,VPA_FAnC98,VPA_FAnC99,VPA_FAnC100,VPA_FAnC101,VPA_FAnC102,VPA_FAnC103,VPA_FAnC104,VPA_FAnC105,VPA_FAnC106,VPA_FAnC107,VPA_FAnC108,VPA_FAnC109,VPA_FAnC110,VPA_FAnC111,VPA_FAnC112,VPA_FAnC113,VPA_FAnC114,VPA_FAnC115,VPA_FAnC116,VPA_FAnC117,VPA_FAnC118,VPA_FAnC119,VPA_FAnC120,VPA_FAnC121,VPA_FAnC122,VPA_FAnC123,VPA_FAnC124,VPA_FAnC125,VPA_FAnC126,VPA_FAnC127,VPA_FAnC128,VPA_FAnC129,VPA_FAnC130,VPA_FAnC131,VPA_FAnC132,VPA_FAnC133,VPA_FAnC134,VPA_FAnC135,VPA_FAnC136,VPA_FAnC137,VPA_FAnC138,VPA_FAnC139,VPA_FAnC140,VPA_FAnC141,VPA_FAnC142,VPA_FAnC143,VPA_FAnC144,VPA_FAnC145,VPA_FAnC146,VPA_FAnC147,VPA_FAnC148,VPA_FAnC149,VPA_FAnC150,VPA_FAnC151,VPA_FAnC152,VPA_FAnC153,VPA_FAnC154,VPA_FAnC155,VPA_FAnC156,VPA_FAnC157,VPA_FAnC158,VPA_FAnC159,VPA_FAnC160,VPA_FAnC161,VPA_FAnC162,VPA_FAnC163,VPA_FAnC164,VPA_FAnC165,VPA_FAnC166,VPA_FAnC167,VPA_FAnC168,VPA_FAnC169,VPA_FAnC170,VPA_FAnC171,VPA_FAnC172,VPA_FAnC173,VPA_FAnC174,VPA_FAnC175,VPA_FAnC176,VPA_FAnC177,VPA_FAnC178
T1_E2_VFA1,neg,cells,empty,vpa,fa,e2,14956.29809,79965.4088,,31225.15604,72924.01643,137681.686,34627.59033,910436.527,33785.63401,,23332.60048,6411.346542,26410.88572,88720.86555,19207.45286,298.7714676,17009.38775,45434.90812,45128.74403,44187.40313,68305.06324,22939.2616,22925.61934,206497.7499,26415.41441,95009.55704,145177.2826,12536.5301,2802.226842,23103.34842,8780.240538,3072873.701,18734.55208,19123.79031,6321.778789,25523.0883,297732.801,310583.8239,22532.90739,33914.91794,13892.91102,11904.93509,151152.7058,350622.3235,7752.693035,140569.3461,96100.42255,12773.07584,2265.83574,280991.3227,13332.08261,1065730.695,26143.05885,15145.06037,149880.1176,7541.877455,56557.49396,30846.41707,1125.296511,93219.17419,7005.541222,5420.278963,77.99069779,3000.35983,14733.87113,177185.6849,5405.105392,10284.98074,,1513.785757,161282.3223,,3144.62658,,,4604.522444,10426.44394,10031.50596,44312.71734,130459.6186,20393.69708,17889.66817,188999.8304,145124.2855,13092.22368,61312.77337,,12233.2118,543095.718,9264.174777,7701.630402,15874.88774,39005.52909,10650.06028,44759.44671,1649.561302,,19194.06342,6065.24942,221599.9714,11635.29856,,8167.293999,64680.82619,58452.48683,17922.8378,13551.33157,39380.4543,30531.19319,16181.73672,3240159.369,46214.97421,,,80.20879246,54163.31579,7975.080929,43271.62014,3496.715129,2154.018959,11441.32217,101177.9379,31541.60255,4101131.33,730.9816246,284797.1628,24121.88442,199150.056,16985.10974,347.061151,41768.53027,69741.05995,6177.596045,42340.96045,9460.7971,12901.71144,8739.31553,7512.30778,,,15444.04322,16503.73329,41993.6361,1098.041485,8497.017057,3976.986173,,,3888.076621,128781.1333,,,14202.36922,,4204.469218,,,,1632.768516,6532.563369,,,198.5699564,,71.4825916,,,74.20866486,1780.685304,2597.123422,,1807.180865,,,,,,
T1_E2_VFA2,neg,cells,empty,vpa,fa,e2,20882.6555,123868.1457,,36372.85443,219853.3317,296650.6355,38225.67627,1871680.059,27329.15718,,69095.97783,20336.2548,24714.6573,204620.7339,24945.33069,239.3812698,40958.65565,208039.0573,58707.89073,65599.97528,188677.3432,55695.03374,32348.86222,301552.7971,19999.19083,420469.6901,404014.233,14686.84336,8299.999635,228707.0697,26055.50884,14486231.16,30764.56507,46752.16269,15193.76366,28667.40382,394440.854,436289.235,39973.21628,104545.486,28610.21588,29511.98861,397050.537,971813.63,253499.8443,210356.9743,150936.421,18661.32644,842.5451518,902953.7708,83284.64845,3022375.526,241149.7048,15742.65402,489811.7079,16440.94266,90040.68349,44769.23423,8099.11674,323109.6517,4393.939124,4063.317536,77.31414783,14842.88013,17464.81797,494707.9357,9238.725032,20865.82609,343.8833717,1196.512958,182364.9888,,117.8357978,,,65055.55493,74343.19094,69641.86068,84071.7511,668874.5717,12038.47615,131048.0976,88819.32818,198248.9338,34341.75326,168231.0842,,17350.67615,4905565.685,27049.0823,16298.62706,13001.59821,26070.24812,27831.53067,50064.60657,4702.65225,,9885.550405,16471.68201,1756143.452,20810.94478,,5262.579239,51315.11569,35317.06007,7603.866796,7357.531189,18325.12315,90044.34694,6684.704496,1204428.302,266192.7538,,70072.30716,460.8902176,30593.92206,3671.328087,16896.94731,2617.068781,9679.238146,4598.251484,31343.74198,56286.78048,950221.2932,2639.539332,159495.2421,10502.36897,90809.14325,9384.794837,2212.096208,23205.74007,348684.1148,1981.324959,15801.00945,12266.08023,8184.815585,4380.428668,20534.54077,87.06374834,,3161.190623,7655.69533,6305.676709,1828.047887,5297.290415,1896.530663,,226.9559398,1802.19379,460708.6764,,161.9458022,6932.650227,,2029.186121,,,,9713.524787,4734.615145,,331.7284133,580.1133221,74.78650159,162.0757588,,161.1199747,,1336.608011,1535.668079,,386.0291291,559.0228984,,,,,
T1_E2_VFA3,neg,cells,empty,vpa,fa,e2,18346.63571,67364.29677,,52283.49086,57398.07997,118229.8836,26112.84297,1033072.301,38598.65003,109.1882435,21062.89417,6272.254831,31503.93691,69157.01355,19789.88969,145.3581553,13641.80511,34751.0938,43600.79506,35086.35813,66653.22175,11677.9296,21911.25821,157297.4748,32101.923,101543.9476,118977.2122,9533.773919,1558.989798,17061.69747,9713.374034,2364879.35,17371.47154,19801.27145,13927.16001,21178.04096,220451.4546,220833.8257,23071.62824,34200.4805,17210.49056,5782.094913,155284.7811,354886.5161,5575.199898,207199.0878,99250.86587,12968.51136,1643.717114,53965.29997,11995.73003,819155.0238,22003.58838,16324.07051,130480.3204,7553.650392,40801.29999,34971.42241,406.6327035,60345.25692,9551.162862,3092.046402,,2104.691495,14338.66119,116727.8058,5564.861452,11723.81535,,2896.810476,116287.5462,,2804.244251,,,,9817.53068,8277.411754,44463.23797,159939.5594,36770.56881,16899.93134,256763.0844,103569.4733,11811.65028,53323.40302,,12341.03829,405165.8601,7622.471906,6315.146129,10452.92357,20687.53445,8714.081336,35266.19991,933.6581841,,13489.0161,5689.307952,171161.2633,11181.06216,,6313.202795,49970.99066,30982.18921,10722.15155,14092.45736,25977.76104,20627.90728,11133.7587,2088999.86,34348.23962,,,129.7713524,55182.56795,6448.581218,35541.92594,2289.214234,1092.073774,7906.072624,46782.20756,20440.97586,2433023.107,725.0472445,238151.4473,16759.39485,132415.852,10412.9974,287.4892805,18951.16842,60050.95623,4428.580425,31812.95285,7440.522273,8982.169873,7420.40049,7527.310543,,,13027.05301,11203.89224,66328.22584,1069.151644,8786.245078,1984.343281,,97.89558394,,127077.1004,,,28517.22079,,2788.029436,,,,114.8044812,,,,,,,,,,124.0326397,332.6614825,,875.5366357,,,,,,
T1_P1_C1,neg,cells,sample,cntrl,cntrl,p1,36467.01449,1385273.786,7657.375025,177119.7102,20271.06708,3143114.15,1298010.707,8213076.549,62494.76228,53838.44985,1682205.29,13444.40895,81641.18633,1789448.004,1542863.966,144662.9813,346030.16,712784.3424,172189.5614,299408.17,1217031.153,42585.32958,139647.0048,812849.5168,107950.7217,274909.0222,2277712.18,44139.05281,197811.2403,8770952.945,12484.66019,9744847.552,159492.718,312254.3654,77188.00526,1042959.768,1027982.179,1150817.808,66857.39585,60631.98666,23958.67305,8573.891354,2574320.901,6636572.041,55815.11,2437946.001,83245.01203,11519.60345,3138.370425,39016.80806,770583.614,4229338.525,78716.97614,185749.0114,11872079.76,56719.65362,138834.7993,73871.01045,4964.192673,128968.9154,45368.40177,88514.47832,2062.227938,29717.51502,181291.3675,440766.5578,20728.15969,6485.851887,5915.740343,37216.02993,1497783.345,15811.57782,32730.6487,60470.69655,11009.79847,158933.0777,180624.9056,31091.3827,3081650.943,15980.77486,28380.78018,155834.9564,92788.49465,1331279.65,42392.67877,2722725.565,18149.48828,94005.65932,14954141.65,34441.36637,36316.76229,14105.69984,30632.77357,17645.816,267118.668,23060.2476,24490.99061,11299.00905,18919.12379,2490594.627,39688.77444,17976.50354,7069.926779,181765.9621,40698.7699,19194.91542,96393.00737,37404.58856,115742.082,34712.0858,2127749.55,725065.7827,24712.88119,133750.138,3774.721403,1555625.341,13221.80058,29145.19476,14137.06448,2086075.043,56340.95987,387628.7541,179222.2985,1787320.447,86635.6283,220918.224,13693.75697,152082.7852,230550.4469,81112.81482,5485249.706,535981.3601,12349.61596,25831.12482,155993.8193,167192.9736,83596.68173,389150.9358,127290.0465,9098.9046,147327.9852,21122.99594,32412.06762,8038.794429,14164.54324,18689.59271,29841.61714,83458.37471,432882.8017,4336.435089,37776.60693,818.0500991,61747.53794,8882.599747,108447.5343,5814.873148,21632.9211,86938.96365,2771.021004,482754.3559,25920.6568,2722.132235,249410.9487,844311.8355,207575.192,170462.2471,1636.78915,14512.95653,8569239.433,10303759.61,14104.69983,281959.2602,44077.73533,1713.583583,3259.494235,12261.90697,7547.456264,4508.007818
T1_P1_C2,neg,cells,sample,cntrl,cntrl,p1,42305.11161,1365013.078,6439.072162,131026.6986,21412.30403,2988772.01,1238231.079,10197501.04,94547.2033,52816.71951,1711475.185,10976.60582,74292.68302,1715947.33,1423804.286,143953.8601,243601.7688,777441.3535,162902.569,272896.225,1231998.301,36345.86391,146931.186,750428.0485,97771.3041,290343.4455,2103880.493,32606.80542,142471.7055,8162141.323,10700.29934,9318438.074,185616.6477,301443.0178,73715.24471,993331.0971,1013326.514,1089783.787,60661.83443,58221.73879,24638.70617,15224.62928,2141190.016,6723191.473,51853.57519,2104761.038,72645.09443,11779.02239,2757.150126,33191.24255,865213.8338,3680230.516,71484.13848,170180.0247,12060750.81,50115.63632,118548.6291,73108.28866,5205.21502,125387.3071,38874.31486,78665.20774,2098.648131,27550.65035,106770.1337,387618.6797,20851.58374,5260.600903,5154.526434,31661.58441,1363581.708,15100.09379,31475.05888,55512.4837,11070.68918,141847.4787,139960.3826,27583.6303,2758481.94,15862.6327,31290.31731,138356.7191,68973.96238,1232203.135,37822.38466,2328063.829,14597.84145,86648.04027,13646699.25,40179.29466,35978.69877,14211.24838,31388.64961,18724.44503,261851.1069,21069.04096,22636.61515,17613.62335,23150.73405,2382819.829,41201.02502,16429.19579,8520.561766,178161.1103,44749.51359,19947.04742,81379.51475,38644.15827,101478.8985,28961.71187,2207663.286,658423.4087,22719.04778,123866.1365,3975.219933,1541385.557,11023.60545,42009.24967,17406.06503,1777476.367,44856.90976,296216.7487,173396.5304,2082020.487,72933.72599,199979.9636,11701.99494,158226.042,163296.3081,57656.28968,4982211.019,456053.85,11145.31965,30601.54525,157114.2835,123768.3973,64184.44285,348988.0834,113759.9161,8545.684453,101731.6327,18352.60643,109894.7729,9069.617658,21669.72558,20737.71678,23788.24983,71429.41666,368193.4651,3570.361924,30091.15251,293.4110934,65072.80159,7030.601988,88650.77251,4551.979287,18175.80214,72443.90177,2075.810155,402197.0439,20722.4847,2801.436487,236076.7374,828917.2451,220387.171,141565.6686,1515.507235,14505.39723,8191320.144,10069190.38,14301.09769,267428.6701,43157.27893,573.5732213,3163.110178,10842.67591,6317.359485,3230.701951
T1_P1_FA1,neg,cells,sample,cntrl,fa,p1,32897.13475,1452380.575,6741.901241,148341.0368,15884.62982,3004115.5,1107194.487,6095739.554,62761.56994,48491.17407,1425899.409,12065.02154,74871.55974,1197715.105,1318029.546,130589.4348,310532.5451,638942.9147,171401.7187,255874.6294,1092557.96,34738.2803,142090.9424,664364.8636,102015.122,282218.3959,1922058.966,45522.8733,100216.0602,7945271.551,12389.30869,8294409.219,123712.6845,283779.4365,68245.23782,885988.7831,977998.2206,882541.9207,64168.75309,57431.95316,22937.79018,13890.46684,2346917.918,5891823.11,57460.54379,2250939.745,85876.4036,12026.05851,3027.432109,33943.61874,619262.2488,4198712.731,72648.25742,180978.4042,11410177.02,45605.12931,112569.6183,68651.06221,4572.6821,106604.2673,40094.31335,75836.04799,1817.329078,24356.12178,155311.0712,400573.2719,19355.11724,6708.135709,4853.903358,44181.4705,1236244.539,15752.6086,28535.95374,51257.14767,7880.432571,155092.3517,162455.683,26959.5992,2801070.182,20404.32165,23572.98494,133402.7012,96692.07879,1147875.413,40046.4624,2318894.326,16168.10549,79546.6507,14815819.67,27399.29659,28297.11663,14557.7756,33778.47692,10373.85863,221569.6849,25269.62139,46426.21151,16357.14318,11751.88809,2246650.855,34664.80409,13234.03081,7660.456291,159668.7601,45003.57,20757.45867,80704.72434,37716.49664,77505.84625,24716.13806,2395649.623,552815.0937,18972.2855,98040.83246,3708.659011,1034355.887,11540.55935,33713.27679,17338.01164,1179558.024,38674.10855,281497.894,118327.4368,2335812.841,76918.96512,234438.3595,13467.70212,158462.9211,147270.5912,51597.94207,5282000.659,414166.7807,11820.24751,26475.80047,115682.4791,116871.9963,64628.98861,387026.1372,91216.42641,6024.964656,109386.673,19246.14468,15205.10577,8124.669568,10540.00067,17651.84654,26813.86596,67715.51885,372942.8742,14264.69494,32937.85228,1838.810156,58273.30471,6617.012097,85043.6392,5476.895117,21173.76269,78229.41497,1734.590497,460904.2297,22878.2336,3892.165945,253742.5792,856164.1854,326869.04,174029.3724,1569.751805,10971.23916,8272216.924,10764786.28,14939.3357,274904.6516,33586.85288,2033.488266,3260.52079,9084.287751,5009.640612,3831.484605
T1_P1_V1,neg,cells,sample,vpa,cntrl,p1,39402.9234,1481143.272,7267.09995,148624.4163,16821.22527,3338912.539,1213277.003,4284034.122,65922.32607,53651.12285,2070789.177,8476.175243,64750.98656,2099680.196,1107383.117,142319.4487,192398.5408,942765.0324,166278.6297,486532.6107,1329048.5,40752.27861,149620.8302,967701.4022,94622.83588,223065.6267,2887386.778,23386.64515,128882.135,8430329.333,12408.89874,9588242.544,187638.7343,396055.4117,70545.76658,976798.3184,1243921.101,1337745.535,65841.35435,51754.96377,21679.6715,16032.83956,3316195.86,7135700.41,42770.44988,2287610.851,79991.99845,10896.31326,3803.224967,63090.81304,1000533.422,4377713.873,71949.53455,149314.5484,13648096.44,55018.29066,176782.0222,72624.30198,4517.484699,133291.9261,38575.10487,91638.17595,2681.153357,36318.43162,93237.33215,505925.425,34498.07625,5439.106265,3141.933546,33608.44843,1653605.996,16828.73694,43492.07932,50515.91684,24941.53618,153852.4161,160603.8949,36621.46995,4128838.589,15598.31549,36059.38539,121835.4474,98555.63626,1453354.609,34341.86312,1014891.114,18105.46072,114394.6437,14252615.85,84311.93023,25533.14858,13847.19904,32340.05894,7491.410478,317048.8673,29450.4901,36020.38846,17109.85786,62529.65305,2717042.868,32187.02803,25552.78474,6694.055581,202835.0263,60963.59373,20406.78413,46370.51119,37693.63429,80844.92205,36986.34427,2889579.86,664177.9344,39458.67295,169630.6823,4729.277103,911024.0331,15137.76409,40473.00774,10276.64165,2264003.145,64641.9573,371902.6432,100049.219,3085861.202,57262.92696,265338.0687,17594.83728,203787.7982,255556.6578,92359.09059,6567252.136,417005.2204,13246.83529,41748.97424,83105.63921,192404.8314,91633.5245,278959.134,84162.99189,5594.890715,151434.9099,21007.30307,16489.05781,6866.657945,8488.001807,13337.63209,34899.21072,93790.88534,469349.7676,4342.084684,42037.38793,1007.418027,48325.06702,9747.926408,122536.0904,8930.154936,34098.6887,131932.6859,4160.177894,672459.2612,36481.09826,3375.043454,250819.6525,1195875.877,293002.3139,225055.2218,5335.606481,21459.51968,9437190.757,10162095.94,19249.25283,297609.3661,36524.12394,2248.150781,3589.851443,13327.06948,7709.590653,4042.961538
T1_P1_V2,neg,cells,sample,vpa,cntrl,p1,27581.00567,1281046.843,6250.352237,110426.8034,15923.1079,3042302.841,1064419.983,2183347.949,48998.31719,46073.46348,1723552.016,7214.554318,58720.5454,1751972.085,923649.6052,120661.2984,285084.3451,566905.8598,131105.3127,441821.4512,1072685.855,30771.09333,123831.9795,789469.0132,94043.34171,176947.8635,2384531.609,29840.26047,110358.3726,7482422.145,13554.94363,8556005.686,91595.8983,362859.8223,55437.11393,845497.953,1140901.294,993557.4844,62189.57384,43906.60316,21067.57579,17012.56477,3397124.937,5820098.228,59771.22309,1908224.57,71500.28862,10562.82627,7379.342724,52159.08512,680092.8404,4517378.48,75326.74012,122925.3455,12111859.24,40497.22461,141462.8971,65375.6052,3893.349652,76781.61702,36911.20713,96029.59395,2402.442246,28761.09188,152843.9735,409303.9414,28668.53061,5600.411833,3866.804991,32826.88302,1333765.667,14886.08119,36408.28705,28735.77036,13139.72474,151035.4671,150011.7999,30137.03732,3655737.179,34731.8065,21645.12388,103958.9594,86351.02731,1200847.432,34660.87365,837062.8259,15921.72335,89184.37511,14221076.2,38873.29449,21006.90719,12310.74457,31431.44367,11437.41852,253156.3752,27624.62275,33754.15856,17071.74946,21616.11873,2398681.099,24489.8796,21418.71418,7404.102816,173409.0854,35126.78218,18715.64719,39649.54229,36690.81174,49845.71099,24031.57512,1950241.137,543146.5413,23652.79924,128124.6408,4540.429815,585479.6811,11219.93888,29182.14204,15521.20316,1452062.515,41402.33342,253453.7708,68410.2952,1710119.164,51760.52569,208990.7652,12586.76463,139802.7258,161440.6477,60165.94941,5455908.25,326566.3981,12246.35568,25569.24334,71161.29127,133470.2576,66978.23988,280379.0719,57373.51723,3871.976834,118810.8436,21821.76226,30736.70298,6731.611482,11348.56902,12423.00024,28299.73796,65619.52324,382587.1403,3482.083755,33807.11735,1222.744581,61618.33985,6707.000586,95264.47252,7363.603154,27285.09856,100408.3421,2346.614893,582007.153,30114.12475,2614.099677,242961.4245,918855.677,246204.0968,157203.1207,4499.066072,10499.40981,8175387.34,10382144.71,16614.52079,262263.1335,23625.14845,2141.308516,3376.105031,10925.32968,5518.148119,3623.23195
T1_P1_VFA1,neg,cells,sample,vpa,fa,p1,24561.99694,1468567.182,6644.72169,143956.8125,14852.02384,3307417.637,1100837.03,4927840.83,44463.22532,48946.03321,1786383.619,18454.56433,69077.04501,1518567.367,928464.5393,132629.7711,448864.9366,663995.2362,155697.0794,497975.2914,1165568.932,34099.60705,130688.4902,836707.1014,119986.8917,196345.4119,2522492.934,55518.50144,92222.0343,8236061.637,13110.07452,8983404.383,108469.4142,352588.1408,64418.5447,870234.3801,1223033.122,1048843.565,62636.60832,44605.68622,23984.61164,16588.74769,3480005.519,6410311.789,50971.59009,1940901.348,95977.36667,13060.13922,5761.471626,50847.54865,551251.1566,4492395.096,73677.66156,138660.3882,12299030.7,38136.99009,156420.0669,68490.57176,5242.217963,120865.9853,48579.62731,99338.77812,2707.58098,31260.96734,247998.787,421211.398,32352.83663,5712.432119,3791.81119,104052.7614,1568393.457,15781.36688,41627.64979,34929.20267,13895.06572,152213.9,144793.3775,27667.96203,3646735.63,31117.67376,19682.16527,113368.05,113245.6501,1353608.354,39073.9253,1106647.7,16344.53505,94906.20627,14305652.91,44834.31694,17157.74312,14510.58079,32717.62418,8099.986883,289438.5802,23912.21347,54969.04397,16355.77473,22379.49122,2308941.375,26555.06119,22019.51812,7701.572012,190195.6408,44437.17734,20168.99457,51301.32971,38810.55891,53096.20778,23209.24497,2242664.521,664190.1594,21089.25092,129175.839,3765.52947,366002.6174,10853.98036,31511.97873,10204.1544,735177.5621,38548.1579,253497.4739,56022.66992,2115174.968,85578.69189,217291.1118,14028.60007,154885.6055,143940.8939,56515.9464,5978456.275,404947.971,12439.15881,31246.18442,47111.38982,127405.0047,63692.44698,309438.7706,33101.56751,2312.991491,104282.3278,19852.9077,65796.35676,9264.618598,11936.0149,8664.476447,26998.11562,59497.99591,367255.9799,13262.15725,34541.47936,3120.702351,60694.05773,7331.748404,103128.5856,8401.796235,29122.73756,111999.3575,2760.455998,694579.5257,35627.69524,3887.141706,279426.5256,914831.4697,393133.427,161424.8967,4214.864958,12230.58145,8535698.961,10656612.56,17870.37404,290686.1228,26380.68842,2966.275457,5126.725641,11254.96962,5652.115251,4164.041383
T1_P2_C3,neg,cells,sample,cntrl,cntrl,p2,56253.34323,1312647.434,5926.35018,169824.8116,21085.50854,3108824.029,1208431.015,15498329.99,93572.66739,54024.24983,1500642.405,26418.11592,90726.58018,1685565.323,1356977.424,137137.2299,469783.0239,924794.9152,178587.4274,297339.6912,1222529.642,38309.73971,142573.7048,749456.6599,120653.4536,281136.5188,2106335.084,83593.12704,68493.03779,8471614.375,12145.17242,10145015.54,162081.6376,297763.5267,75874.61196,972259.0415,1149449.801,1093278.762,63086.53056,57600.10529,27877.88466,15357.76969,2381802.056,6746491.514,46506.3628,1975714.062,102103.2314,13585.05337,3395.253047,36168.53744,617159.6304,4389428.475,76719.7458,156351.7784,11261108.21,52768.8513,138723.2004,69160.57563,5428.566351,140666.1927,48761.41969,77483.81415,1682.996246,27246.77026,258258.3148,276666.7081,19962.22951,5012.810028,5871.163866,100546.3999,1491058.367,16230.0599,31066.00778,51846.79658,11860.44496,150509.4509,161601.0149,26796.47366,2821010.588,20529.87665,43252.01633,141848.9454,120685.1809,1319169.463,45710.42101,2786008.903,16903.25587,85971.18791,14473435.84,62768.57496,31570.0088,15267.60164,41113.04908,7148.621923,263031.8417,19225.02768,34026.4,18430.488,47638.59782,2137013.883,39269.0114,17012.46383,6518.445904,198834.9066,40041.04784,22650.45777,98249.11324,43290.43812,109711.4671,25188.44115,2132468.271,820175.8544,30687.37463,106454.067,4225.346012,1303419.794,11711.1703,30740.2766,8807.43399,497429.9007,33055.67717,249874.5082,176201.5213,1913643.735,90833.77208,196366.3427,13163.83806,154516.3964,119618.562,42783.45016,4930215.141,532954.2516,12755.47413,28046.85047,115553.3934,97196.70261,54411.66755,398397.1021,99851.70028,7358.083909,88533.40825,20809.898,80366.36562,12006.25345,19114.27624,16244.60301,28346.23069,65387.04865,385120.9304,4674.107855,36529.09015,232.005603,73580.2055,6931.802802,81876.07596,4798.831429,22352.18915,76784.37381,2122.844839,487585.1554,28299.76587,3880.642597,265456.061,845195.8456,363306.4342,137556.0126,1654.412028,12439.0781,8553435.459,9783956.02,12659.62346,261535.6768,43143.85753,1541.038594,3885.32259,10267.26723,5444.510715,2394.314736
T1_P2_FA2,neg,cells,sample,cntrl,fa,p2,54701.11195,1606005.036,6677.943474,150698.3144,24680.00723,3115611.635,1257544.778,10591020.74,82057.50149,49802.02816,1706495.492,9844.521828,71580.39491,1395402.443,1404384.426,149794.3595,168262.1574,912139.5402,156881.8039,274820.1491,1335682.827,37638.52195,152362.603,768515.9148,83624.94592,355128.5412,2236499.357,26072.34617,106527.5734,8467947.567,10141.61701,9208226.286,211747.297,309154.0269,73351.65041,1024079.082,1075314.402,1224299.327,60815.66142,61410.82844,24968.63049,14510.00314,2013817.965,7287912.3,51548.62626,2285496.506,79690.71553,11062.23403,2614.620129,35537.03054,986694.2492,3614697.373,71194.22045,191869.2888,12090379.93,55680.25203,136089.8083,73424.07843,5599.235044,147285.8937,36860.96359,67819.07167,1745.079545,28931.475,63641.3109,393693.6529,20517.59856,5484.633154,4241.792877,19208.43594,1378787.689,18823.71768,29473.20396,59000.81643,15623.7608,133123.6052,127055.7233,30622.66545,3081408.793,15591.94527,38162.95377,143389.9741,111908.616,1228369.02,35970.95742,2255861.726,21038.9612,92197.32936,13253673.76,62368.00045,41097.12472,15921.55342,36666.55313,5981.844589,251839.7585,21707.73716,28036.59279,18673.44377,63106.83759,2547102.345,40306.09304,15978.52883,7212.36424,189711.7686,42951.22725,24396.09392,79874.75071,42578.76704,106656.67,29555.2465,2361987.984,622341.6653,40458.76263,135893.5649,3479.020822,1348062.865,11254.71188,32589.86717,27735.60297,1284745.891,47045.14174,315548.0231,142345.0214,2039992.173,53117.20405,223504.5931,14393.61658,177296.9656,169020.6546,59331.16545,5373348.747,482080.2892,11745.71585,27217.274,160411.7406,128924.6749,68024.49772,354029.3557,107008.0629,7816.208013,108298.6684,21281.20906,114338.74,7364.962737,19544.29333,21182.59559,27268.96425,86742.25518,388360.3927,17324.12978,31846.95497,2162.08764,59392.09955,7708.28924,97747.91835,5074.873581,20908.66642,95810.22987,2802.768861,449279.47,23564.67111,2598.590352,236234.1767,882685.2176,342504.2985,136604.7506,1442.072054,15596.38578,8182639.584,10473424.55,14829.26732,273111.9325,38784.23673,1023.184753,3036.295548,14004.42632,6131.943716,3901.402362
