compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
FAnM42,Phenylalanine,med.neg,63-91-2,C00079,Phenylalanine metabolism
FAnM43,Uric Acid,med.neg,69-93-2,C00366,Purine metabolism
FAnM44,Pyridoxine,med.neg,65-23-6,C00314,Vitamin B6 metabolism
FAnM45,myo-Inositol,med.neg,87-89-8,C00137,Galactose metabolism
FAnM46,D-Glucose,med.neg,50-99-7,C00031,Glycolysis / Gluconeogenesis
FAnM47,D-Fructose,med.neg,57-48-7,C00095,Fructose and mannose metabolism
FAnM49,D-Galactitol,med.neg,608-66-2,C01697,Galactose metabolism
FAnM50,Citric Acid,med.neg,77-92-9,C00158,Citrate cycle (TCA cycle)
FAnM51,Phenylacetylglycine,med.neg,500-98-1,C05598,Phenylalanine metabolism
FAnM52,Cysteine-S-sulfonic Acid,med.neg,1637-71-4,C05824,Cysteine and methionine metabolism
FAnM53,Pantothenic Acid,med.neg,137-08-6,C00864,beta-Alanine metabolism
FAnM55,Deoxycytidine,med.neg,951-77-9,C00881,Pyrimidine metabolism
FAnM56,Uridine,med.neg,58-96-8,C00299,Pyrimidine metabolism
FAnM60,Folic Acid,med.neg,59-30-3,C00504,One carbon pool by folate
FAnM61,Dihydrofolic Acid,med.neg,4033-27-6,C00415,One carbon pool by folate
FApM1,Urea,med.pos,57-13-6,C00086,Arginine biosynthesis
FApM3,Sarcosine,med.pos,107-97-1,C00213,"Glycine, serine and threonine metabolism"
FApM4,Alanine,med.pos,56-41-7,C00041,"Alanine, aspartate and glutamate metabolism"
FApM5,2-Aminobutyric Acid,med.pos,1492-24-6,C02356,Cysteine and methionine metabolism
FApM6,Choline,med.pos,62-49-7,C00114,"Glycine, serine and threonine metabolism"
FApM7,Serine,med.pos,56-45-1,C00065,"Glycine, serine and threonine metabolism"
FApM8,Uracil,med.pos,66-22-8,C00106,Pyrimidine metabolism
FApM9,Creatinine,med.pos,60-27-5,C00791,Arginine and proline metabolism
FApM10,Proline,med.pos,147-85-3,C00148,Arginine and proline metabolism
FApM11,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
FApM12,Threonine,med.pos,72-19-5,C00188,"Glycine, serine and threonine metabolism"
FApM13,Nicotinamide,med.pos,98-92-0,C00153,Nicotinate and nicotinamide metabolism
FApM15,4-Oxoproline,med.pos,4347-18-6,C01877,Arginine and proline metabolism
FApM16,Creatine,med.pos,57-00-1,C00300,"Glycine, serine and threonine metabolism"
FApM17,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
FApM18,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
FApM19,Asparagine,med.pos,70-47-3,C00152,"Alanine, aspartate and glutamate metabolism"
FApM20,Hypoxanthine,med.pos,68-94-0,C00262,Purine metabolism
FApM21,2-Oxoglutaric Acid,med.pos,328-50-7,C00026,Citrate cycle (TCA cycle)
FApM22,Glutamine,med.pos,56-85-9,C00064,Arginine biosynthesis
FApM24,Glutamic Acid,med.pos,56-86-0,C00025,Arginine biosynthesis
FApM25,Methionine,med.pos,63-68-3,C00073,Cysteine and methionine metabolism
FApM27,Xanthine,med.pos,69-89-6,C00385,Purine metabolism
FApM28,Histidine,med.pos,71-00-1,C00135,Histidine metabolism
FApM29,Allantoin,med.pos,97-59-6,C02348,Purine metabolism
FApM31,Phenylalanine,med.pos,63-91-2,C00079,Phenylalanine metabolism
FApM32,Quinolinic Acid,med.pos,89-00-9,C03722,Tryptophan metabolism
FApM33,Pyridoxal,med.pos,66-72-8,C00250,Vitamin B6 metabolism
FApM34,Uric Acid,med.pos,69-93-2,C00366,Purine metabolism
FApM35,Pyridoxine,med.pos,65-23-6,C00314,Vitamin B6 metabolism
FApM36,Arginine,med.pos,74-79-3,C00062,Arginine biosynthesis
FApM38,D-Galactitol,med.pos,608-66-2,C01697,Galactose metabolism
FApM39,"NE,NE,NE-Trimethyllysine",med.pos,55528-53-5,C03793,Lysine degradation
FApM40,Kynurenic Acid,med.pos,492-27-3,C01717,Tryptophan metabolism
FApM41,Phenylacetylglycine,med.pos,500-98-1,C05598,Phenylalanine metabolism
FApM42,Cysteine-S-sulfonic Acid,med.pos,1637-71-4,C05824,Cysteine and methionine metabolism
FApM44,Tryptophan,med.pos,73-22-3,C00078,"Glycine, serine and threonine metabolism"
FApM45,Kynurenine,med.pos,2922-83-0,C00328,Tryptophan metabolism
FApM47,Pantothenic Acid,med.pos,137-08-6,C00864,beta-Alanine metabolism
FApM50,Uridine,med.pos,58-96-8,C00299,Pyrimidine metabolism
FApM51,Palmitoleic Acid,med.pos,373-49-9,C08362,Fatty acid biosynthesis
FApM52,Glycerol-3-phosphocholine,med.pos,28319-77-9,C00670,Glycerophospholipid metabolism
FApM53,Thiamine,med.pos,59-43-8,C00378,Thiamine metabolism
FApM54,Xanthosine,med.pos,146-80-5,C01762,Purine metabolism
FApM55,Glutathione,med.pos,70-18-8,C00051,Cysteine and methionine metabolism
FApM57,Riboflavin,med.pos,83-88-5,C00255,Riboflavin metabolism
FApM59,Folic Acid,med.pos,59-30-3,C00504,One carbon pool by folate
FApM60,Tetrahydrofolic Acid,med.pos,135-16-0,C00101,"Glycine, serine and threonine metabolism"
FApM61,LysoPC(16:0),med.pos,00-00-015,C04230,Glycerophospholipid metabolism
FApM62,LysoPC(18:1),med.pos,00-00-018,C04230,Glycerophospholipid metabolism
FApM63,LysoPC(18:0),med.pos,00-00-019,C04230,Glycerophospholipid metabolism
FApM65,Sphingomyelin,med.pos,85187-10-6,C00550,Sphingolipid metabolism
FApM66,PC(34:2),med.pos,8002-43-5,C00157,Glycerophospholipid metabolism
FApM67,PC(36:2),med.pos,00-00-022,C00157,Glycerophospholipid metabolism
FAnC1,Methylglyoxal,cell.neg,78-98-8,C00546,Pyruvate metabolism
FAnC3,Glycine,cell.neg,56-40-6,C00037,Purine metabolism
FAnC5,Sulfite,cell.neg,7782-99-2,C00094,Taurine and hypotaurine metabolism
FAnC6,Pyruvate,cell.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
FAnC7,Alanine,cell.neg,56-41-7,C00041,Cysteine and methionine metabolism
FAnC8,Sarcosine,cell.neg,107-97-1,C00213,Arginine and proline metabolism
FAnC10,Lactic Acid,cell.neg,79-33-4,C00186,Fructose and mannose metabolism
FAnC11,Acetoacetic Acid,cell.neg,541-50-4,C00164,"Valine, leucine and isoleucine degradation"
FAnC13,GABA,cell.neg,56-12-2,C00334,Arginine and proline metabolism
FAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,"Glycine, serine and threonine metabolism"
FAnC20,Uracil,cell.neg,66-22-8,C00106,beta-Alanine metabolism
FAnC23,"5,6-Dihydrouracil",cell.neg,504-07-4,C00429,beta-Alanine metabolism
FAnC25,Fumaric Acid,cell.neg,110-17-8,C00122,Oxidative phosphorylation
FAnC27,Valine,cell.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
FAnC28,Methylmalonic Acid,cell.neg,516-05-2,C02170,"Valine, leucine and isoleucine degradation"
FAnC29,Succinic Acid,cell.neg,110-15-6,C00042,Oxidative phosphorylation
FAnC32,Cysteine,cell.neg,52-90-4,C00097,Cysteine and methionine metabolism
FAnC33,Taurine,cell.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
FAnC36,Ketoleucine,cell.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
FAnC39,Creatine,cell.neg,57-00-1,C00300,Arginine and proline metabolism
FAnC40,Isoleucine,cell.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
FAnC41,Leucine,cell.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
FAnC42,Oxaloacetic Acid,cell.neg,328-42-7,C00036,Citrate cycle (TCA cycle)
FAnC45,Ornithine,cell.neg,70-26-8,C00077,Arginine and proline metabolism
FAnC46,Aspartic Acid,cell.neg,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
FAnC47,Malic Acid,cell.neg,97-67-6,C00149,Pyruvate metabolism
FAnC52,O-Phosphoethanolamine,cell.neg,1071-23-4,C00346,Sphingolipid metabolism
FAnC54,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Pentose and glucuronate interconversions
FAnC55,Glutamine,cell.neg,56-85-9,C00064,Purine metabolism
FAnC56,Lysine,cell.neg,56-87-1,C00047,Lysine degradation
FAnC58,Glutamic Acid,cell.neg,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
FAnC66,Ribitol,cell.neg,488-81-3,C00474,Riboflavin metabolism
FAnC67,3-Sulfinoalanine,cell.neg,1115-65-7,C00606,Taurine and hypotaurine metabolism
FAnC69,Histidine,cell.neg,71-00-1,C00135,beta-Alanine metabolism
FAnC79,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Citrate cycle (TCA cycle)
FAnC80,Cysteic Acid,cell.neg,498-40-8,C00506,Taurine and hypotaurine metabolism
FAnC82,DHAP,cell.neg,57-04-5,C00111,Pentose and glucuronate interconversions
FAnC83,G3P,cell.neg,591-57-1,C00118,Pentose phosphate pathway
FAnC84,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.neg,17989-41-2,C00093,Glycerophospholipid metabolism
FAnC86,cis-Aconitic Acid,cell.neg,499-12-7,C00417,Glyoxylate and dicarboxylate metabolism
FAnC90,Ascorbic Acid,cell.neg,50-81-7,C00072,Glutathione metabolism
FAnC91,N-Carbamoyl-L-aspartic Acid,cell.neg,13184-27-5,C00438,"Alanine, aspartate and glutamate metabolism"
FAnC92,myo-Inositol,cell.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
FAnC93,D-Glucose,cell.neg,50-99-7,C00031,Pentose phosphate pathway
FAnC94,D-Fructose,cell.neg,57-48-7,C00095,Galactose metabolism
FAnC96,4-Hydroxyphenyllactic Acid,cell.neg,6482-98-0,C03672,Tyrosine metabolism
FAnC98,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,Pentose phosphate pathway
FAnC101,Citric Acid,cell.neg,77-92-9,C00158,"Alanine, aspartate and glutamate metabolism"
FAnC103,Glucuronic Acid,cell.neg,06556-12-3,C00191,Ascorbate and aldarate metabolism
FAnC107,Tryptophan,cell.neg,73-22-3,C00078,Tryptophan metabolism
FAnC109,Homocitric Acid,cell.neg,3562-74-1,C01251,Pyruvate metabolism
FAnC112,Glycerylphosphorylethanolamine,cell.neg,1190-00-7,C01233,Ether lipid metabolism
FAnC113,O-Succinylhomoserine,cell.neg,1492-23-5,C01118,Sulfur metabolism
FAnC116,Cystathionine,cell.neg,56-88-2,C02291,Cysteine and methionine metabolism
FAnC125,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid elongation
FAnC128,D-Fructose 6-phosphate,cell.neg,643-13-0,C05345,Pentose phosphate pathway
FAnC129,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Pentose phosphate pathway
FAnC137,Linoleic Acid,cell.neg,60-33-3,C01595,Biosynthesis of unsaturated fatty acids
FAnC142,Stearic Acid,cell.neg,57-11-4,C01530,Biosynthesis of unsaturated fatty acids
FAnC145,L-Arginosuccinic Acid,cell.neg,2387-71-5,C03406,"Alanine, aspartate and glutamate metabolism"
FAnC150,Arachidonic Acid,cell.neg,506-32-1,C00219,Linoleic acid metabolism
FAnC152,Dihomo-gamma-linolenic Acid,cell.neg,1783-84-2,C03242,Biosynthesis of unsaturated fatty acids
FAnC153,Glutathione,cell.neg,70-18-8,C00051,Glutathione metabolism
FAnC165,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Pentose phosphate pathway
FAnC195,GTP,cell.neg,86-01-1,C00044,Riboflavin metabolism
FAnC197,UDP-Glucose,cell.neg,133-89-1,C00029,Galactose metabolism
FAnC198,UDP-Glucuronic acid,cell.neg,2616-64-0,C00167,Ascorbate and aldarate metabolism
FAnC199,ADP-Glucose,cell.neg,102129-65-7,C00498,Amino sugar and nucleotide sugar metabolism
FAnC200,GDP-Glucose,cell.neg,5750-57-2,C00394,Amino sugar and nucleotide sugar metabolism
FAnC204,NAD,cell.neg,53-84-9,C00003,Thiamine metabolism
FAnC206,NADP,cell.neg,53-59-8,C00006,Glutathione metabolism
FAnC208,PC(36:4),cell.neg,00-00-021,C00157,Arachidonic acid metabolism
FAnC209,PC(36:4),cell.neg,00-00-021,C00157,Arachidonic acid metabolism
FAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Citrate cycle (TCA cycle)
FApC1,Glycine,cell.pos,56-40-6,C00037,Purine metabolism
FApC2,Sarcosine,cell.pos,107-97-1,C00213,Arginine and proline metabolism
FApC3,Alanine,cell.pos,56-41-7,C00041,Cysteine and methionine metabolism
FApC4,Beta-Alanine,cell.pos,107-95-9,C00099,beta-Alanine metabolism
FApC7,GABA,cell.pos,56-12-2,C00334,Arginine and proline metabolism
FApC8,Choline,cell.pos,62-49-7,C00114,Glycerophospholipid metabolism
FApC13,Uracil,cell.pos,66-22-8,C00106,beta-Alanine metabolism
FApC17,Valine,cell.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
FApC20,Cysteine,cell.pos,52-90-4,C00097,Cysteine and methionine metabolism
FApC22,Taurine,cell.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
FApC27,Creatine,cell.pos,57-00-1,C00300,Arginine and proline metabolism
FApC28,Isoleucine,cell.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
FApC29,Leucine,cell.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
FApC32,Aspartic Acid,cell.pos,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
FApC36,O-Phosphoethanolamine,cell.pos,1071-23-4,C00346,Sphingolipid metabolism
FApC38,Spermidine,cell.pos,124-20-9,C00315,beta-Alanine metabolism
FApC39,Glutamine,cell.pos,56-85-9,C00064,Purine metabolism
FApC40,Lysine,cell.pos,56-87-1,C00047,Lysine degradation
FApC41,Glutamic Acid,cell.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
FApC45,Ribitol,cell.pos,488-81-3,C00474,Riboflavin metabolism
FApC46,3-Sulfinoalanine,cell.pos,1115-65-7,C00606,Taurine and hypotaurine metabolism
FApC48,Histidine,cell.pos,71-00-1,C00135,beta-Alanine metabolism
FApC60,G3P,cell.pos,591-57-1,C00118,Pentose phosphate pathway
FApC61,DHAP,cell.pos,57-04-5,C00111,Pentose and glucuronate interconversions
FApC62,Glycerol 1-Phosphate / Glycerol 3-Phosphate,cell.pos,17989-41-2,C00093,Glycerophospholipid metabolism
FApC63,Dehydroascorbic Acid,cell.pos,490-83-5,C05422,Glutathione metabolism
FApC65,N-Carbamoyl-L-aspartic Acid,cell.pos,13184-27-5,C00438,"Alanine, aspartate and glutamate metabolism"
FApC70,Galacturonic Acid,cell.pos,685-73-4,C00333,Ascorbate and aldarate metabolism
FApC71,Glucuronic Acid,cell.pos,06556-12-3,C00191,Ascorbate and aldarate metabolism
FApC73,Tryptophan,cell.pos,73-22-3,C00078,Tryptophan metabolism
FApC76,Glycerylphosphorylethanolamine,cell.pos,1190-00-7,C01233,Ether lipid metabolism
FApC78,O-Succinylhomoserine,cell.pos,1492-23-5,C01118,Sulfur metabolism
FApC81,Cystathionine,cell.pos,56-88-2,C02291,Cysteine and methionine metabolism
FApC82,Carnosine,cell.pos,305-84-0,C00386,beta-Alanine metabolism
FApC90,Glycerol-3-phosphocholine,cell.pos,28319-77-9,C00670,Ether lipid metabolism
FApC92,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Pentose phosphate pathway
FApC105,Glutathione,cell.pos,70-18-8,C00051,Glutathione metabolism
FApC118,SAM,cell.pos,29908-03-0,C00019,Cysteine and methionine metabolism
FApC119,Palmitoylcarnitine,cell.pos,2364-67-2,C02990,Fatty acid metabolism
FApC134,GTP,cell.pos,86-01-1,C00044,Riboflavin metabolism
FApC138,GDP-Glucose,cell.pos,5750-57-2,C00394,Amino sugar and nucleotide sugar metabolism
FApC142,NAD,cell.pos,53-84-9,C00003,Thiamine metabolism
FApC145,NADP,cell.pos,53-59-8,C00006,Glutathione metabolism
FApC146,PC(34:2),cell.pos,8002-43-5,C00157,Arachidonic acid metabolism
FApC149,PC(35:2),cell.pos,00-00-020,C00157,Arachidonic acid metabolism
FApC150,PC(36:4),cell.pos,00-00-021,C00157,Arachidonic acid metabolism
FApC151,PC(36:2),cell.pos,00-00-022,C00157,Arachidonic acid metabolism
FAnM1,Methylglyoxal,med.neg,78-98-8,C00546,Pyruvate metabolism
FAnM2,Glycine,med.neg,56-40-6,C00037,Purine metabolism
FAnM3,Sulfite,med.neg,7782-99-2,C00094,Taurine and hypotaurine metabolism
FAnM4,Pyruvate,med.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
FAnM5,Alanine,med.neg,56-41-7,C00041,Cysteine and methionine metabolism
FAnM6,Lactic Acid,med.neg,79-33-4,C00186,Fructose and mannose metabolism
FAnM7,Acetoacetic Acid,med.neg,541-50-4,C00164,"Valine, leucine and isoleucine degradation"
FAnM12,Glyceric Acid,med.neg,473-81-4,C00258,"Glycine, serine and threonine metabolism"
FAnM13,Uracil,med.neg,66-22-8,C00106,beta-Alanine metabolism
FAnM16,Valine,med.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
FAnM17,Succinic Acid,med.neg,110-15-6,C00042,Oxidative phosphorylation
FAnM21,Taurine,med.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
FAnM24,Ketoleucine,med.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
FAnM26,Isoleucine,med.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
FAnM27,Leucine,med.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
FAnM29,Ornithine,med.neg,70-26-8,C00077,Arginine and proline metabolism
FAnM30,Malic Acid,med.neg,97-67-6,C00149,Pyruvate metabolism
FAnM32,Glutamine,med.neg,56-85-9,C00064,Purine metabolism
FAnM33,Glutamic Acid,med.neg,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
FAnM45,myo-Inositol,med.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
FAnM46,D-Glucose,med.neg,50-99-7,C00031,Pentose phosphate pathway
FAnM47,D-Fructose,med.neg,57-48-7,C00095,Galactose metabolism
FAnM50,Citric Acid,med.neg,77-92-9,C00158,"Alanine, aspartate and glutamate metabolism"
FApM1,Urea,med.pos,57-13-6,C00086,Purine metabolism
FApM2,Glycine,med.pos,56-40-6,C00037,Purine metabolism
FApM3,Sarcosine,med.pos,107-97-1,C00213,Arginine and proline metabolism
FApM4,Alanine,med.pos,56-41-7,C00041,Cysteine and methionine metabolism
FApM6,Choline,med.pos,62-49-7,C00114,Glycerophospholipid metabolism
FApM8,Uracil,med.pos,66-22-8,C00106,beta-Alanine metabolism
FApM11,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
FApM14,Taurine,med.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
FApM16,Creatine,med.pos,57-00-1,C00300,Arginine and proline metabolism
FApM17,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
FApM18,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
FApM21,2-Oxoglutaric Acid,med.pos,328-50-7,C00026,Pentose and glucuronate interconversions
FApM22,Glutamine,med.pos,56-85-9,C00064,Purine metabolism
FApM23,Lysine,med.pos,56-87-1,C00047,Lysine degradation
FApM24,Glutamic Acid,med.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
FApM28,Histidine,med.pos,71-00-1,C00135,beta-Alanine metabolism
FApM32,Quinolinic Acid,med.pos,89-00-9,C03722,beta-Alanine metabolism
FApM44,Tryptophan,med.pos,73-22-3,C00078,Tryptophan metabolism
FApM52,Glycerol-3-phosphocholine,med.pos,28319-77-9,C00670,Ether lipid metabolism
FApM55,Glutathione,med.pos,70-18-8,C00051,Glutathione metabolism
FApM60,Tetrahydrofolic Acid,med.pos,135-16-0,C00101,One carbon pool by folate
FApM66,PC(34:2),med.pos,8002-43-5,C00157,Arachidonic acid metabolism
FApM67,PC(36:2),med.pos,00-00-022,C00157,Arachidonic acid metabolism
FAnC1,Methylglyoxal,cell.neg,78-98-8,C00546,Propanoate metabolism
FAnC2,Propionic Acid,cell.neg,79-09-4,C00163,Nicotinate and nicotinamide metabolism
FAnC3,Glycine,cell.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
FAnC5,Sulfite,cell.neg,7782-99-2,C00094,Sulfur metabolism
FAnC6,Pyruvate,cell.neg,127-17-3,C00022,Pentose phosphate pathway
FAnC7,Alanine,cell.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
FAnC9,Oxalic Acid,cell.neg,144-62-7,C00209,Glyoxylate and dicarboxylate metabolism
FAnC10,Lactic Acid,cell.neg,79-33-4,C00186,Pyruvate metabolism
FAnC11,Acetoacetic Acid,cell.neg,541-50-4,C00164,Lysine degradation
FAnC13,GABA,cell.neg,56-12-2,C00334,beta-Alanine metabolism
FAnC17,Serine,cell.neg,56-45-1,C00065,Cysteine and methionine metabolism
FAnC18,Glyceric Acid,cell.neg,473-81-4,C00258,Glycerolipid metabolism
FAnC25,Fumaric Acid,cell.neg,110-17-8,C00122,Arginine biosynthesis
FAnC28,Methylmalonic Acid,cell.neg,516-05-2,C02170,Propanoate metabolism
FAnC29,Succinic Acid,cell.neg,110-15-6,C00042,"Alanine, aspartate and glutamate metabolism"
FAnC30,Threonine,cell.neg,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
FAnC33,Taurine,cell.neg,107-35-7,C00245,Sulfur metabolism
FAnC42,Oxaloacetic Acid,cell.neg,328-42-7,C00036,"Alanine, aspartate and glutamate metabolism"
FAnC46,Aspartic Acid,cell.neg,56-84-8,C00049,"Glycine, serine and threonine metabolism"
FAnC47,Malic Acid,cell.neg,97-67-6,C00149,Glyoxylate and dicarboxylate metabolism
FAnC54,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Ascorbate and aldarate metabolism
FAnC55,Glutamine,cell.neg,56-85-9,C00064,Pyrimidine metabolism
FAnC56,Lysine,cell.neg,56-87-1,C00047,Biotin metabolism
FAnC58,Glutamic Acid,cell.neg,56-86-0,C00025,Arginine and proline metabolism
FAnC60,Mevalonic Acid,cell.neg,17817-88-8,C00418,Biosynthesis of terpenoids and steroids
FAnC82,DHAP,cell.neg,57-04-5,C00111,Fructose and mannose metabolism
FAnC83,G3P,cell.neg,591-57-1,C00118,Fructose and mannose metabolism
FAnC87,Arginine,cell.neg,74-79-3,C00062,Arginine and proline metabolism
FAnC93,D-Glucose,cell.neg,50-99-7,C00031,Galactose metabolism
FAnC94,D-Fructose,cell.neg,57-48-7,C00095,Starch and sucrose metabolism
FAnC98,2-Phosphoglyceric Acid,cell.neg,23295-92-3,C00631,"Glycine, serine and threonine metabolism"
FAnC101,Citric Acid,cell.neg,77-92-9,C00158,Glyoxylate and dicarboxylate metabolism
FAnC103,Glucuronic Acid,cell.neg,06556-12-3,C00191,Amino sugar and nucleotide sugar metabolism
FAnC125,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid degradation
FAnC128,D-Fructose 6-phosphate,cell.neg,643-13-0,C05345,Fructose and mannose metabolism
FAnC129,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Galactose metabolism
FAnC139,Oleic Acid,cell.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
FAnC150,Arachidonic Acid,cell.neg,506-32-1,C00219,Biosynthesis of unsaturated fatty acids
FAnC165,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Fructose and mannose metabolism
FAnC181,ADP,cell.neg,58-64-0,C00008,Purine metabolism
FAnC191,UTP,cell.neg,63-39-8,C00075,Neuroactive ligand-receptor interaction
FAnC194,ATP,cell.neg,56-65-5,C00002,Purine metabolism
FAnC197,UDP-Glucose,cell.neg,133-89-1,C00029,Ascorbate and aldarate metabolism
FAnC198,UDP-Glucuronic acid,cell.neg,2616-64-0,C00167,Amino sugar and nucleotide sugar metabolism
FAnC203,GSSG,cell.neg,27025-41-8,C00127,Thyroid hormone synthesis
FAnC204,NAD,cell.neg,53-84-9,C00003,Nicotinate and nicotinamide metabolism
FAnC206,NADP,cell.neg,53-59-8,C00006,Nicotinate and nicotinamide metabolism
FAnC208,PC(36:4),cell.neg,00-00-021,C00157,Linoleic acid metabolism
FAnC209,PC(36:4),cell.neg,00-00-021,C00157,Linoleic acid metabolism
FAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid biosynthesis
FApC1,Glycine,cell.pos,56-40-6,C00037,"Glycine, serine and threonine metabolism"
FApC3,Alanine,cell.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
FApC4,Beta-Alanine,cell.pos,107-95-9,C00099,Propanoate metabolism
FApC7,GABA,cell.pos,56-12-2,C00334,beta-Alanine metabolism
FApC9,Serine,cell.pos,56-45-1,C00065,Cysteine and methionine metabolism
FApC19,Threonine,cell.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
FApC22,Taurine,cell.pos,107-35-7,C00245,Sulfur metabolism
FApC32,Aspartic Acid,cell.pos,56-84-8,C00049,"Glycine, serine and threonine metabolism"
FApC38,Spermidine,cell.pos,124-20-9,C00315,Glutathione metabolism
FApC39,Glutamine,cell.pos,56-85-9,C00064,Pyrimidine metabolism
FApC40,Lysine,cell.pos,56-87-1,C00047,Biotin metabolism
FApC41,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine and proline metabolism
FApC60,G3P,cell.pos,591-57-1,C00118,Fructose and mannose metabolism
FApC61,DHAP,cell.pos,57-04-5,C00111,Fructose and mannose metabolism
FApC64,Arginine,cell.pos,74-79-3,C00062,Arginine and proline metabolism
FApC70,Galacturonic Acid,cell.pos,685-73-4,C00333,Amino sugar and nucleotide sugar metabolism
FApC71,Glucuronic Acid,cell.pos,06556-12-3,C00191,Amino sugar and nucleotide sugar metabolism
FApC92,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Galactose metabolism
FApC99,Oleic Acid,cell.pos,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
FApC118,SAM,cell.pos,29908-03-0,C00019,Arginine and proline metabolism
FApC122,ADP,cell.pos,58-64-0,C00008,Purine metabolism
FApC127,UTP,cell.pos,63-39-8,C00075,Neuroactive ligand-receptor interaction
FApC131,ATP,cell.pos,56-65-5,C00002,Purine metabolism
FApC136,PAF C18:1,cell.pos,86288-90-1,C04598,Neuroactive ligand-receptor interaction
FApC137,PAF C18,cell.pos,79549-26-1,C04598,Neuroactive ligand-receptor interaction
FApC141,GSSG,cell.pos,27025-41-8,C00127,Thyroid hormone synthesis
FApC142,NAD,cell.pos,53-84-9,C00003,Nicotinate and nicotinamide metabolism
FApC145,NADP,cell.pos,53-59-8,C00006,Nicotinate and nicotinamide metabolism
FApC146,PC(34:2),cell.pos,8002-43-5,C00157,Linoleic acid metabolism
FApC149,PC(35:2),cell.pos,00-00-020,C00157,Linoleic acid metabolism
FApC150,PC(36:4),cell.pos,00-00-021,C00157,Linoleic acid metabolism
FApC151,PC(36:2),cell.pos,00-00-022,C00157,Linoleic acid metabolism
FAnM1,Methylglyoxal,med.neg,78-98-8,C00546,Propanoate metabolism
FAnM2,Glycine,med.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
FAnM3,Sulfite,med.neg,7782-99-2,C00094,Sulfur metabolism
FAnM4,Pyruvate,med.neg,127-17-3,C00022,Pentose phosphate pathway
FAnM5,Alanine,med.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
