compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
hVPA_FApM5,Cytosine,med.pos,71-30-7,C00380,Pyrimidine metabolism
hVPA_FApM6,Creatinine,med.pos,60-27-5,C00791,Arginine and proline metabolism
hVPA_FApM7,Proline,med.pos,147-85-3,C00148,Arginine and proline metabolism
hVPA_FApM8,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine degradation"
hVPA_FApM9,Betaine,med.pos,107-43-7,C00719,"Glycine, serine and threonine metabolism"
hVPA_FApM10,Threonine,med.pos,72-19-5,C00188,"Glycine, serine and threonine metabolism"
hVPA_FApM11,Nicotinamide,med.pos,98-92-0,C00153,Nicotinate and nicotinamide metabolism
hVPA_FApM13,Thymine,med.pos,65-71-4,C00178,Pyrimidine metabolism
hVPA_FApM14,Creatine,med.pos,57-00-1,C00300,"Glycine, serine and threonine metabolism"
hVPA_FApM15,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine degradation"
hVPA_FApM16,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine degradation"
hVPA_FApM17,Aspartic Acid,med.pos,56-84-8,C00049,Arginine biosynthesis
hVPA_FApM19,Hypoxanthine,med.pos,68-94-0,C00262,Purine metabolism
hVPA_FApM20,Urocanic Acid,med.pos,104-98-3,C00785,Histidine metabolism
hVPA_FApM21,4-Guanidinobutyric Acid,med.pos,463-00-3,C01035,Arginine and proline metabolism
hVPA_FApM22,Deoxycarnitine,med.pos,407-64-7,C01181,Lysine degradation
hVPA_FApM23,Glutamine,med.pos,56-85-9,C00064,Arginine biosynthesis
hVPA_FApM25,Glutamic Acid,med.pos,56-86-0,C00025,Arginine biosynthesis
hVPA_FApM26,Methionine,med.pos,63-68-3,C00073,Cysteine and methionine metabolism
hVPA_FApM27,Histidine,med.pos,71-00-1,C00135,Histidine metabolism
hVPA_FApM28,Allantoin,med.pos,97-59-6,C02348,Purine metabolism
hVPA_FApM31,Phenylalanine,med.pos,63-91-2,C00079,Phenylalanine metabolism
hVPA_FApM32,Pyridoxine,med.pos,65-23-6,C00314,Vitamin B6 metabolism
hVPA_FApM33,3-Methylhistidine,med.pos,368-16-1,C01152,Histidine metabolism
hVPA_FApM34,Indole-3-Acetamide,med.pos,879-37-8,C02693,Tryptophan metabolism
hVPA_FApM35,Arginine,med.pos,74-79-3,C00062,Arginine biosynthesis
hVPA_FApM36,3-Indoleacetic Acid,med.pos,87-51-4,C00954,Tryptophan metabolism
hVPA_FApM37,Citrulline,med.pos,372-75-8,C00327,Arginine biosynthesis
hVPA_FApM40,D-Sorbitol,med.pos,50-70-4,C00794,Fructose and mannose metabolism
hVPA_FApM41,"NE,NE,NE-Trimethyllysine",med.pos,55528-53-5,C03793,Lysine degradation
hVPA_FApM43,Tryptophan,med.pos,73-22-3,C00078,"Glycine, serine and threonine metabolism"
hVPA_FApM45,Pantothenic Acid,med.pos,137-08-6,C00864,beta-Alanine metabolism
hVPA_FApM46,Thiamine (Vit B1),med.pos,59-43-8,C00378,Thiamine metabolism
hVPA_FApM47,Sphingomyelin,med.pos,85187-10-6,C00550,Sphingolipid metabolism
hVPA_FAnC2,Glycine,cell.neg,56-40-6,C00037,Purine metabolism
hVPA_FAnC3,Pyruvate,cell.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
hVPA_FAnC4,Alanine,cell.neg,56-41-7,C00041,Cysteine and methionine metabolism
hVPA_FAnC5,Beta-Alanine,cell.neg,107-95-9,C00099,beta-Alanine metabolism
hVPA_FAnC6,Sarcosine,cell.neg,107-97-1,C00213,Arginine and proline metabolism
hVPA_FAnC7,Lactic Acid,cell.neg,79-33-4,C00186,Fructose and mannose metabolism
hVPA_FAnC8,2-Ketobutyric Acid,cell.neg,600-18-0,C00109,Cysteine and methionine metabolism
hVPA_FAnC11,GABA,cell.neg,56-12-2,C00334,Arginine and proline metabolism
hVPA_FAnC15,Glyceric Acid,cell.neg,473-81-4,C00258,"Glycine, serine and threonine metabolism"
hVPA_FAnC17,Uracil,cell.neg,66-22-8,C00106,beta-Alanine metabolism
hVPA_FAnC20,Fumaric Acid,cell.neg,110-17-8,C00122,Oxidative phosphorylation
hVPA_FAnC21,Valine,cell.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC22,Succinic Acid,cell.neg,110-15-6,C00042,Oxidative phosphorylation
hVPA_FAnC24,Homoserine,cell.neg,1927-25-9,C00263,Cysteine and methionine metabolism
hVPA_FAnC25,Taurine,cell.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
hVPA_FAnC26,Ketoleucine,cell.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC30,Creatine,cell.neg,57-00-1,C00300,Arginine and proline metabolism
hVPA_FAnC31,Leucine,cell.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC32,Isoleucine,cell.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC34,Ornithine,cell.neg,70-26-8,C00077,Arginine and proline metabolism
hVPA_FAnC35,Aspartic Acid,cell.neg,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC36,Malic Acid,cell.neg,97-67-6,C00149,Pyruvate metabolism
hVPA_FAnC40,2-Oxoglutaric Acid (alpha-KG),cell.neg,328-50-7,C00026,Pentose and glucuronate interconversions
hVPA_FAnC41,Glutamine,cell.neg,56-85-9,C00064,Purine metabolism
hVPA_FAnC42,Lysine,cell.neg,56-87-1,C00047,Lysine degradation
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC48,4-Hydroxyphenylacetic Acid,cell.neg,156-38-7,C00642,Phenylalanine metabolism
hVPA_FAnC49,Ribitol,cell.neg,488-81-3,C00474,Riboflavin metabolism
hVPA_FAnC50,3-Sulfinoalanine,cell.neg,1115-65-7,C00606,Taurine and hypotaurine metabolism
hVPA_FAnC52,Histidine,cell.neg,71-00-1,C00135,beta-Alanine metabolism
hVPA_FAnC69,cis-Aconitic acid,cell.neg,499-12-7,C00417,Glyoxylate and dicarboxylate metabolism
hVPA_FAnC72,D-Fructose,cell.neg,57-48-7,C00095,Galactose metabolism
hVPA_FAnC73,D-Glucose,cell.neg,50-99-7,C00031,Pentose phosphate pathway
hVPA_FAnC74,myo-Inositol,cell.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
hVPA_FAnC76,4-Hydroxyphenyllactic Acid,cell.neg,6482-98-0,C03672,Tyrosine metabolism
hVPA_FAnC78,D-Sorbitol,cell.neg,50-70-4,C00794,Galactose metabolism
hVPA_FAnC84,Citric Acid,cell.neg,77-92-9,C00158,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC87,Tryptophan,cell.neg,73-22-3,C00078,Tryptophan metabolism
hVPA_FAnC90,Cystathionine,cell.neg,56-88-2,C02291,Cysteine and methionine metabolism
hVPA_FAnC92,Carnosine,cell.neg,305-84-0,C00386,beta-Alanine metabolism
hVPA_FAnC97,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid elongation
hVPA_FAnC98,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Pentose phosphate pathway
hVPA_FAnC99,D-Fructose 6-phosphate,cell.neg,643-13-0,C05345,Pentose phosphate pathway
hVPA_FAnC105,Stearic Acid,cell.neg,57-11-4,C01530,Biosynthesis of unsaturated fatty acids
hVPA_FAnC110,Glutathione (GSH),cell.neg,70-18-8,C00051,Glutathione metabolism
hVPA_FAnC129,GTP,cell.neg,86-01-1,C00044,Riboflavin metabolism
hVPA_FAnC132,UDP-Glucose,cell.neg,133-89-1,C00029,Galactose metabolism
hVPA_FAnC135,NAD,cell.neg,53-84-9,C00003,Thiamine metabolism
hVPA_FAnC137,NADP,cell.neg,53-59-8,C00006,Glutathione metabolism
hVPA_FAnC139,Acetyl-CoA,cell.neg,72-89-9,C00024,Citrate cycle (TCA cycle)
hVPA_FApC1,Glycine,cell.pos,56-40-6,C00037,Purine metabolism
hVPA_FApC2,Pyruvate,cell.pos,127-17-3,C00022,Citrate cycle (TCA cycle)
hVPA_FApC3,Alanine,cell.pos,56-41-7,C00041,Cysteine and methionine metabolism
hVPA_FApC4,Beta-Alanine,cell.pos,107-95-9,C00099,beta-Alanine metabolism
hVPA_FApC5,Sarcosine,cell.pos,107-97-1,C00213,Arginine and proline metabolism
hVPA_FApC10,GABA,cell.pos,56-12-2,C00334,Arginine and proline metabolism
hVPA_FApC11,Choline,cell.pos,62-49-7,C00114,Glycerophospholipid metabolism
hVPA_FApC16,Uracil,cell.pos,66-22-8,C00106,beta-Alanine metabolism
hVPA_FApC19,5-Aminopentanoate,cell.pos,660-88-8,C00431,Arginine and proline metabolism
hVPA_FApC21,Valine,cell.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApC23,Homoserine,cell.pos,1927-25-9,C00263,Cysteine and methionine metabolism
hVPA_FApC25,Taurine,cell.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
hVPA_FApC27,Ketoleucine,cell.pos,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApC30,Creatine,cell.pos,57-00-1,C00300,Arginine and proline metabolism
hVPA_FApC31,Leucine,cell.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApC32,Isoleucine,cell.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApC34,Ornithine,cell.pos,70-26-8,C00077,Arginine and proline metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC37,Homocysteine,cell.pos,6027-13-0,C00155,Sulfur metabolism
hVPA_FApC45,Glutamine,cell.pos,56-85-9,C00064,Purine metabolism
hVPA_FApC46,Lysine,cell.pos,56-87-1,C00047,Lysine degradation
hVPA_FApC47,Glutamic Acid,cell.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC50,4-Hydroxyphenylacetic Acid,cell.pos,156-38-7,C00642,Phenylalanine metabolism
hVPA_FApC51,3-Sulfinoalanine,cell.pos,1115-65-7,C00606,Taurine and hypotaurine metabolism
hVPA_FApC52,Histidine,cell.pos,71-00-1,C00135,beta-Alanine metabolism
hVPA_FApC63,Dihydroxyacetone-phosphate,cell.pos,57-04-5,C00111,Pentose and glucuronate interconversions
hVPA_FApC69,D-Sorbitol,cell.pos,50-70-4,C00794,Galactose metabolism
hVPA_FApC71,2-Phosphoglyceric Acid,cell.pos,23295-92-3,C00631,Pentose phosphate pathway
hVPA_FApC76,Tryptophan,cell.pos,73-22-3,C00078,Tryptophan metabolism
hVPA_FApC83,Cystathionine,cell.pos,56-88-2,C02291,Cysteine and methionine metabolism
hVPA_FApC85,Carnosine,cell.pos,305-84-0,C00386,beta-Alanine metabolism
hVPA_FApC91,Glycerol-3-phosphocholine,cell.pos,28319-77-9,C00670,Ether lipid metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Pentose phosphate pathway
hVPA_FApC93,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Pentose phosphate pathway
hVPA_FApC94,D-Glucose 1-phosphate,cell.pos,59-56-3,C00103,Pentose and glucuronate interconversions
hVPA_FApC103,Glutathione (GSH),cell.pos,70-18-8,C00051,Glutathione metabolism
hVPA_FApC109,AICAR,cell.pos,3031-94-5,C04677,Histidine metabolism
hVPA_FApC110,"D-Fructose 1,6-bisphosphate",cell.pos,488-69-7,C05378,Pentose phosphate pathway
hVPA_FApC121,S-Adenosylmethionine (SAM),cell.pos,29908-03-0,C00019,Cysteine and methionine metabolism
hVPA_FApC130,GTP,cell.pos,86-01-1,C00044,Riboflavin metabolism
hVPA_FApC134,ADP-Glucose,cell.pos,102129-65-7,C00498,Amino sugar and nucleotide sugar metabolism
hVPA_FApC135,GDP-Glucose,cell.pos,5750-57-2,C00394,Amino sugar and nucleotide sugar metabolism
hVPA_FApC138,NAD,cell.pos,53-84-9,C00003,Thiamine metabolism
hVPA_FApC141,NADP,cell.pos,53-59-8,C00006,Glutathione metabolism
hVPA_FApC144,Acetyl-CoA,cell.pos,72-89-9,C00024,Citrate cycle (TCA cycle)
hVPA_FAnM1,Glycine,med.neg,56-40-6,C00037,Purine metabolism
hVPA_FAnM2,Pyruvate,med.neg,127-17-3,C00022,Citrate cycle (TCA cycle)
hVPA_FAnM3,Alanine,med.neg,56-41-7,C00041,Cysteine and methionine metabolism
hVPA_FAnM4,Lactic Acid,med.neg,79-33-4,C00186,Fructose and mannose metabolism
hVPA_FAnM5,2-Ketobutyric Acid,med.neg,600-18-0,C00109,Cysteine and methionine metabolism
hVPA_FAnM8,Uracil,med.neg,66-22-8,C00106,beta-Alanine metabolism
hVPA_FAnM11,Valine,med.neg,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM13,Homoserine,med.neg,1927-25-9,C00263,Cysteine and methionine metabolism
hVPA_FAnM14,Taurine,med.neg,107-35-7,C00245,Taurine and hypotaurine metabolism
hVPA_FAnM15,Ketoleucine,med.neg,816-66-0,C00233,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM17,Creatine,med.neg,57-00-1,C00300,Arginine and proline metabolism
hVPA_FAnM18,Leucine,med.neg,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM19,Isoleucine,med.neg,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM20,Ornithine,med.neg,70-26-8,C00077,Arginine and proline metabolism
hVPA_FAnM23,Glutamine,med.neg,56-85-9,C00064,Purine metabolism
hVPA_FAnM24,Lysine,med.neg,56-87-1,C00047,Lysine degradation
hVPA_FAnM25,Glutamic Acid,med.neg,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnM28,Ribitol,med.neg,488-81-3,C00474,Riboflavin metabolism
hVPA_FAnM29,Histidine,med.neg,71-00-1,C00135,beta-Alanine metabolism
hVPA_FAnM38,myo-Inositol,med.neg,87-89-8,C00137,Ascorbate and aldarate metabolism
hVPA_FAnM39,D-Fructose,med.neg,57-48-7,C00095,Galactose metabolism
hVPA_FAnM40,D-Glucose,med.neg,50-99-7,C00031,Pentose phosphate pathway
hVPA_FAnM44,4-Hydroxyphenyllactic Acid,med.neg,6482-98-0,C03672,Tyrosine metabolism
hVPA_FAnM45,D-Sorbitol,med.neg,50-70-4,C00794,Galactose metabolism
hVPA_FAnM48,Tryptophan,med.neg,73-22-3,C00078,Tryptophan metabolism
hVPA_FAnM50,Carnosine,med.neg,305-84-0,C00386,beta-Alanine metabolism
hVPA_FAnM56,Sucrose,med.neg,57-50-1,C00089,Starch and sucrose metabolism
hVPA_FApM1,Alanine,med.pos,56-41-7,C00041,Cysteine and methionine metabolism
hVPA_FApM2,Choline,med.pos,62-49-7,C00114,Glycerophospholipid metabolism
hVPA_FApM8,Valine,med.pos,72-18-4,C00183,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApM12,Taurine,med.pos,107-35-7,C00245,Taurine and hypotaurine metabolism
hVPA_FApM14,Creatine,med.pos,57-00-1,C00300,Arginine and proline metabolism
hVPA_FApM15,Leucine,med.pos,61-90-5,C00123,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApM16,Isoleucine,med.pos,73-32-5,C00407,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApM17,Aspartic Acid,med.pos,56-84-8,C00049,"Alanine, aspartate and glutamate metabolism"
hVPA_FApM23,Glutamine,med.pos,56-85-9,C00064,Purine metabolism
hVPA_FApM24,Lysine,med.pos,56-87-1,C00047,Lysine degradation
hVPA_FApM25,Glutamic Acid,med.pos,56-86-0,C00025,"Alanine, aspartate and glutamate metabolism"
hVPA_FApM27,Histidine,med.pos,71-00-1,C00135,beta-Alanine metabolism
hVPA_FApM40,D-Sorbitol,med.pos,50-70-4,C00794,Galactose metabolism
hVPA_FApM43,Tryptophan,med.pos,73-22-3,C00078,Tryptophan metabolism
hVPA_FAnC1,Propionic Acid,cell.neg,79-09-4,C00163,Nicotinate and nicotinamide metabolism
hVPA_FAnC2,Glycine,cell.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
hVPA_FAnC3,Pyruvate,cell.neg,127-17-3,C00022,Pentose phosphate pathway
hVPA_FAnC4,Alanine,cell.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
hVPA_FAnC5,Beta-Alanine,cell.neg,107-95-9,C00099,Propanoate metabolism
hVPA_FAnC7,Lactic Acid,cell.neg,79-33-4,C00186,Pyruvate metabolism
hVPA_FAnC8,2-Ketobutyric Acid,cell.neg,600-18-0,C00109,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC11,GABA,cell.neg,56-12-2,C00334,beta-Alanine metabolism
hVPA_FAnC14,Serine,cell.neg,56-45-1,C00065,Cysteine and methionine metabolism
hVPA_FAnC15,Glyceric Acid,cell.neg,473-81-4,C00258,Glycerolipid metabolism
hVPA_FAnC20,Fumaric Acid,cell.neg,110-17-8,C00122,Arginine biosynthesis
hVPA_FAnC22,Succinic Acid,cell.neg,110-15-6,C00042,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC23,Threonine,cell.neg,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnC25,Taurine,cell.neg,107-35-7,C00245,Sulfur metabolism
hVPA_FAnC35,Aspartic Acid,cell.neg,56-84-8,C00049,"Glycine, serine and threonine metabolism"
hVPA_FAnC36,Malic Acid,cell.neg,97-67-6,C00149,Glyoxylate and dicarboxylate metabolism
hVPA_FAnC40,2-Oxoglutaric Acid (alpha-KG),cell.neg,328-50-7,C00026,Ascorbate and aldarate metabolism
hVPA_FAnC41,Glutamine,cell.neg,56-85-9,C00064,Pyrimidine metabolism
hVPA_FAnC42,Lysine,cell.neg,56-87-1,C00047,Biotin metabolism
hVPA_FAnC44,Glutamic Acid,cell.neg,56-86-0,C00025,Arginine and proline metabolism
hVPA_FAnC70,Arginine,cell.neg,74-79-3,C00062,Arginine and proline metabolism
hVPA_FAnC72,D-Fructose,cell.neg,57-48-7,C00095,Starch and sucrose metabolism
hVPA_FAnC73,D-Glucose,cell.neg,50-99-7,C00031,Galactose metabolism
hVPA_FAnC84,Citric Acid,cell.neg,77-92-9,C00158,Glyoxylate and dicarboxylate metabolism
hVPA_FAnC97,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid degradation
hVPA_FAnC98,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Galactose metabolism
hVPA_FAnC99,D-Fructose 6-phosphate,cell.neg,643-13-0,C05345,Fructose and mannose metabolism
hVPA_FAnC103,Oleic Acid,cell.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
hVPA_FAnC109,N-Acetylaspartyl Glutamic Acid,cell.neg,3106-85-2,C12270,Neuroactive ligand-receptor interaction
hVPA_FAnC124,ADP,cell.neg,58-64-0,C00008,Purine metabolism
hVPA_FAnC127,UTP,cell.neg,63-39-8,C00075,Neuroactive ligand-receptor interaction
hVPA_FAnC128,ATP,cell.neg,56-65-5,C00002,Purine metabolism
hVPA_FAnC132,UDP-Glucose,cell.neg,133-89-1,C00029,Ascorbate and aldarate metabolism
hVPA_FAnC134,GSSG,cell.neg,27025-41-8,C00127,Thyroid hormone synthesis
hVPA_FAnC135,NAD,cell.neg,53-84-9,C00003,Nicotinate and nicotinamide metabolism
hVPA_FAnC137,NADP,cell.neg,53-59-8,C00006,Nicotinate and nicotinamide metabolism
hVPA_FAnC139,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid biosynthesis
hVPA_FApC1,Glycine,cell.pos,56-40-6,C00037,"Glycine, serine and threonine metabolism"
hVPA_FApC2,Pyruvate,cell.pos,127-17-3,C00022,Pentose phosphate pathway
hVPA_FApC3,Alanine,cell.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
hVPA_FApC4,Beta-Alanine,cell.pos,107-95-9,C00099,Propanoate metabolism
hVPA_FApC10,GABA,cell.pos,56-12-2,C00334,beta-Alanine metabolism
hVPA_FApC12,Serine,cell.pos,56-45-1,C00065,Cysteine and methionine metabolism
hVPA_FApC22,Threonine,cell.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApC25,Taurine,cell.pos,107-35-7,C00245,Sulfur metabolism
hVPA_FApC35,Aspartic Acid,cell.pos,56-84-8,C00049,"Glycine, serine and threonine metabolism"
hVPA_FApC43,Acetylcholine,cell.pos,51-84-3,C01996,Neuroactive ligand-receptor interaction
hVPA_FApC45,Glutamine,cell.pos,56-85-9,C00064,Pyrimidine metabolism
hVPA_FApC46,Lysine,cell.pos,56-87-1,C00047,Biotin metabolism
hVPA_FApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine and proline metabolism
hVPA_FApC63,Dihydroxyacetone-phosphate,cell.pos,57-04-5,C00111,Fructose and mannose metabolism
hVPA_FApC65,Arginine,cell.pos,74-79-3,C00062,Arginine and proline metabolism
hVPA_FApC71,2-Phosphoglyceric Acid,cell.pos,23295-92-3,C00631,"Glycine, serine and threonine metabolism"
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Fructose and mannose metabolism
hVPA_FApC93,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Galactose metabolism
hVPA_FApC94,D-Glucose 1-phosphate,cell.pos,59-56-3,C00103,Galactose metabolism
hVPA_FApC102,N-Acetylaspartyl Glutamic Acid,cell.pos,3106-85-2,C12270,Neuroactive ligand-receptor interaction
hVPA_FApC110,"D-Fructose 1,6-bisphosphate",cell.pos,488-69-7,C05378,Fructose and mannose metabolism
hVPA_FApC116,Cortisol,cell.pos,50-23-7,C00735,Neuroactive ligand-receptor interaction
hVPA_FApC121,S-Adenosylmethionine (SAM),cell.pos,29908-03-0,C00019,Arginine and proline metabolism
hVPA_FApC124,ADP,cell.pos,58-64-0,C00008,Purine metabolism
hVPA_FApC126,UTP,cell.pos,63-39-8,C00075,Neuroactive ligand-receptor interaction
hVPA_FApC129,ATP,cell.pos,56-65-5,C00002,Purine metabolism
hVPA_FApC137,GSSG,cell.pos,27025-41-8,C00127,Thyroid hormone synthesis
hVPA_FApC138,NAD,cell.pos,53-84-9,C00003,Nicotinate and nicotinamide metabolism
hVPA_FApC141,NADP,cell.pos,53-59-8,C00006,Nicotinate and nicotinamide metabolism
hVPA_FApC144,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid biosynthesis
hVPA_FAnM1,Glycine,med.neg,56-40-6,C00037,"Glycine, serine and threonine metabolism"
hVPA_FAnM2,Pyruvate,med.neg,127-17-3,C00022,Pentose phosphate pathway
hVPA_FAnM3,Alanine,med.neg,56-41-7,C00041,Taurine and hypotaurine metabolism
hVPA_FAnM4,Lactic Acid,med.neg,79-33-4,C00186,Pyruvate metabolism
hVPA_FAnM5,2-Ketobutyric Acid,med.neg,600-18-0,C00109,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM7,Serine,med.neg,56-45-1,C00065,Cysteine and methionine metabolism
hVPA_FAnM12,Threonine,med.neg,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
hVPA_FAnM14,Taurine,med.neg,107-35-7,C00245,Sulfur metabolism
hVPA_FAnM23,Glutamine,med.neg,56-85-9,C00064,Pyrimidine metabolism
hVPA_FAnM24,Lysine,med.neg,56-87-1,C00047,Biotin metabolism
hVPA_FAnM25,Glutamic Acid,med.neg,56-86-0,C00025,Arginine and proline metabolism
hVPA_FAnM36,Arginine,med.neg,74-79-3,C00062,Arginine and proline metabolism
hVPA_FAnM39,D-Fructose,med.neg,57-48-7,C00095,Starch and sucrose metabolism
hVPA_FAnM40,D-Glucose,med.neg,50-99-7,C00031,Galactose metabolism
hVPA_FAnM54,Oleic Acid,med.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
hVPA_FApM1,Alanine,med.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
hVPA_FApM3,Serine,med.pos,56-45-1,C00065,Cysteine and methionine metabolism
hVPA_FApM10,Threonine,med.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
hVPA_FApM12,Taurine,med.pos,107-35-7,C00245,Sulfur metabolism
hVPA_FApM17,Aspartic Acid,med.pos,56-84-8,C00049,"Glycine, serine and threonine metabolism"
hVPA_FApM23,Glutamine,med.pos,56-85-9,C00064,Pyrimidine metabolism
hVPA_FApM24,Lysine,med.pos,56-87-1,C00047,Biotin metabolism
hVPA_FApM25,Glutamic Acid,med.pos,56-86-0,C00025,Arginine and proline metabolism
hVPA_FApM35,Arginine,med.pos,74-79-3,C00062,Arginine and proline metabolism
hVPA_FAnC2,Glycine,cell.neg,56-40-6,C00037,Lysine degradation
hVPA_FAnC3,Pyruvate,cell.neg,127-17-3,C00022,Pentose and glucuronate interconversions
hVPA_FAnC7,Lactic Acid,cell.neg,79-33-4,C00186,Propanoate metabolism
hVPA_FAnC8,2-Ketobutyric Acid,cell.neg,600-18-0,C00109,Propanoate metabolism
hVPA_FAnC15,Glyceric Acid,cell.neg,473-81-4,C00258,Glyoxylate and dicarboxylate metabolism
hVPA_FAnC20,Fumaric Acid,cell.neg,110-17-8,C00122,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC22,Succinic Acid,cell.neg,110-15-6,C00042,Tyrosine metabolism
hVPA_FAnC24,Homoserine,cell.neg,1927-25-9,C00263,Sulfur metabolism
hVPA_FAnC34,Ornithine,cell.neg,70-26-8,C00077,Glutathione metabolism
hVPA_FAnC40,2-Oxoglutaric Acid (alpha-KG),cell.neg,328-50-7,C00026,Arginine biosynthesis
hVPA_FAnC41,Glutamine,cell.neg,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
hVPA_FAnC73,D-Glucose,cell.neg,50-99-7,C00031,Starch and sucrose metabolism
hVPA_FAnC74,myo-Inositol,cell.neg,87-89-8,C00137,Inositol phosphate metabolism
hVPA_FAnC75,Tyrosine,cell.neg,60-18-4,C00082,Tyrosine metabolism
hVPA_FAnC98,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
hVPA_FAnC99,D-Fructose 6-phosphate,cell.neg,643-13-0,C05345,Amino sugar and nucleotide sugar metabolism
hVPA_FAnC123,UDP,cell.neg,58-98-0,C00015,Neuroactive ligand-receptor interaction
hVPA_FAnC132,UDP-Glucose,cell.neg,133-89-1,C00029,Pyrimidine metabolism
hVPA_FAnC139,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid elongation
hVPA_FApC1,Glycine,cell.pos,56-40-6,C00037,Lysine degradation
hVPA_FApC2,Pyruvate,cell.pos,127-17-3,C00022,Pentose and glucuronate interconversions
hVPA_FApC23,Homoserine,cell.pos,1927-25-9,C00263,Sulfur metabolism
hVPA_FApC34,Ornithine,cell.pos,70-26-8,C00077,Glutathione metabolism
hVPA_FApC45,Glutamine,cell.pos,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
hVPA_FApC63,Dihydroxyacetone-phosphate,cell.pos,57-04-5,C00111,Galactose metabolism
hVPA_FApC67,Tyrosine,cell.pos,60-18-4,C00082,Tyrosine metabolism
hVPA_FApC71,2-Phosphoglyceric Acid,cell.pos,23295-92-3,C00631,Glycerolipid metabolism
hVPA_FApC92,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Amino sugar and nucleotide sugar metabolism
hVPA_FApC93,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
hVPA_FApC94,D-Glucose 1-phosphate,cell.pos,59-56-3,C00103,Starch and sucrose metabolism
