ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C00418,C6H12O4,148.1571,148.0736,Terpenoid backbone biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of terpenoids and steroids;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;Ferroptosis,"(R)-Mevalonate;Mevalonic acid;3,5-Dihydroxy-3-methylvaleric acid",R02081 R02082 R02245 R02246 R02247 R10779,R02081 R02082 R02245 R02246 R02247 R10779,,CAS: 17817-88-8;PubChem: 3708;ChEBI: 17710 36464;ChEMBL: CHEMBL1794734;LIPIDMAPS: LMFA01050352;KNApSAcK: C00001195;PDB-CCD: MEV;3DMET: B01241;NIKKAJI: J5.859I
C00073,C5H11NO2S,149.2113,149.051,Cysteine and methionine metabolism;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Antifolate resistance;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer,L-Methionine;Methionine;L-2-Amino-4methylthiobutyric acid,R00177 R00648 R00649 R00650 R00651 R00652 R00653 R00654;R00655 R00656 R00657 R00946 R01078 R02025 R02821 R03472;R03659 R04153 R04405 R04710 R06268 R06269 R06270 R06895;R07396 R07606 R07608 R07767 R07768 R08583 R08588 R08618;R08635 R08862 R08873 R08875 R08893 R09373 R09394 R09396;R09637 R09639 R10204 R10246 R10430 R10437 R10552 R10645;R10646 R10649 R10650 R10652 R10653 R10667 R11063 R11112;R11274 R11275 R11293 R11294 R11484 R11700 R11710 R11919;R12055 R12098 R12161 R12162,R00177 R00648 R00649 R00650 R00651 R00652 R00653 R00654;R00655 R00656 R00657 R00946 R01078 R02025 R02821 R03472;R03659 R04153 R04405 R04710 R06268 R06269 R06270 R06895;R07396 R07606 R07608 R07767 R07768 R08583 R08588 R08618;R08635 R08862 R08873 R08875 R08893 R09373 R09394 R09396;R09637 R09639 R10204 R10246 R10430 R10437 R10552 R10645;R10646 R10649 R10650 R10652 R10653 R10667 R11063 R11112;R11274 R11275 R11293 R11294 R11484 R11700 R11710 R11919;R12055 R12098 R12161 R12162,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00073  Methionine (Met);Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; V VARIOUS;  V03 ALL OTHER THERAPEUTIC PRODUCTS;   V03A ALL OTHER THERAPEUTIC PRODUCTS;    V03AB Antidotes;     V03AB26 Methionine;      D00019  Methionine (USP) &lt;JP&gt;;Therapeutic category of drugs in Japan [BR:br08301]; 3  Agents affecting metabolism;  39  Other agents affecting metabolism;   392  Antidotes;    3929  Others;     D00019  Methionine (USP); L-Methionine (JP17);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Methionine;    D00019  Methionine (USP);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00019  [001621] L-Methionine;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00019  L-Methionine,CAS: 63-68-3;PubChem: 3373;ChEBI: 16643;ChEMBL: CHEMBL42336;KNApSAcK: C00001379;PDB-CCD: MET;3DMET: B01148;NIKKAJI: J9.174J
C00121,C5H10O5,150.1299,150.0528,Pentose phosphate pathway;ABC transporters;Bacterial chemotaxis,D-Ribose,R01051 R01079 R01080 R01081 R01245 R01273 R01677 R01770;R02137 R02143 R02172 R02341 R03885 R07918 R08072 R08073;R08074 R08080 R10046,R01051 R01079 R01080 R01081 R01245 R01273 R01677 R01770;R02137 R02143 R02172 R02341 R03885 R07918 R08072 R08073;R08074 R08080 R10046,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Aldoses;    C00121  D-Ribose,CAS: 50-69-1;PubChem: 3421;ChEBI: 47013;ChEMBL: CHEMBL444125 CHEMBL606078;KNApSAcK: C00034198;PDB-CCD: BDR RIB;3DMET: B04636;NIKKAJI: J60.867J
C00242,C5H5N5O,151.1261,151.0494,Purine metabolism;Metabolic pathways,Guanine;2-Amino-6-hydroxypurine,R01229 R01676 R01677 R01969 R02147 R03789 R10209,R01229 R01676 R01677 R01969 R02147 R03789 R10209,Compounds with biological roles [BR:br08001]; Nucleic acids;  Bases;   Purines;    C00242  Guanine (Gua),CAS: 73-40-5;PubChem: 3541;ChEBI: 16235;ChEMBL: CHEMBL219568;KNApSAcK: C00001501;PDB-CCD: GUN;3DMET: B00067;NIKKAJI: J9.344K
C00385,C5H4N4O2,152.1109,152.0334,Purine metabolism;Caffeine metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments,Xanthine,R01676 R01768 R01769 R02103 R02107 R02141 R02142 R02143;R02297 R07965 R07966 R07967 R07968 R07969 R07970 R08410;R10920,R01676 R01768 R01769 R02103 R02107 R02141 R02142 R02143;R02297 R07965 R07966 R07967 R07968 R07969 R07970 R08410;R10920,Phytochemical compounds [BR:br08003]; Alkaloids;  Others;   Purine alkaloids;    C00385  Xanthine,CAS: 69-89-6;PubChem: 3675;ChEBI: 17712 48517;ChEMBL: CHEMBL1424;KNApSAcK: C00019660;PDB-CCD: XAN;3DMET: B00099;NIKKAJI: J2.371J
C00474,C5H12O5,152.1458,152.0685,Pentose and glucuronate interconversions;Riboflavin metabolism;Metabolic pathways,Ribitol;Adonitol,R01732 R01892 R01895,R01732 R01892 R01895,,CAS: 488-81-3;PubChem: 3757;ChEBI: 15963;ChEMBL: CHEMBL1865120 CHEMBL3137744;KNApSAcK: C00001171;PDB-CCD: RB0;3DMET: B04685;NIKKAJI: J6.033J
C00606,C3H7NO4S,153.157,153.0096,Cysteine and methionine metabolism;Taurine and hypotaurine metabolism;Metabolic pathways,3-Sulfino-L-alanine;L-Cysteinesulfinic acid;3-Sulphino-L-alanine;3-Sulfinoalanine,R00863 R00893 R02434 R02466 R02618 R02619,R00863 R00893 R02434 R02466 R02618 R02619,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00606  3-Sulfino-L-alanine,CAS: 1115-65-7;PubChem: 3881;ChEBI: 16345;ChEMBL: CHEMBL1160508;PDB-CCD: CSD;3DMET: B01293;NIKKAJI: J36.785K
C00632,C7H7NO3,153.1354,153.0426,Tryptophan metabolism;Aminobenzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments,3-Hydroxyanthranilate;3-Hydroxyanthranilic acid,R01816 R02665 R02666 R02667 R02668 R02669 R02670 R02671;R07730 R09517,R01816 R02665 R02666 R02667 R02668 R02669 R02670 R02671;R07730 R09517,,CAS: 548-93-6;PubChem: 3905;ChEBI: 15793 36559;ChEMBL: CHEMBL445304;KNApSAcK: C00007568;PDB-CCD: 3HA;3DMET: B00150;NIKKAJI: J1.608J
C00135,C6H9N3O2,155.1546,155.0695,Histidine metabolism;beta-Alanine metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Central carbon metabolism in cancer,L-Histidine;(S)-alpha-Amino-1H-imidazole-4-propionic acid,R01158 R01159 R01160 R01161 R01163 R01164 R01166 R01167;R01168 R01169 R01991 R01992 R03655 R08412 R08413 R10523;R10686 R11015,R01158 R01159 R01160 R01161 R01163 R01164 R01166 R01167;R01168 R01169 R01991 R01992 R03655 R08412 R08413 R10523;R10686 R11015,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00135  Histidine (His);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Histidine;    D00032  Histidine (USP/INN);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00032  [003617] L-Histidine; Buffering agent;  D00032  [003617] L-Histidine;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00032  L-Histidine;  D00032  L-Histidine hydrochloride hydrate,CAS: 71-00-1;PubChem: 3435;ChEBI: 15971;ChEMBL: CHEMBL17962;KNApSAcK: C00001363;PDB-CCD: HIS;3DMET: B01171;NIKKAJI: J4.881J
C00295,C5H4N2O4,156.0963,156.0171,Pyrimidine metabolism;Metabolic pathways,Orotate;Orotic acid;Uracil-6-carboxylic acid,R01866 R01867 R01868 R01869 R01870,R01866 R01867 R01868 R01869 R01870,Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Orotic acid;    D00055  Orotic acid (JAN),CAS: 65-86-1;PubChem: 3589;ChEBI: 16742;ChEMBL: CHEMBL1235017;KNApSAcK: C00007300 C00019689;PDB-CCD: ORO;3DMET: B00083;NIKKAJI: J2.359K
C00337,C5H6N2O4,158.1121,158.0328,Pyrimidine metabolism;Metabolic pathways,"(S)-Dihydroorotate;(S)-4,5-Dihydroorotate;L-Dihydroorotate;L-Dihydroorotic acid;Dihydro-L-orotic acid",R01866 R01867 R01868 R01869 R01993,R01866 R01867 R01868 R01869 R01993,,CAS: 5988-19-2;PubChem: 3630;ChEBI: 17025;KNApSAcK: C00007302;PDB-CCD: DOR;3DMET: B01220;NIKKAJI: J236.345C
C02348,C4H6N4O3,158.1154,158.044,Purine metabolism;Microbial metabolism in diverse environments,(R)(-)-Allantoin;(R)-Allantoin,R03925 R06063 R06605,R03925 R06063 R06605,,PubChem: 5396;ChEBI: 15677;3DMET: B01563;NIKKAJI: J732.397B
C00956,C6H11NO4,161.1558,161.0688,Lysine biosynthesis;Lysine degradation;Penicillin and cephalosporin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,L-2-Aminoadipate;L-alpha-Aminoadipate;L-alpha-Aminoadipic acid;L-2-Aminoadipic acid;L-2-Aminohexanedioate,R01939 R03098 R03102 R03103 R04868 R04870 R06361 R09775;R11231 R11232 R11679,R01939 R03098 R03102 R03103 R04868 R04870 R06361 R09775;R11231 R11232 R11679,,CAS: 542-32-5;PubChem: 4207;ChEBI: 37023;ChEMBL: CHEMBL88804;KNApSAcK: C00007393;PDB-CCD: UN1;3DMET: B01358;NIKKAJI: J38.125J
C03761,C6H10O5,162.1406,162.0528,,3-Hydroxy-3-methylglutarate;3-Hydorxy-3-methylglutaric acid;beta-Hydroxy-beta-methylglutaric acid;Dicrotalic acid;3-Hydroxy-3-methylpentanedioic acid;Meglutol,R02083 R02084,R02083 R02084,"Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C10 LIPID MODIFYING AGENTS;   C10A LIPID MODIFYING AGENTS, PLAIN;    C10AX Other lipid modifying agents;     C10AX05 Meglutol;      D04897  Meglutol (USAN/INN)",CAS: 503-49-1;PubChem: 6518;ChEBI: 16831 17325;ChEMBL: CHEMBL50444;KNApSAcK: C00001187;PDB-CCD: MAH;3DMET: B00635;NIKKAJI: J6.212J
C16741,C6H14N2O3,162.187,162.1004,Lysine degradation;Metabolic pathways,L-Hydroxylysine;5-Hydroxy-L-lysine;L-erythro-5-Hydroxylysine;(5R)-5-Hydroxy-L-lysine,R03378,R03378,,CAS: 1190-94-9;PubChem: 96023265;ChEBI: 18040;ChEMBL: CHEMBL457104;PDB-CCD: LYZ;NIKKAJI: J38.540I
C01019,C6H12O5,164.1565,164.0685,Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Two-component system;Quorum sensing;C-type lectin receptor signaling pathway,6-Deoxy-L-galactose;L-Fucose,R03161 R03162 R03163 R04270 R06118 R08926,R03161 R03162 R03163 R04270 R06118 R08926,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Deoxy sugars;    C01019  L-Fucose,CAS: 2438-80-4;PubChem: 4264;ChEBI: 2181;ChEMBL: CHEMBL469449;KNApSAcK: C00035100;PDB-CCD: FUC FUL;3DMET: B04756;NIKKAJI: J92.797J
C00079,C9H11NO2,165.1891,165.079,"Phenylalanine metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Cyanoamino acid metabolism;Phenylpropanoid biosynthesis;Tropane, piperidine and pyridine alkaloid biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer",L-Phenylalanine;(S)-alpha-Amino-beta-phenylpropionic acid,R00686 R00688 R00689 R00690 R00691 R00692 R00693 R00694;R00695 R00697 R00698 R00699 R01375 R01376 R01795 R03660;R06744 R07211 R08463 R08652 R08690 R09535 R09578 R09579;R10286 R10287 R10495 R10499 R10729 R11068 R11918,R00686 R00688 R00689 R00690 R00691 R00692 R00693 R00694;R00695 R00697 R00698 R00699 R01375 R01376 R01795 R03660;R06744 R07211 R08463 R08652 R08690 R09535 R09578 R09579;R10286 R10287 R10495 R10499 R10729 R11068 R11918,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00079  Phenylalanine (Phe);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Phenylalanine;    D00021  Phenylalanine (USP/INN);Pharmaceutical additives in Japan [BR:br08316]; Diluting agent;  D00021  [002317] L-Phenylalanine;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00021  L-Phenylalanine,CAS: 63-91-2;PubChem: 3379;ChEBI: 17295;ChEMBL: CHEMBL301523;KNApSAcK: C00001386;PDB-CCD: PHE;3DMET: B01151;NIKKAJI: J9.175H
C16614,C6H6N4S,166.2036,166.0313,Drug metabolism - other enzymes,6-Methylmercaptopurine;Thiopurine S-methylether,R03701 R08236 R08238,R03701 R08236 R08238,,CAS: 50-66-8;PubChem: 51090940;ChEBI: 28279;ChEMBL: CHEMBL1178;PDB-CCD: XQG;NIKKAJI: J79.423F
C00250,C8H9NO3,167.162,167.0582,Vitamin B6 metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Vitamin digestion and absorption,Pyridoxal,R00173 R00174 R01707 R01708 R01709 R01710 R01711 R01712;R01713 R05839,R00173 R00174 R01707 R01708 R01709 R01710 R01711 R01712;R01713 R05839,Compounds with biological roles [BR:br08001]; Vitamins and Cofactors;  Vitamins;   Water-soluble vitamins;    C00250  Pyridoxal (Vitamin B6);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Pyridoxine hydrochloride;    C00250  Pyridoxal,CAS: 66-72-8;PubChem: 3549;ChEBI: 17310;ChEMBL: CHEMBL102970;KNApSAcK: C00007509;PDB-CCD: PXL;3DMET: B00072;NIKKAJI: J2.361B
C00074,C3H5O6P,168.042,167.9824,"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Phenylalanine, tyrosine and tryptophan biosynthesis;Phosphonate and phosphinate metabolism;Pyruvate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids;Phosphotransferase system (PTS);Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Central carbon metabolism in cancer",Phosphoenolpyruvate;Phosphoenolpyruvic acid;PEP,R00199 R00200 R00206 R00208 R00341 R00345 R00346 R00430;R00431 R00572 R00658 R00659 R00660 R00661 R00724 R00726;R01012 R01138 R01804 R01826 R01858 R02320 R02628 R02769;R03254 R03460 R04435 R06591 R07476 R09760 R09841 R10304;R11439,R00199 R00200 R00206 R00208 R00341 R00345 R00346 R00430;R00431 R00572 R00658 R00659 R00660 R00661 R00724 R00726;R01012 R01138 R01804 R01826 R01858 R02320 R02628 R02769;R03254 R03460 R04435 R06591 R07476 R09760 R09841 R10304;R11439,,CAS: 138-08-9;PubChem: 3374;ChEBI: 18021 44897;ChEMBL: CHEMBL1235228;KNApSAcK: C00000798;PDB-CCD: PEP;3DMET: B00019;NIKKAJI: J9.706C
C00366,C5H4N4O3,168.1103,168.0283,Purine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Bile secretion,Urate;Uric acid,R02103 R02106 R02107 R02646 R09514 R09876 R10920,R02103 R02106 R02107 R02646 R09514 R09876 R10920,,CAS: 69-93-2;PubChem: 3657;ChEBI: 17775;ChEMBL: CHEMBL792;KNApSAcK: C00007301;PDB-CCD: 8HX URC;3DMET: B00094;NIKKAJI: J2.372H
C01161,C8H8O4,168.1467,168.0423,Tyrosine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Dopaminergic synapse;Cocaine addiction;Amphetamine addiction;Alcoholism,"3,4-Dihydroxyphenylacetate;3,4-Dihydroxyphenylacetic acid;Homoprotocatechuate",R02698 R03299 R03300 R03302 R03303 R03304 R03306,R02698 R03299 R03300 R03302 R03303 R03304 R03306,,CAS: 102-32-9;PubChem: 4388;ChEBI: 17612 41941;ChEMBL: CHEMBL1284;KNApSAcK: C00040996;PDB-CCD: DHY;3DMET: B00250;NIKKAJI: J804D
C00506,C3H7NO5S,169.1564,169.0045,Cysteine and methionine metabolism;Taurine and hypotaurine metabolism;Metabolic pathways;Neuroactive ligand-receptor interaction,L-Cysteate;L-Cysteic acid;3-Sulfoalanine;2-Amino-3-sulfopropionic acid,R00901 R01682 R02433 R02434 R07634 R08699 R09530,R00901 R01682 R02433 R02434 R07634 R08699 R09530,,CAS: 13100-82-8;PubChem: 3789;ChEBI: 17285;PDB-CCD: OCS;3DMET: B01274;NIKKAJI: J8.084E
C00314,C8H11NO3,169.1778,169.0739,Vitamin B6 metabolism;Metabolic pathways;Microbial metabolism in diverse environments,Pyridoxine;Pyridoxol,R01708 R01711 R01909 R01910 R01911 R01912 R01913 R05840;R07154,R01708 R01711 R01909 R01910 R01911 R01912 R01913 R05840;R07154,Compounds with biological roles [BR:br08001]; Vitamins and Cofactors;  Vitamins;   Water-soluble vitamins;    C00314  Pyridoxine (Vitamin B6);Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; A ALIMENTARY TRACT AND METABOLISM;  A11 VITAMINS;   A11H OTHER PLAIN VITAMIN PREPARATIONS;    A11HA Other plain vitamin preparations;     A11HA02 Pyridoxine (vit B6);      D08454  Pyridoxine (INN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Pyridoxine hydrochloride;    D08454  Pyridoxine (INN),CAS: 65-23-6;PubChem: 3608;ChEBI: 16709;ChEMBL: CHEMBL1364;KNApSAcK: C00001551;PDB-CCD: UEG;3DMET: B00087;NIKKAJI: J2.356F
C01152,C7H11N3O2,169.1811,169.0851,Histidine metabolism,N(pi)-Methyl-L-histidine;N-pros-Methyl-L-histidine;3-Methylhistidine;1-Methylhistidine,R01159 R03286 R03288,R01159 R03286 R03288,,CAS: 368-16-1;PubChem: 4381;ChEBI: 27596;ChEMBL: CHEMBL3251670;PDB-CCD: MHS;3DMET: B01394;NIKKAJI: J111.364J
C00118,C3H7O6P,170.0578,169.998,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Clavulanic acid biosynthesis;Inositol phosphate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Thiamine metabolism;Vitamin B6 metabolism;Terpenoid backbone biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Biosynthesis of amino acids",D-Glyceraldehyde 3-phosphate;(2R)-2-Hydroxy-3-(phosphonooxy)-propanal;Glyceraldehyde 3-phosphate,R00845 R01015 R01058 R01059 R01061 R01063 R01064 R01066;R01067 R01068 R01069 R01070 R01440 R01621 R01641 R01827;R01830 R02340 R02721 R02722 R05465 R05605 R05636 R06861;R07159 R07456 R08575 R10049 R10088 R10089 R10349 R10860;R10935,R00845 R01015 R01058 R01059 R01061 R01063 R01064 R01066;R01067 R01068 R01069 R01070 R01440 R01621 R01641 R01827;R01830 R02340 R02721 R02722 R05465 R05605 R05636 R06861;R07159 R07456 R08575 R10049 R10088 R10089 R10349 R10860;R10935,,CAS: 591-57-1;PubChem: 3418;ChEBI: 29052;ChEMBL: CHEMBL1232918;KNApSAcK: C00007564;PDB-CCD: G3H;3DMET: B01163;NIKKAJI: J228.059K
C00093,C3H9O6P,172.0737,172.0137,Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Choline metabolism in cancer,sn-Glycerol 3-phosphate;Glycerophosphoric acid;D-Glycerol 1-phosphate,R00841 R00842 R00844 R00845 R00846 R00847 R00848 R00849;R00850 R00851 R00853 R00854 R00855 R00856 R00857 R01030;R01193 R01470 R01801 R02027 R02617 R05328 R06872 R08657;R09380,R00841 R00842 R00844 R00845 R00846 R00847 R00848 R00849;R00850 R00851 R00853 R00854 R00855 R00856 R00857 R01030;R01193 R01470 R01801 R02027 R02617 R05328 R06872 R08657;R09380,Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Calcium glycerophosphate;    C00093  sn-Glycerol 3-phosphate,CAS: 17989-41-2;PubChem: 3393;ChEBI: 15978;ChEMBL: CHEMBL1232920;KNApSAcK: C00007288;PDB-CCD: G3P GP9;3DMET: B01157;NIKKAJI: J4.456C
C01571,C10H20O2,172.2646,172.1463,Fatty acid biosynthesis;Metabolic pathways,Decanoic acid;Decanoate;Decylic acid;n-Capric acid,R08158,R08158,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C01571  Capric acid (10:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C01571  Decanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C01571  Capric acid;Pharmaceutical additives in Japan [BR:br08316]; Solubilization agent;  C01571  [511014] Capric acid,CAS: 334-48-5;PubChem: 4728;ChEBI: 27689 30813;ChEMBL: CHEMBL107498;LIPIDMAPS: LMFA01010010;LipidBank: DFA0010;KNApSAcK: C00001213;PDB-CCD: DKA;3DMET: B01466;NIKKAJI: J2.575E
C02341,C6H6O6,174.1082,174.0164,C5-Branched dibasic acid metabolism,trans-Aconitate;trans-Aconitic acid,R02244 R05763 R05764 R11749,R02244 R05763 R05764 R11749,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Tricarboxylic acids;    C02341  trans-Aconitate,CAS: 4023-65-8;PubChem: 5390;ChEBI: 15708 32806;ChEMBL: CHEMBL153658;PDB-CCD: TRA;3DMET: B00427;NIKKAJI: J79.903C
C00417,C6H6O6,174.1082,174.0164,"Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;C5-Branched dibasic acid metabolism;Carbon fixation pathways in prokaryotes;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism",cis-Aconitate;cis-Aconitic acid,R01325 R01900 R02243 R02244,R01325 R01900 R02243 R02244,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Tricarboxylic acids;    C00417  cis-Aconitate,CAS: 585-84-2;PubChem: 3707;ChEBI: 16383 32805;ChEMBL: CHEMBL347285;KNApSAcK: C00001177;3DMET: B00107;NIKKAJI: J37.488A
C01042,C6H9NO5,175.1394,175.0481,"Alanine, aspartate and glutamate metabolism;Metabolic pathways",N-Acetyl-L-aspartate;N-Acetyl-L-aspartic acid,R00487 R00488 R10678 R10679 R10687,R00487 R00488 R10678 R10679 R10687,,CAS: 997-55-7;PubChem: 4284;ChEBI: 16953 21547;ChEMBL: CHEMBL1162494;3DMET: B00227;NIKKAJI: J62.824G
C00327,C6H13N3O3,175.1857,175.0957,Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;Biosynthesis of amino acids,L-Citrulline;2-Amino-5-ureidovaleric acid;Citrulline,R00111 R00552 R00557 R00665 R01398 R01954 R02513 R09107;R10106 R10108 R11711 R11713,R00111 R00552 R00557 R00665 R01398 R01954 R02513 R09107;R10106 R10108 R11711 R11713,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00327  L-Citrulline,CAS: 372-75-8;PubChem: 3621;ChEBI: 16349;ChEMBL: CHEMBL444814;KNApSAcK: C00001348;PDB-CCD: CIR;3DMET: B01217;NIKKAJI: J5.711H
C00438,C5H8N2O5,176.1274,176.0433,"Pyrimidine metabolism;Alanine, aspartate and glutamate metabolism;Metabolic pathways",N-Carbamoyl-L-aspartate,R00484 R01397 R01993 R02284,R00484 R01397 R01993 R02284,,PubChem: 3727;ChEBI: 15859;KNApSAcK: C00007265;PDB-CCD: NCD;3DMET: B00115;NIKKAJI: J39.568D
C03145,C6H11NO3S,177.2214,177.046,Cysteine and methionine metabolism,N-Formylmethionine;N-Formyl-L-methionine,R00653,R00653,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C03145  N-Formylmethionine,CAS: 4289-98-9;PubChem: 6033;ChEBI: 16552;PDB-CCD: FME;3DMET: B01634;NIKKAJI: J208.507K
