compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,"Glycine, serine and threonine metabolism"
hVPAnC32,Malic Acid,cell.neg,97-67-6,C00149,Glyoxylate and dicarboxylate metabolism
hVPAnC36,Glutamine,cell.neg,56-85-9,C00064,Pyrimidine metabolism
hVPAnC37,Lysine,cell.neg,56-87-1,C00047,Biotin metabolism
hVPAnC39,O-Acetylserine,cell.neg,5147-00-2,C00979,Sulfur metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Arginine and proline metabolism
hVPAnC54,Quinolinic Acid,cell.neg,89-00-9,C03722,Nicotinate and nicotinamide metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Fructose and mannose metabolism
hVPAnC62,Arginine,cell.neg,74-79-3,C00062,Arginine and proline metabolism
hVPAnC63,D-Glucose,cell.neg,50-99-7,C00031,Galactose metabolism
hVPAnC71,3-Phosphoglyceric Acid,cell.neg,80731-10-8,C00197,"Glycine, serine and threonine metabolism"
hVPAnC74,Citric Acid,cell.neg,77-92-9,C00158,Glyoxylate and dicarboxylate metabolism
hVPAnC85,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid degradation
hVPAnC87,D-Glucose 1-phosphate,cell.neg,59-56-3,C00103,Galactose metabolism
hVPAnC88,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Galactose metabolism
hVPAnC92,Oleic Acid,cell.neg,112-80-1,C00712,Biosynthesis of unsaturated fatty acids
hVPAnC97,N-Acetylaspartyl Glutamic Acid,cell.neg,3106-85-2,C12270,Neuroactive ligand-receptor interaction
hVPAnC107,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Fructose and mannose metabolism
hVPAnC114,ADP,cell.neg,58-64-0,C00008,Purine metabolism
hVPAnC117,UTP,cell.neg,63-39-8,C00075,Neuroactive ligand-receptor interaction
hVPAnC120,ATP,cell.neg,56-65-5,C00002,Purine metabolism
hVPAnC128,GSSG,cell.neg,27025-41-8,C00127,Thyroid hormone synthesis
hVPAnC129,NAD,cell.neg,53-84-9,C00003,Nicotinate and nicotinamide metabolism
hVPAnC130,NADP,cell.neg,53-59-8,C00006,Nicotinate and nicotinamide metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid biosynthesis
hVPApC1,Alanine,cell.pos,56-41-7,C00041,Taurine and hypotaurine metabolism
hVPApC2,Beta-Alanine,cell.pos,107-95-9,C00099,Propanoate metabolism
hVPApC7,Serine,cell.pos,56-45-1,C00065,Cysteine and methionine metabolism
hVPApC16,Threonine,cell.pos,72-19-5,C00188,"Valine, leucine and isoleucine biosynthesis"
hVPApC18,Taurine,cell.pos,107-35-7,C00245,Sulfur metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,"Glycine, serine and threonine metabolism"
hVPApC33,Acetylcholine,cell.pos,51-84-3,C01996,Neuroactive ligand-receptor interaction
hVPApC35,Glutamine,cell.pos,56-85-9,C00064,Pyrimidine metabolism
hVPApC36,Lysine,cell.pos,56-87-1,C00047,Biotin metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Arginine and proline metabolism
hVPApC50,Arginine,cell.pos,74-79-3,C00062,Arginine and proline metabolism
hVPApC66,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Galactose metabolism
hVPApC73,N-Acetylaspartyl Glutamic Acid,cell.pos,3106-85-2,C12270,Neuroactive ligand-receptor interaction
hVPApC81,S-Adenosylmethionine (SAM),cell.pos,29908-03-0,C00019,Arginine and proline metabolism
hVPApC84,ADP,cell.pos,58-64-0,C00008,Purine metabolism
hVPApC86,UTP,cell.pos,63-39-8,C00075,Neuroactive ligand-receptor interaction
hVPApC89,ATP,cell.pos,56-65-5,C00002,Purine metabolism
hVPApC97,GSSG,cell.pos,27025-41-8,C00127,Thyroid hormone synthesis
hVPApC98,NAD,cell.pos,53-84-9,C00003,Nicotinate and nicotinamide metabolism
hVPApC100,NADP,cell.pos,53-59-8,C00006,Nicotinate and nicotinamide metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid biosynthesis
hVPAnC1,Glyoxylic Acid,cell.neg,298-12-4,C00048,Arginine and proline metabolism
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Lysine degradation
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Pentose and glucuronate interconversions
hVPAnC7,Lactic Acid,cell.neg,79-33-4,C00186,Propanoate metabolism
hVPAnC11,Glyceric Acid,cell.neg,473-81-4,C00258,Glyoxylate and dicarboxylate metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,"Alanine, aspartate and glutamate metabolism"
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Tyrosine metabolism
hVPAnC20,Homoserine,cell.neg,1927-25-9,C00263,Sulfur metabolism
hVPAnC36,Glutamine,cell.neg,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Galactose metabolism
hVPAnC63,D-Glucose,cell.neg,50-99-7,C00031,Starch and sucrose metabolism
hVPAnC64,myo-Inositol,cell.neg,87-89-8,C00137,Inositol phosphate metabolism
hVPAnC65,Tyrosine,cell.neg,60-18-4,C00082,Tyrosine metabolism
hVPAnC71,3-Phosphoglyceric Acid,cell.neg,80731-10-8,C00197,Glycerolipid metabolism
hVPAnC87,D-Glucose 1-phosphate,cell.neg,59-56-3,C00103,Starch and sucrose metabolism
hVPAnC88,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
hVPAnC113,UDP,cell.neg,58-98-0,C00015,Neuroactive ligand-receptor interaction
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid elongation
hVPApC28,Ornithine,cell.pos,70-26-8,C00077,Glutathione metabolism
hVPApC35,Glutamine,cell.pos,56-85-9,C00064,"Alanine, aspartate and glutamate metabolism"
hVPApC51,Tyrosine,cell.pos,60-18-4,C00082,Tyrosine metabolism
hVPApC66,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Amino sugar and nucleotide sugar metabolism
hVPApC83,UDP,cell.pos,58-98-0,C00015,Neuroactive ligand-receptor interaction
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid elongation
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Ascorbate and aldarate metabolism
hVPAnC8,GABA,cell.neg,56-12-2,C00334,Nicotinate and nicotinamide metabolism
hVPAnC10,Serine,cell.neg,56-45-1,C00065,Sphingolipid metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Tyrosine metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Phenylalanine metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,Cysteine and methionine metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Histidine metabolism
hVPAnC56,Phosphoenolpyruvic Acid (PEP),cell.neg,138-08-9,C00074,Pyruvate metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Glycerolipid metabolism
hVPAnC63,D-Glucose,cell.neg,50-99-7,C00031,Amino sugar and nucleotide sugar metabolism
hVPAnC65,Tyrosine,cell.neg,60-18-4,C00082,Phenylalanine metabolism
hVPAnC71,3-Phosphoglyceric Acid,cell.neg,80731-10-8,C00197,Glyoxylate and dicarboxylate metabolism
hVPAnC72,N-alpha-Acetyl-L-glutamine,cell.neg,2490-97-3,C00624,2-Oxocarboxylic acid metabolism
hVPAnC85,Palmitic Acid,cell.neg,57-10-3,C00249,Biosynthesis of unsaturated fatty acids
hVPAnC87,D-Glucose 1-phosphate,cell.neg,59-56-3,C00103,Amino sugar and nucleotide sugar metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid degradation
hVPApC7,Serine,cell.pos,56-45-1,C00065,Sphingolipid metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,Cysteine and methionine metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Histidine metabolism
hVPApC51,Tyrosine,cell.pos,60-18-4,C00082,Phenylalanine metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid degradation
hVPAnC1,Glyoxylic Acid,cell.neg,298-12-4,C00048,Glyoxylate and dicarboxylate metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,"Alanine, aspartate and glutamate metabolism"
hVPAnC10,Serine,cell.neg,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Phenylalanine metabolism
hVPAnC21,Taurine,cell.neg,107-35-7,C00245,Neuroactive ligand-receptor interaction
hVPAnC22,Ketoleucine,cell.neg,816-66-0,C00233,2-Oxocarboxylic acid metabolism
hVPAnC36,Glutamine,cell.neg,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Taurine and hypotaurine metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Inositol phosphate metabolism
hVPAnC99,Glutathione (GSH),cell.neg,70-18-8,C00051,Thyroid hormone synthesis
hVPAnC107,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Biosynthesis of terpenoids and steroids
hVPAnC130,NADP,cell.neg,53-59-8,C00006,Thyroid hormone synthesis
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Synthesis and degradation of ketone bodies
hVPApC7,Serine,cell.pos,56-45-1,C00065,Glyoxylate and dicarboxylate metabolism
hVPApC18,Taurine,cell.pos,107-35-7,C00245,Neuroactive ligand-receptor interaction
hVPApC20,Ketoleucine,cell.pos,816-66-0,C00233,2-Oxocarboxylic acid metabolism
hVPApC35,Glutamine,cell.pos,56-85-9,C00064,Glyoxylate and dicarboxylate metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Taurine and hypotaurine metabolism
hVPApC68,Adenosine,cell.pos,58-61-7,C00212,Neuroactive ligand-receptor interaction
hVPApC74,Glutathione (GSH),cell.pos,70-18-8,C00051,Thyroid hormone synthesis
hVPApC100,NADP,cell.pos,53-59-8,C00006,Thyroid hormone synthesis
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Synthesis and degradation of ketone bodies
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Glutathione metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,"Glycine, serine and threonine metabolism"
hVPAnC5,Beta-Alanine,cell.neg,107-95-9,C00099,Neuroactive ligand-receptor interaction
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Pyruvate metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Pyruvate metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,Histidine metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Glycerophospholipid metabolism
hVPAnC60,cis-Aconitic acid,cell.neg,499-12-7,C00417,Biosynthesis of terpenoids and steroids
hVPAnC74,Citric Acid,cell.neg,77-92-9,C00158,Biosynthesis of terpenoids and steroids
hVPApC2,Beta-Alanine,cell.pos,107-95-9,C00099,Neuroactive ligand-receptor interaction
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,Histidine metabolism
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Glyoxylate and dicarboxylate metabolism
hVPAnC10,Serine,cell.neg,56-45-1,C00065,Sulfur metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Glyoxylate and dicarboxylate metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,beta-Alanine metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Glutathione metabolism
hVPAnC41,Methionine,cell.neg,63-68-3,C00073,2-Oxocarboxylic acid metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Propanoate metabolism
hVPAnC70,O-Phosphoserine,cell.neg,407-41-0,C01005,Carbon metabolism
hVPAnC85,Palmitic Acid,cell.neg,57-10-3,C00249,Fatty acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,"Valine, leucine and isoleucine degradation"
hVPApC7,Serine,cell.pos,56-45-1,C00065,Sulfur metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,beta-Alanine metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Glutathione metabolism
hVPApC38,Methionine,cell.pos,63-68-3,C00073,2-Oxocarboxylic acid metabolism
hVPApC55,O-Phosphoserine,cell.pos,407-41-0,C01005,Carbon metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,"Valine, leucine and isoleucine degradation"
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Cysteine and methionine metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Propanoate metabolism
hVPAnC28,Leucine,cell.neg,61-90-5,C00123,2-Oxocarboxylic acid metabolism
hVPAnC32,Malic Acid,cell.neg,97-67-6,C00149,Biosynthesis of terpenoids and steroids
hVPAnC39,O-Acetylserine,cell.neg,5147-00-2,C00979,Carbon metabolism
hVPAnC87,D-Glucose 1-phosphate,cell.neg,59-56-3,C00103,Glycerolipid metabolism
hVPAnC114,ADP,cell.neg,58-64-0,C00008,Neuroactive ligand-receptor interaction
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,"Valine, leucine and isoleucine biosynthesis"
hVPApC25,Leucine,cell.pos,61-90-5,C00123,2-Oxocarboxylic acid metabolism
hVPApC84,ADP,cell.pos,58-64-0,C00008,Neuroactive ligand-receptor interaction
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,"Valine, leucine and isoleucine biosynthesis"
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Thiamine metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,"Valine, leucine and isoleucine biosynthesis"
hVPAnC8,GABA,cell.neg,56-12-2,C00334,Neuroactive ligand-receptor interaction
hVPAnC11,Glyceric Acid,cell.neg,473-81-4,C00258,Carbon metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
hVPAnC65,Tyrosine,cell.neg,60-18-4,C00082,Thiamine metabolism
hVPAnC71,3-Phosphoglyceric Acid,cell.neg,80731-10-8,C00197,Biosynthesis of terpenoids and steroids
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Glyoxylate and dicarboxylate metabolism
hVPApC51,Tyrosine,cell.pos,60-18-4,C00082,Thiamine metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Arginine and proline metabolism
hVPAnC4,Alanine,cell.neg,56-41-7,C00041,Carbon metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Nicotinate and nicotinamide metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,Nicotinate and nicotinamide metabolism
hVPAnC56,Phosphoenolpyruvic Acid (PEP),cell.neg,138-08-9,C00074,Biosynthesis of terpenoids and steroids
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Nicotinate and nicotinamide metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Lysine degradation
hVPApC1,Alanine,cell.pos,56-41-7,C00041,Carbon metabolism
hVPApC28,Ornithine,cell.pos,70-26-8,C00077,2-Oxocarboxylic acid metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,Nicotinate and nicotinamide metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Lysine degradation
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Tyrosine metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Nicotinate and nicotinamide metabolism
hVPAnC29,Isoleucine,cell.neg,73-32-5,C00407,2-Oxocarboxylic acid metabolism
hVPAnC37,Lysine,cell.neg,56-87-1,C00047,2-Oxocarboxylic acid metabolism
hVPAnC107,"D-Fructose 1,6-bisphosphate",cell.neg,488-69-7,C05378,Carbon metabolism
hVPAnC120,ATP,cell.neg,56-65-5,C00002,Neuroactive ligand-receptor interaction
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Phenylalanine metabolism
hVPApC26,Isoleucine,cell.pos,73-32-5,C00407,2-Oxocarboxylic acid metabolism
hVPApC36,Lysine,cell.pos,56-87-1,C00047,2-Oxocarboxylic acid metabolism
hVPApC89,ATP,cell.pos,56-65-5,C00002,Neuroactive ligand-receptor interaction
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Phenylalanine metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Phenylalanine metabolism
hVPAnC16,Valine,cell.neg,72-18-4,C00183,2-Oxocarboxylic acid metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Sulfur metabolism
hVPApC14,Valine,cell.pos,72-18-4,C00183,2-Oxocarboxylic acid metabolism
hVPAnC1,Glyoxylic Acid,cell.neg,298-12-4,C00048,Carbon metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Biosynthesis of terpenoids and steroids
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Tryptophan metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Tryptophan metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Taurine and hypotaurine metabolism
hVPAnC76,Tryptophan,cell.neg,73-22-3,C00078,2-Oxocarboxylic acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,beta-Alanine metabolism
hVPApC58,Tryptophan,cell.pos,73-22-3,C00078,2-Oxocarboxylic acid metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,beta-Alanine metabolism
hVPAnC10,Serine,cell.neg,56-45-1,C00065,Carbon metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Biosynthesis of terpenoids and steroids
hVPAnC53,Phenylalanine,cell.neg,63-91-2,C00079,2-Oxocarboxylic acid metabolism
hVPAnC58,Dihydroxyacetone-phosphate,cell.neg,57-04-5,C00111,Carbon metabolism
hVPAnC88,D-Glucose 6-phosphate,cell.neg,56-73-5,C00668,Carbon metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Taurine and hypotaurine metabolism
hVPApC7,Serine,cell.pos,56-45-1,C00065,Carbon metabolism
hVPApC46,Phenylalanine,cell.pos,63-91-2,C00079,2-Oxocarboxylic acid metabolism
hVPApC66,D-Glucose 6-phosphate,cell.pos,56-73-5,C00668,Carbon metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Taurine and hypotaurine metabolism
hVPAnC60,cis-Aconitic acid,cell.neg,499-12-7,C00417,2-Oxocarboxylic acid metabolism
hVPAnC74,Citric Acid,cell.neg,77-92-9,C00158,Carbon metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Glutathione metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Glutathione metabolism
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Carbon metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Pyruvate metabolism
hVPAnC56,Phosphoenolpyruvic Acid (PEP),cell.neg,138-08-9,C00074,Carbon metabolism
hVPAnC74,Citric Acid,cell.neg,77-92-9,C00158,2-Oxocarboxylic acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Inositol phosphate metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Inositol phosphate metabolism
hVPAnC32,Malic Acid,cell.neg,97-67-6,C00149,Carbon metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Pyruvate metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Pyruvate metabolism
hVPAnC71,3-Phosphoglyceric Acid,cell.neg,80731-10-8,C00197,Carbon metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Glyoxylate and dicarboxylate metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,Carbon metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,Carbon metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,2-Oxocarboxylic acid metabolism
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,2-Oxocarboxylic acid metabolism
hVPAnC2,Glycine,cell.neg,56-40-6,C00037,Neuroactive ligand-receptor interaction
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Carbon metabolism
hVPAnC65,Tyrosine,cell.neg,60-18-4,C00082,2-Oxocarboxylic acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Glyoxylate and dicarboxylate metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Carbon metabolism
hVPApC51,Tyrosine,cell.pos,60-18-4,C00082,2-Oxocarboxylic acid metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Glyoxylate and dicarboxylate metabolism
hVPAnC15,Fumaric Acid,cell.neg,110-17-8,C00122,Carbon metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,2-Oxocarboxylic acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Propanoate metabolism
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,2-Oxocarboxylic acid metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Propanoate metabolism
hVPAnC18,Succinic Acid,cell.neg,110-15-6,C00042,Carbon metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Thiamine metabolism
hVPAnC31,Aspartic Acid,cell.neg,56-84-8,C00049,Neuroactive ligand-receptor interaction
hVPApC29,Aspartic Acid,cell.pos,56-84-8,C00049,Neuroactive ligand-receptor interaction
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Nicotinate and nicotinamide metabolism
hVPAnC40,Glutamic Acid,cell.neg,56-86-0,C00025,Neuroactive ligand-receptor interaction
hVPApC37,Glutamic Acid,cell.pos,56-86-0,C00025,Neuroactive ligand-receptor interaction
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Biosynthesis of terpenoids and steroids
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Biosynthesis of terpenoids and steroids
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Biosynthesis of terpenoids and steroids
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,Carbon metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Carbon metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Carbon metabolism
hVPAnC3,Pyruvate,cell.neg,127-17-3,C00022,2-Oxocarboxylic acid metabolism
hVPAnC133,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid metabolism
hVPApC103,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid metabolism
